Продукт,Калорийность,Белки,Жиры,Углеводы
"Курица, цыплята-бройлеры, шейки",297 кКал,"14,07 г","26,24 г",0 г
"Курица, цыплята-бройлеры, шейки, вареные на медленном огне",247 кКал,"19,61 г","18,1 г",0 г
"Курица, цыплята-бройлеры, шейки, обжаренные в кляре",330 кКал,"19,82 г","23,52 г","8,7 г"
"Курица, цыплята-бройлеры, шейки, обжаренные в панировке",332 кКал,"24,01 г","23,61 г","4,24 г"
"Курица, цыплята-бройлеры, шейки, только мясо",154 кКал,"17,55 г","8,78 г",0 г
"Курица, цыплята-бройлеры, шейки, только мясо, вареные на медленном огне",179 кКал,"24,56 г","8,18 г",0 г
"Курица, цыплята-бройлеры, шейки, только мясо, обжаренное",229 кКал,"26,87 г","11,88 г","1,77 г"
Молодая индейка,168 кКал,"20,18 г","9,09 г",0 г
"Молодая индейка, белое мясо",116 кКал,"23,64 г","1,66 г",0 г
"Молодая индейка, белое мясо с кожей",165 кКал,"21,51 г","8,1 г",0 г
"Молодая индейка, белое мясо с кожей, запечённое",207 кКал,"28,64 г","9,4 г",0 г
"Молодая индейка, белое мясо, запечённое",161 кКал,"29,89 г","3,74 г",0 г
"Молодая индейка, грудка с кожей",167 кКал,"21,62 г","8,3 г",0 г
"Молодая индейка, грудка с кожей, запечённая",194 кКал,"28,8 г","7,86 г",0 г
"Молодая индейка, запечённая",218 кКал,"28,09 г","10,88 г",0 г
"Молодая индейка, крылышки",210 кКал,"19,93 г","13,87 г",0 г
"Молодая индейка, крылышки, запечённые",238 кКал,"27,3 г","13,46 г",0 г
"Молодая индейка, окорочка",151 кКал,"19,46 г","7,5 г",0 г
"Молодая индейка, окорочка, запечённые",213 кКал,"27,73 г","10,5 г",0 г
"Молодая индейка, потроха и шейки",166 кКал,"20,15 г","8,78 г","0,11 г"
"Молодая индейка, потроха и шейки, запечённые",215 кКал,28 г,"10,55 г","0,07 г"
"Молодая индейка, спинки",218 кКал,"17,51 г","15,93 г",0 г
"Молодая индейка, спинки, запечённые",254 кКал,"26,41 г","15,64 г",0 г
"Молодая индейка, темное мясо",130 кКал,"20,07 г","4,88 г",0 г
"Молодая индейка, темное мясо с кожей",172 кКал,"18,65 г","10,25 г",0 г
"Молодая индейка, темное мясо с кожей, запечённое",232 кКал,"27,37 г","12,78 г",0 г
"Молодая индейка, темное мясо, запечённое",192 кКал,"28,42 г","7,79 г",0 г
"Молодая индейка, только кожа",417 кКал,"11,79 г","40,62 г",0 г
"Молодая индейка, только кожа, запечённая",482 кКал,"19,03 г","44,45 г",0 г
"Молодая индейка, только мясо",122 кКал,"21,76 г","3,18 г",0 г
"Молодая индейка, только мясо, запечённое",175 кКал,"29,25 г","5,51 г",0 г
Молодой индюк,154 кКал,"20,45 г","7,43 г",0 г
"Молодой индюк, белое мясо",114 кКал,"23,43 г","1,57 г",0 г
"Молодой индюк, белое мясо с кожей",156 кКал,"21,63 г","7,04 г",0 г
"Молодой индюк, белое мясо с кожей, запечённое",191 кКал,"28,48 г","7,7 г",0 г
"Молодой индюк, белое мясо, запечённое",154 кКал,"29,88 г","2,92 г",0 г
"Молодой индюк, грудка с кожей",151 кКал,"21,96 г","6,34 г",0 г
"Молодой индюк, грудка с кожей, запечённая",189 кКал,"28,61 г","7,39 г",0 г
"Молодой индюк, запечённый",202 кКал,"28,09 г","9,06 г",0 г
"Молодой индюк, крылышки",188 кКал,"20,45 г","11,22 г",0 г
"Молодой индюк, крылышки, запечённые",221 кКал,"27,45 г","11,5 г",0 г
"Молодой индюк, окорочка, запечённые",206 кКал,"27,93 г","9,63 г",0 г
"Молодой индюк, окорочка, мясо и кожа, сырые",141 кКал,"19,54 г","6,34 г",0 г
"Молодой индюк, потроха и шейки",152 кКал,"20,39 г","7,21 г","0,08 г"
"Молодой индюк, потроха и шейки, запечённые",199 кКал,"27,97 г","8,81 г","0,1 г"
"Молодой индюк, спинка, запечённая",238 кКал,"26,8 г","13,65 г",0 г
"Молодой индюк, спинки, мясо и кожа, сырые",179 кКал,"18,47 г","11,14 г",0 г
"Молодой индюк, темное мясо",123 кКал,"20,04 г","4,11 г",0 г
"Молодой индюк, темное мясо с кожей",152 кКал,"19,05 г","7,89 г",0 г
"Молодой индюк, темное мясо с кожей, запечённое",216 кКал,"27,58 г","10,85 г",0 г
"Молодой индюк, темное мясо, запечённое",185 кКал,"28,68 г","6,98 г",0 г
"Молодой индюк, только кожа",368 кКал,"13,24 г","34,56 г",0 г
"Молодой индюк, только кожа, запечённая",422 кКал,"20,14 г","37,25 г",0 г
"Молодой индюк, только мясо",117 кКал,"21,72 г","2,7 г",0 г
"Молодой индюк, только мясо, запечённое",168 кКал,"29,36 г","4,68 г",0 г
"Мясо цыплят жареное, быстро замороженное",250 кКал,"26,2 г",16 г,"0,3 г"
"Мясо цыплят паровое, быстро замороженное",213 кКал,"23,3 г","13,3 г",0 г
Нагетсы из куриной грудки в панировке,263 кКал,"14,73 г","15,75 г","13,91 г"
"Нагетсы из куриной грудки в панировке, приготовленное в конвекционной печи",293 кКал,"15,78 г","17,69 г",17 г
"Палочки из мяса индейки, обжаренные в панировке и кляре",279 кКал,"14,2 г","16,9 г",17 г
Перепел,192 кКал,"19,63 г","12,05 г",0 г
"Перепел, грудка, только мясо",123 кКал,"22,59 г","2,99 г",0 г
"Перепел, приготовленный",227 кКал,"25,1 г","14,1 г",0 г
"Перепел, только мясо",134 кКал,"21,76 г","4,53 г",0 г
Перепелка,230 кКал,"18,2 г","17,3 г","0,4 г"
Петух каплун,234 кКал,"18,77 г","17,07 г",0 г
"Петух каплун, запечённый",229 кКал,"28,96 г","11,65 г",0 г
"Петух каплун, потроха",130 кКал,"18,28 г","5,18 г","1,42 г"
"Петух каплун, потроха и шейки",232 кКал,"18,51 г","16,9 г","0,08 г"
"Петух каплун, потроха и шейки, запечённые",226 кКал,"28,35 г","11,67 г","0,04 г"
"Петух каплун, потроха, запечённые",164 кКал,"26,39 г","5,4 г","0,76 г"
Печень гусиная,133 кКал,"16,37 г","4,28 г","6,32 г"
Печень индейки,128 кКал,"18,26 г","5,5 г",0 г
"Печень индейки, вареная на медленном огне",189 кКал,27 г,"8,18 г",0 г
Печень куриная,"137,6 кКал","20,4 г","5,9 г","0,73 г"
Печень куриная,119 кКал,"16,92 г","4,83 г","0,73 г"
"Печень куриная, вареная на медленном огне",167 кКал,"24,46 г","6,51 г","0,87 г"
"Печень куриная, жареная на сковороде",172 кКал,"25,78 г","6,43 г","1,11 г"
Печень утиная,136 кКал,"18,74 г","4,64 г","3,53 г"
Печень цыпленка-бройлера,122 кКал,"20,6 г","3,7 г","1,5 г"
"Рагу из индейки, по 2-10",131 кКал,6 г,"7,9 г","8,9 г"
"Рагу из курицы, по 2-8",131 кКал,6 г,8 г,"8,5 г"
"Рагу из утки, по 2-10",186 кКал,"6,3 г","13,5 г","9,6 г"
"Рагу из цыпленка, по 2-8",125 кКал,"6,2 г","7,1 г","8,9 г"
"Салат с курицей, по 1-82",137 кКал,"5,7 г","9,9 г",6 г
Сердечки индейки,140 кКал,"16,7 г","7,44 г","0,4 г"
"Сердечки индейки, вареные на медленном огне",174 кКал,"24,88 г","7,52 г",0 г
Сердечки куриные,153 кКал,"15,55 г","9,33 г","0,71 г"
"Сердечки куриные, вареные на медленном огне",185 кКал,"26,41 г","7,92 г","0,1 г"
Сердце куриное,159 кКал,"15,8 г","10,3 г","0,8 г"
Сердце цыпленка-бройлера,148 кКал,"17,3 г","8,3 г","0,9 г"
"Страус, верхняя часть филе",119 кКал,"21,67 г","2,95 г",0 г
"Страус, верхняя часть филе, приготовленная",155 кКал,"28,12 г","3,87 г",0 г
"Страус, внешняя часть бедра",115 кКал,"22,86 г","1,96 г",0 г
"Страус, внешняя часть филе",120 кКал,"23,36 г","2,21 г",0 г
"Страус, внешняя часть филе, приготовленная",156 кКал,"28,55 г","3,83 г",0 г
"Страус, внутренняя часть бедра",111 кКал,"22,39 г","1,72 г",0 г
"Страус, внутренняя часть бедра, приготовленная",141 кКал,"29,01 г","1,94 г",0 г
"Страус, внутренняя часть филе",127 кКал,"23,69 г","2,87 г",0 г
"Страус, внутренняя часть филе, приготовленная",164 кКал,"29,37 г","4,26 г",0 г
"Страус, вырезка",123 кКал,"22,07 г","3,19 г",0 г
"Страус, грудка порезанная",114 кКал,"21,85 г","2,3 г",0 г
"Страус, грудка порезанная, приготовленная",145 кКал,"28,49 г","2,57 г",0 г
"Страус, мышца-подниматель хвоста",117 кКал,"21,81 г","2,65 г",0 г
"Страус, нежное мясо спины",125 кКал,"21,55 г","3,67 г",0 г
"Страус, нежное мясо спины, приготовленное",159 кКал,"28,81 г","3,97 г",0 г
"Страус, огузок, сырой",116 кКал,"21,99 г","2,4 г",0 г
"Страус, фарш, жареный на сковороде",175 кКал,"26,15 г","7,07 г",0 г
"Страус, фарш, сырой",165 кКал,"20,22 г","8,7 г",0 г
"Утенок белой пекинской утки, грудка с кожей, запечённая",202 кКал,"24,5 г","10,85 г",0 г
"Утенок белой пекинской утки, грудка, только мясо, жареное на открытом огне",140 кКал,"27,6 г","2,5 г",0 г
"Утенок белой пекинской утки, окорок запечённый",217 кКал,"26,75 г","11,4 г",0 г
"Утенок белой пекинской утки, окорочка, только мясо, тушеные",178 кКал,"29,1 г","5,96 г",0 г
Утка 1 кат.,405 кКал,"15,8 г",38 г,0 г
Утка 2 кат.,287 кКал,"17,2 г","24,2 г",0 г
"Утка в собственном соку, консервы",223 кКал,16 г,"17,5 г","0,3 г"
Утка дикая,211 кКал,"17,42 г","15,2 г",0 г
"Утка дикая, только мясо",123 кКал,"19,85 г","4,25 г",0 г
Утка домашняя,404 кКал,"11,49 г","39,34 г",0 г
"Утка домашняя, запечённая",337 кКал,"18,99 г","28,35 г",0 г
"Утка домашняя, только мясо",135 кКал,"18,28 г","5,95 г","0,94 г"
"Утка домашняя, только мясо, запечёное",201 кКал,"23,48 г","11,2 г",0 г
"Утка жареная, по 2-16",407 кКал,"23,2 г","34,9 г","0,1 г"
"Утка отварная, по 2-6",385 кКал,"18,1 г","34,6 г",0 г
"Утка фаршированная картофелем, по 2-18",169 кКал,"7,1 г","10,9 г","10,5 г"
Утята 1 кат.,309 кКал,16 г,"27,2 г",0 г
Утята 2 кат.,258 кКал,18 г,"20,7 г",0 г
Фазан,181 кКал,"22,7 г","9,29 г",0 г
"Фазан, грудка, только мясо",133 кКал,"24,37 г","3,25 г",0 г
"Фазан, окорочка, только мясо",134 кКал,"22,2 г","4,3 г",0 г
"Фазан, приготовленный",239 кКал,"32,4 г","12,1 г",0 г
"Фазан, только мясо",133 кКал,"23,57 г","3,64 г",0 г
Фарш из индейки,148 кКал,"19,66 г","7,66 г",0 г
"Фарш из индейки, 85% мяса, 15% жира",180 кКал,"16,9 г","12,54 г",0 г
"Фарш из индейки, 85% мяса, 15% жира, жаренный на сковороде",258 кКал,"25,11 г","17,45 г",0 г
"Фарш из индейки, 85% мяса, 15% жира, котлеты, жаренные на открытом огне",249 кКал,"25,88 г","16,2 г",0 г
"Фарш из индейки, 93% мяса, 7% жира",150 кКал,"18,73 г","8,34 г",0 г
"Фарш из индейки, 93% мяса, 7% жира, жаренный на сковороде",213 кКал,"27,1 г","11,6 г",0 г
"Фарш из индейки, 93% мяса, 7% жира, котлеты, жаренные на открытом огне",207 кКал,"25,86 г","11,45 г",0 г
"Фарш из индейки, обезжиренный, 1.95% жира",112 кКал,"23,57 г","1,95 г",0 г
"Фарш из индейки, обезжиренный, 2.48% жира, котлеты, жаренные на открытом огне",138 кКал,"28,99 г","2,48 г",0 г
"Фарш из индейки, обезжиренный, 2.71% жира, жаренный на сковороде",151 кКал,"31,69 г","2,71 г",0 г
"Фарш из индейки, приготовленный",203 кКал,"27,37 г","10,4 г",0 г
"Фарш колбасный куриный, консервы",200 кКал,15 г,"15,6 г","1,4 г"
"Фрикадельки из курицы, по 2-26",163 кКал,"18,2 г","6,5 г","7,8 г"
"Фуа-гра, консервированная гусиная печень, копченная",462 кКал,"11,4 г","43,84 г","4,67 г"
Цесарка,158 кКал,"23,4 г","6,45 г",0 г
"Цесарка, только мясо",110 кКал,"20,64 г","2,47 г",0 г
"Цыплята жареные, по 2-14",261 кКал,24 г,"18,3 г","0,1 г"
"Цыплята отварные, по 2-4",211 кКал,"21,1 г","13,6 г",0 г
"Цыплята табака жареные, по 2-20",281 кКал,"24,8 г","20,2 г","0,1 г"
"Эму, верхняя часть филе, жареное на огне",152 кКал,"29,07 г","3,13 г",0 г
"Эму, внутрення часть голени",108 кКал,"22,22 г","1,49 г",0 г
"Эму, внутрення часть голени, жареная на огне",156 кКал,"32,38 г","2,01 г",0 г
"Эму, мышца-подниматель хвоста, жареное на огне",154 кКал,"31,27 г","2,3 г",0 г
"Эму, мышца-подниматель хвоста, сырое",103 кКал,"22,5 г","0,8 г",0 г
"Эму, наружная часть голени",103 кКал,"23,08 г","0,48 г",0 г
"Эму, нежное мясо спины, сырое",141 кКал,"22,81 г","4,86 г",0 г
"Эму, огузок",112 кКал,"22,83 г","1,64 г",0 г
"Эму, огузок, жареный на огне",168 кКал,"33,67 г","2,68 г",0 г
"Эму, плоское филе, сырое",102 кКал,"22,25 г","0,74 г",0 г
"Эму, фарш",134 кКал,"22,77 г","4,03 г",0 г
"Эму, фарш, жареный на сковороде",163 кКал,"28,43 г","4,65 г",0 г
[
    {
        "Title": "Биточки паровые из курицы, по 2-24",
        "Calories": "176 кКал",
        "Proteins": "18,6 г",
        "Fats": "7,2 г",
        "Urglevodi": "9,3 г"
    },
    {
        "Title": "Брикет из куриного мяса, замороженный, неприготовленный",
        "Calories": "292 кКал",
        "Proteins": "14,33 г",
        "Fats": "20,04 г",
        "Urglevodi": "12,41 г"
    },
    {
        "Title": "Брикет из куриного мяса, замороженный, приготовленный",
        "Calories": "287 кКал",
        "Proteins": "14,85 г",
        "Fats": "19,58 г",
        "Urglevodi": "12,54 г"
    },
    {
        "Title": "Бульон куриный",
        "Calories": "36 кКал",
        "Proteins": "2,52 г",
        "Fats": "1,2 г",
        "Urglevodi": "3,53 г"
    },
    {
        "Title": "Ветчина из индейки, темное мясо, копченая, замороженная",
        "Calories": "118 кКал",
        "Proteins": "16,3 г",
        "Fats": "4 г",
        "Urglevodi": "3,1 г"
    },
    {
        "Title": "Голубь, приготовленный (включая голубят)",
        "Calories": "213 кКал",
        "Proteins": "23,9 г",
        "Fats": "13 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Голубь, птенцы",
        "Calories": "294 кКал",
        "Proteins": "18,47 г",
        "Fats": "23,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Голубь, птенцы, белое мясо без кожи",
        "Calories": "134 кКал",
        "Proteins": "21,76 г",
        "Fats": "4,52 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Голубь, птенцы, только мясо",
        "Calories": "142 кКал",
        "Proteins": "17,5 г",
        "Fats": "7,5 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Грудка цыпленка-бройлера (филе)",
        "Calories": "116 кКал",
        "Proteins": "19,6 г",
        "Fats": "4,1 г",
        "Urglevodi": "0,3 г"
    },
    {
        "Title": "Гусь 1 кат.",
        "Calories": "412 кКал",
        "Proteins": "15,2 г",
        "Fats": "39 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Гусь 2 кат.",
        "Calories": "317 кКал",
        "Proteins": "17 г",
        "Fats": "27,7 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Гусь домашний",
        "Calories": "371 кКал",
        "Proteins": "15,86 г",
        "Fats": "33,62 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Гусь домашний, запечённый",
        "Calories": "305 кКал",
        "Proteins": "25,16 г",
        "Fats": "21,92 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Гусь домашний, только мясо",
        "Calories": "161 кКал",
        "Proteins": "22,75 г",
        "Fats": "7,13 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Гусь домашний, только мясо, запечённый",
        "Calories": "238 кКал",
        "Proteins": "28,97 г",
        "Fats": "12,67 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Гусята 1 кат.",
        "Calories": "326 кКал",
        "Proteins": "16,6 г",
        "Fats": "28,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Гусята 2 кат.",
        "Calories": "208 кКал",
        "Proteins": "19,1 г",
        "Fats": "14,6 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Домашняя птица, мясо  механической обвалки со спинок и шеек без кожи, сырое",
        "Calories": "199 кКал",
        "Proteins": "13,79 г",
        "Fats": "15,48 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Домашняя птица, мясо зрелых индеек, без костей, сырое",
        "Calories": "243 кКал",
        "Proteins": "14,72 г",
        "Fats": "19,98 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Домашняя птица, мясо механической обвалки со спинок и шеек с кожей, сырое",
        "Calories": "272 кКал",
        "Proteins": "11,39 г",
        "Fats": "24,73 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Желудки индейки",
        "Calories": "111 кКал",
        "Proteins": "18,8 г",
        "Fats": "3,37 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Желудки индейки, вареные на медленном огне",
        "Calories": "155 кКал",
        "Proteins": "26,45 г",
        "Fats": "4,64 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Желудки куриные",
        "Calories": "94 кКал",
        "Proteins": "17,66 г",
        "Fats": "2,06 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Желудки куриные, вареные на медленном огне",
        "Calories": "154 кКал",
        "Proteins": "30,39 г",
        "Fats": "2,68 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Желудок куриный",
        "Calories": "130 кКал",
        "Proteins": "21 г",
        "Fats": "6,4 г",
        "Urglevodi": "0,6 г"
    },
    {
        "Title": "Желудок цыпленка бройлера",
        "Calories": "122 кКал",
        "Proteins": "20,7 г",
        "Fats": "4 г",
        "Urglevodi": "0,8 г"
    },
    {
        "Title": "Индейка",
        "Calories": "144 кКал",
        "Proteins": "21,64 г",
        "Fats": "5,64 г",
        "Urglevodi": "0,14 г"
    },
    {
        "Title": "Индейка 1 кат.",
        "Calories": "276 кКал",
        "Proteins": "19,5 г",
        "Fats": "22 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка 2 кат.",
        "Calories": "194 кКал",
        "Proteins": "21,6 г",
        "Fats": "12 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка для тако, замороженная, приготовленная",
        "Calories": "148 кКал",
        "Proteins": "16,8 г",
        "Fats": "7,58 г",
        "Urglevodi": "3,03 г"
    },
    {
        "Title": "Индейка с подливкой, замороженная",
        "Calories": "67 кКал",
        "Proteins": "5,88 г",
        "Fats": "2,63 г",
        "Urglevodi": "4,61 г"
    },
    {
        "Title": "Индейка, бедра, предварительно замаринованные, запечённые",
        "Calories": "157 кКал",
        "Proteins": "18,8 г",
        "Fats": "8,54 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, бедро, мясо с кожей",
        "Calories": "161 кКал",
        "Proteins": "19,54 г",
        "Fats": "9,16 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, бедро, мясо с кожей, запечённое",
        "Calories": "183 кКал",
        "Proteins": "23,95 г",
        "Fats": "9,5 г",
        "Urglevodi": "0,41 г"
    },
    {
        "Title": "Индейка, бедро, только мясо",
        "Calories": "116 кКал",
        "Proteins": "20,6 г",
        "Fats": "3,69 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, бедро, только мясо, запечённое",
        "Calories": "159 кКал",
        "Proteins": "25,14 г",
        "Fats": "6,25 г",
        "Urglevodi": "0,46 г"
    },
    {
        "Title": "Индейка, белое и темное мясо нарезанное, приправленное",
        "Calories": "138 кКал",
        "Proteins": "18,7 г",
        "Fats": "6 г",
        "Urglevodi": "1 г"
    },
    {
        "Title": "Индейка, белое или темное мясо без кожи, копченое",
        "Calories": "162 кКал",
        "Proteins": "29,3 г",
        "Fats": "5 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, белое или темное мясо с кожей, копченое",
        "Calories": "208 кКал",
        "Proteins": "28,1 г",
        "Fats": "9,7 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, белое мясо",
        "Calories": "114 кКал",
        "Proteins": "23,66 г",
        "Fats": "1,48 г",
        "Urglevodi": "0,14 г"
    },
    {
        "Title": "Индейка, белое мясо с кожей",
        "Calories": "161 кКал",
        "Proteins": "21,96 г",
        "Fats": "7,43 г",
        "Urglevodi": "0,15 г"
    },
    {
        "Title": "Индейка, белое мясо с кожей, запечённая",
        "Calories": "177 кКал",
        "Proteins": "29,55 г",
        "Fats": "5,57 г",
        "Urglevodi": "0,05 г"
    },
    {
        "Title": "Индейка, белое мясо, запечённая",
        "Calories": "147 кКал",
        "Proteins": "30,13 г",
        "Fats": "2,08 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, голень копчёная",
        "Calories": "200 кКал",
        "Proteins": "27,9 г",
        "Fats": "9,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, голень, мясо с кожей",
        "Calories": "141 кКал",
        "Proteins": "19,96 г",
        "Fats": "6,84 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, голень, мясо с кожей, запечённая",
        "Calories": "197 кКал",
        "Proteins": "28,21 г",
        "Fats": "9,37 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, голень, только мясо",
        "Calories": "118 кКал",
        "Proteins": "20,52 г",
        "Fats": "3,97 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, голень, только мясо, запечённая",
        "Calories": "173 кКал",
        "Proteins": "28,61 г",
        "Fats": "6,52 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, грудка с кожей",
        "Calories": "157 кКал",
        "Proteins": "21,89 г",
        "Fats": "7,02 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, грудка с кожей, запечённая",
        "Calories": "189 кКал",
        "Proteins": "28,71 г",
        "Fats": "7,41 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, грудка с кожей, предварительно замаринованная, запечённая",
        "Calories": "126 кКал",
        "Proteins": "22,16 г",
        "Fats": "3,46 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, грудка, только мясо",
        "Calories": "114 кКал",
        "Proteins": "23,66 г",
        "Fats": "1,48 г",
        "Urglevodi": "0,14 г"
    },
    {
        "Title": "Индейка, грудка, только мясо, запечённая",
        "Calories": "147 кКал",
        "Proteins": "30,13 г",
        "Fats": "2,08 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, жареная, по 2-16",
        "Calories": "280 кКал",
        "Proteins": "23,4 г",
        "Fats": "20,7 г",
        "Urglevodi": "0,1 г"
    },
    {
        "Title": "Индейка, жаркое, белое и темное мясо без костей, приправленное, замороженное",
        "Calories": "120 кКал",
        "Proteins": "17,6 г",
        "Fats": "2,2 г",
        "Urglevodi": "6,4 г"
    },
    {
        "Title": "Индейка, жаркое, белое и темное мясо без костей, приправленное, замороженное, запечённое",
        "Calories": "155 кКал",
        "Proteins": "21,32 г",
        "Fats": "5,78 г",
        "Urglevodi": "3,07 г"
    },
    {
        "Title": "Индейка, запечённая",
        "Calories": "189 кКал",
        "Proteins": "28,55 г",
        "Fats": "7,39 г",
        "Urglevodi": "0,06 г"
    },
    {
        "Title": "Индейка, крылышки",
        "Calories": "197 кКал",
        "Proteins": "20,22 г",
        "Fats": "12,32 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, крылышки, запечённые",
        "Calories": "229 кКал",
        "Proteins": "27,38 г",
        "Fats": "12,43 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, крылышки, копченые",
        "Calories": "221 кКал",
        "Proteins": "27,4 г",
        "Fats": "12,41 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, крылышки, только мясо",
        "Calories": "115 кКал",
        "Proteins": "23,66 г",
        "Fats": "1,48 г",
        "Urglevodi": "0,14 г"
    },
    {
        "Title": "Индейка, крылышки, только мясо, запечённые",
        "Calories": "147 кКал",
        "Proteins": "30,13 г",
        "Fats": "2,08 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, мясо механически отделённое от костей",
        "Calories": "201 кКал",
        "Proteins": "13,29 г",
        "Fats": "15,96 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, окорочка",
        "Calories": "144 кКал",
        "Proteins": "19,54 г",
        "Fats": "6,72 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, окорочка, запечённые",
        "Calories": "208 кКал",
        "Proteins": "27,87 г",
        "Fats": "9,82 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, отварная, по 2-6",
        "Calories": "273 кКал",
        "Proteins": "23,6 г",
        "Fats": "19,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, потроха",
        "Calories": "124 кКал",
        "Proteins": "18,18 г",
        "Fats": "5,09 г",
        "Urglevodi": "0,07 г"
    },
    {
        "Title": "Индейка, потроха и шейки",
        "Calories": "157 кКал",
        "Proteins": "20,37 г",
        "Fats": "7,77 г",
        "Urglevodi": "0,08 г"
    },
    {
        "Title": "Индейка, потроха и шейки,  запечённые",
        "Calories": "205 кКал",
        "Proteins": "27,98 г",
        "Fats": "9,45 г",
        "Urglevodi": "0,07 г"
    },
    {
        "Title": "Индейка, потроха, вареные на медленном огне",
        "Calories": "173 кКал",
        "Proteins": "26,44 г",
        "Fats": "6,61 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, спинка",
        "Calories": "196 кКал",
        "Proteins": "18,11 г",
        "Fats": "13,11 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, спинка, запечённая",
        "Calories": "244 кКал",
        "Proteins": "26,59 г",
        "Fats": "14,38 г",
        "Urglevodi": "0,16 г"
    },
    {
        "Title": "Индейка, спинки, только мясо",
        "Calories": "113 кКал",
        "Proteins": "21,28 г",
        "Fats": "2,5 г",
        "Urglevodi": "0,15 г"
    },
    {
        "Title": "Индейка, спинки, только мясо, запечённые",
        "Calories": "173 кКал",
        "Proteins": "27,71 г",
        "Fats": "6,04 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, темное мясо",
        "Calories": "108 кКал",
        "Proteins": "21,28 г",
        "Fats": "2,5 г",
        "Urglevodi": "0,15 г"
    },
    {
        "Title": "Индейка, темное мясо с кожей",
        "Calories": "166 кКал",
        "Proteins": "19,81 г",
        "Fats": "8,97 г",
        "Urglevodi": "0,15 г"
    },
    {
        "Title": "Индейка, темное мясо с кожей,  запечённое",
        "Calories": "206 кКал",
        "Proteins": "27,27 г",
        "Fats": "9,95 г",
        "Urglevodi": "0,07 г"
    },
    {
        "Title": "Индейка, темное мясо, запечённое",
        "Calories": "173 кКал",
        "Proteins": "27,71 г",
        "Fats": "6,04 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Индейка, только кожа",
        "Calories": "407 кКал",
        "Proteins": "12,96 г",
        "Fats": "38,93 г",
        "Urglevodi": "0,16 г"
    },
    {
        "Title": "Индейка, только кожа, запечённая",
        "Calories": "459 кКал",
        "Proteins": "23,94 г",
        "Fats": "39,31 г",
        "Urglevodi": "0,57 г"
    },
    {
        "Title": "Индейка, только мясо",
        "Calories": "115 кКал",
        "Proteins": "22,64 г",
        "Fats": "1,93 г",
        "Urglevodi": "0,14 г"
    },
    {
        "Title": "Индейка, только мясо, запечённая",
        "Calories": "159 кКал",
