Продукт,Калорийность,Белки,Жиры,Углеводы 
"Треска тихоокеанская, приготовленная",84 кКал,"20,42 г","0,25 г",0 г
"Треска тихоокеанская, приготовленная на жару",85 кКал,"18,73 г","0,5 г",0 г
"Треска тихоокеанская, сырая",69 кКал,"15,27 г","0,41 г",0 г
"Треска тушеная, по 1-362",101 кКал,"9,7 г","5,1 г","3,9 г"
"Трубач, моллюск",137 кКал,"23,84 г","0,4 г","7,76 г"
"Трубач, моллюск, приготовленный на пару",275 кКал,"47,68 г","0,8 г","15,52 г"
Тунец,139 кКал,"24,4 г","4,6 г",0 г
"Тунец  в масле, консервированный, сухой продукт без маринада",198 кКал,"29,13 г","8,21 г",0 г
"Тунец белый, консервированный в воде, без соли, сухой продукт без маринада",128 кКал,"23,62 г","2,97 г",0 г
"Тунец белый, консервированный в воде, сухой продукт без маринада",128 кКал,"23,62 г","2,97 г",0 г
"Тунец белый, консервированный в масле, без соли, сухой продукт без маринада",186 кКал,"26,53 г","8,08 г",0 г
"Тунец белый, консервированный в масле, сухой продукт без маринада",186 кКал,"26,53 г","8,08 г",0 г
Тунец в масле. Консервы,232 кКал,22 г,"15,9 г",0 г
Тунец голубой,144 кКал,"23,33 г","4,9 г",0 г
"Тунец голубой, приготовленный на жару",184 кКал,"29,91 г","6,28 г",0 г
Тунец желтоперый,109 кКал,"24,4 г","0,49 г",0 г
"Тунец желтоперый, приготовленный на жару",130 кКал,"29,15 г","0,59 г",0 г
Тунец натуральный. Консервы,96 кКал,"22,5 г","0,7 г",0 г
"Тунец, консервированный в воде, без соли, сухой продукт без маринада",116 кКал,"25,51 г","0,82 г",0 г
"Тунец, консервированный в воде, сухой продукт без маринада",86 кКал,"19,44 г","0,96 г",0 г
"Тунец, консервированный в масле, без соли, сухой продукт без маринада",198 кКал,"29,13 г","8,21 г",0 г
"Тюлень, бородатый (Oogruk), мясо,  низкий квадрант, сырое, (Аляска)",186 кКал,"23,63 г","10,17 г",0 г
"Тюлень, бородатый (Oogruk), мясо, сушеное, (Аляска)",351 кКал,"82,6 г","2,3 г",0 г
"Тюлень, бородатый (Oogruk), мясо, сушеное, в масле (Аляска)",367 кКал,"35,31 г","25,08 г",0 г
"Тюлень, бородатый (Oogruk), мясо, сырое, (Аляска)",110 кКал,"26,7 г","0,4 г",0 г
"Тюлень, бородатый (Oogruk), мясо, частично сушеное, (Аляска)",270 кКал,"62,38 г","2,31 г",0 г
Тюлька весенняя соленая,225 кКал,"19,8 г","16,2 г",0 г
Тюлька осенняя соленая,264 кКал,"15,7 г","22,3 г",0 г
Тюрбо (палтус европейский),95 кКал,"16,05 г","2,95 г",0 г
Тюрбо (палтус европейский) приготовленный на жару,122 кКал,"20,58 г","3,78 г",0 г
Угольная рыба,201 кКал,"12,2 г","16,9 г",0 г
"Угольная рыба, копченая",257 кКал,"17,65 г","20,14 г",0 г
"Угольная рыба, мелкая",114 кКал,"14,2 г","6,4 г",0 г
"Угольная рыба, приготовленная на жару",250 кКал,"17,19 г","19,62 г",0 г
"Угольная рыба, сырая",195 кКал,"13,41 г","15,3 г",0 г
Угорь морской,94 кКал,"19,1 г","1,9 г",0 г
Угорь речной,333 кКал,"14,5 г","30,5 г",0 г
Угорь речной горячего копчения,386 кКал,"15,7 г","35,9 г",0 г
"Угорь, все виды",184 кКал,"18,44 г","11,66 г",0 г
"Угорь, все виды, приготовленный на жару",236 кКал,"23,65 г","14,95 г",0 г
Удильщик,68 кКал,"14,8 г",1 г,0 г
"Улитка, сырая",90 кКал,"16,1 г","1,4 г",2 г
Умбрина,103 кКал,"17,9 г","3,5 г",0 г
"Усач, аральский",175 кКал,"18,6 г","11,2 г",0 г
"Усач, каспийский",134 кКал,"20,1 г","5,9 г",0 г
Устрица,72 кКал,9 г,2 г,"4,5 г"
"Устрица американская, дикая",51 кКал,"5,71 г","1,71 г","2,72 г"
"Устрица американская, дикая, приготовленная на жару",79 кКал,"8,87 г","2,65 г","4,23 г"
"Устрица американская, дикая, приготовленная на пару",102 кКал,"11,42 г","3,42 г","5,45 г"
"Устрица американская, консервированная",68 кКал,"7,06 г","2,47 г","3,91 г"
"Устрица американская, обжаренная в панировке",199 кКал,"8,77 г","12,58 г","11,62 г"
"Устрица американская, разведенная на ферме",59 кКал,"5,22 г","1,55 г","5,53 г"
"Устрица американская, разведенная на ферме, приготовленная на жару",79 кКал,7 г,"2,12 г","7,28 г"
"Устрица тихоокеанская, приготовленная на пару",163 кКал,"18,9 г","4,6 г","9,9 г"
"Устрица тихоокеанская, сырая",81 кКал,"9,45 г","2,3 г","4,95 г"
"Форель радужная, дикая",119 кКал,"20,48 г","3,46 г",0 г
"Форель радужная, дикая, приготовленная на жару",150 кКал,"22,92 г","5,82 г",0 г
"Форель радужная, разведенная на ферме",141 кКал,"19,94 г","6,18 г",0 г
"Форель радужная, разведенная на ферме, приготовленная на жару",168 кКал,"23,8 г","7,38 г",0 г
"Форель, все виды",148 кКал,"20,77 г","6,61 г",0 г
"Форель, все виды, приготовленная на жару",190 кКал,"26,63 г","8,47 г",0 г
"Фрикадельки из минтая, по 1-386",95 кКал,"11,8 г","1,9 г","7,6 г"
Хамса весенняя соленая,166 кКал,"21,2 г",9 г,0 г
Хамса осенняя соленая,292 кКал,"17,5 г","24,7 г",0 г
Хариус,112 кКал,"20,6 г","3,3 г",0 г
Хек,86 кКал,"16,6 г","2,2 г",0 г
"Хек припущенный, по 1-356",91 кКал,"17,8 г","2,4 г",0 г
Чавыча,148 кКал,"19,1 г",8 г,0 г
"Чавыча, копченая",117 кКал,"18,28 г","4,32 г",0 г
"Чавыча, копченая (засоленная лососина), стандартная",117 кКал,"18,28 г","4,32 г",0 г
"Чавыча, королевкий лосось, Аляска",187 кКал,"20,25 г","11,73 г",0 г
"Чавыча, королевкий лосось, Аляска, копченая",266 кКал,"30,7 г","15,9 г",0 г
"Чавыча, королевкий лосось, Аляска, копченая (smoked), консерв.",150 кКал,"23,2 г","5,9 г",0 г
"Чавыча, королевкий лосось, Аляска, соленая",430 кКал,"39,9 г",30 г,0 г
"Чавыча, приготовленная на жару",231 кКал,"25,72 г","13,38 г",0 г
"Чавыча, сырая",179 кКал,"19,93 г","10,43 г",0 г
"Черепаха зеленая, сырая",89 кКал,"19,8 г","0,5 г",0 г
Чехонь,97 кКал,"19,2 г","2,2 г",0 г
"Чир (щокур), енисейский",173 кКал,"17,9 г","11,3 г",0 г
"Чир (щокур), обский",127 кКал,"18,2 г",6 г,0 г
"Чукучан, приготовленный на жару",119 кКал,"21,49 г","2,97 г",0 г
"Чукучан, сырой",92 кКал,"16,76 г","2,32 г",0 г
"Шемая аральская, весенняя",105 кКал,"19,4 г",3 г,0 г
"Шемая аральская, осенняя",138 кКал,"18,4 г","7,2 г",0 г
"Шницель из окуня, по 1-380",215 кКал,"17,6 г","12,5 г","8,1 г"
Шпроты в масле. Консервы,363 кКал,"17,4 г","32,4 г",0 г
Щука,84 кКал,"18,4 г","1,1 г",0 г
Щука в томатном соусе. Консервы,110 кКал,"14,2 г",4 г,"3,1 г"
"Щука обыкновенная, приготовленная на жару",113 кКал,"24,69 г","0,88 г",0 г
"Щука обыкновенная, сырая",88 кКал,"19,26 г","0,69 г",0 г
"Щука отварная, по 1-340",98 кКал,"21,3 г","1,3 г",0 г
"Щука припущенная, по 1-348",90 кКал,"19,6 г","1,2 г",0 г
"Щука фаршированная, по 1-362",141 кКал,"13,3 г",6 г,"8,4 г"
Эпигонус чёрный дальневосточный (кардинал),172 кКал,"16,5 г","11,8 г",0 г
Язык морской,88 кКал,"10,3 г","5,2 г",0 г
Язь,117 кКал,19 г,"4,5 г",0 г
"Язь в томатном соусе, консервы",128 кКал,"12,9 г","6,3 г","5,3 г"
[
    {
        "Title": "Акула катран",
        "Calories": "143 кКал",
        "Proteins": "19,9 г",
        "Fats": "7 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Акула, все виды, приготовленная, обжаренная в панировке",
        "Calories": "228 кКал",
        "Proteins": "18,62 г",
        "Fats": "13,82 г",
        "Urglevodi": "6,39 г"
    },
    {
        "Title": "Акула, все виды, сырая",
        "Calories": "130 кКал",
        "Proteins": "20,98 г",
        "Fats": "4,51 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Альбула",
        "Calories": "106 кКал",
        "Proteins": "23 г",
        "Fats": "1,5 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Анчоус атлантический",
        "Calories": "135 кКал",
        "Proteins": "20,1 г",
        "Fats": "6,1 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Анчоус европейский, консервированный в масле, сухой продукт без маринада",
        "Calories": "210 кКал",
        "Proteins": "28,89 г",
        "Fats": "9,71 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Анчоус европейский, сырой",
        "Calories": "131 кКал",
        "Proteins": "20,35 г",
        "Fats": "4,84 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Аргентина",
        "Calories": "88 кКал",
        "Proteins": "17,6 г",
        "Fats": "2 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Асцидия, (tunughnak), (Аляска)",
        "Calories": "20 кКал",
        "Proteins": "3,8 г",
        "Fats": "0,5 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Балык осетровый вяленый",
        "Calories": "177 кКал",
        "Proteins": "21,6 г",
        "Fats": "10,1 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Балык осетровый холодного копчения",
        "Calories": "194 кКал",
        "Proteins": "20,4 г",
        "Fats": "12,5 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Барабулька, приготовленная на жару",
        "Calories": "150 кКал",
        "Proteins": "24,81 г",
        "Fats": "4,86 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Барабулька, сырая",
        "Calories": "117 кКал",
        "Proteins": "19,35 г",
        "Fats": "3,79 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баттерфиш, весенне-летняя",
        "Calories": "140 кКал",
        "Proteins": "17,3 г",
        "Fats": "7,9 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баттерфиш, осенне-зимняя",
        "Calories": "201 кКал",
        "Proteins": "17,3 г",
        "Fats": "14,6 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Белая рыба, все виды",
        "Calories": "134 кКал",
        "Proteins": "19,09 г",
        "Fats": "5,86 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Белая рыба, все виды, копченая",
        "Calories": "108 кКал",
        "Proteins": "23,4 г",
        "Fats": "0,93 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Белая рыба, все виды, приготовленная на жару",
        "Calories": "172 кКал",
        "Proteins": "24,47 г",
        "Fats": "7,51 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Белоглазка аральская холодного копчения",
        "Calories": "244 кКал",
        "Proteins": "27,5 г",
        "Fats": "14,9 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Белоглазка, аральская",
        "Calories": "144 кКал",
        "Proteins": "17,9 г",
        "Fats": "8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Белоглазка, волго-каспийская",
        "Calories": "92 кКал",
        "Proteins": "18,8 г",
        "Fats": "1,9 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Белорыбица",
        "Calories": "274 кКал",
        "Proteins": "20,1 г",
        "Fats": "21,5 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Белуга бланшированная консервированная",
        "Calories": "234 кКал",
        "Proteins": "23,3 г",
        "Fats": "15,6 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Белуга, глаза (Аляска)",
        "Calories": "291 кКал",
        "Proteins": "19,6 г",
        "Fats": "23,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бельдюга американская, приготовленная на жару",
        "Calories": "102 кКал",
        "Proteins": "21,33 г",
        "Fats": "1,17 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бельдюга американская, сырая",
        "Calories": "79 кКал",
        "Proteins": "16,64 г",
        "Fats": "0,91 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бельдюга океаническая",
        "Calories": "89 кКал",
        "Proteins": "17,6 г",
        "Fats": "2,1 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Берикс",
        "Calories": "88 кКал",
        "Proteins": "20,3 г",
        "Fats": "0,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бесуго",
        "Calories": "145 кКал",
        "Proteins": "20 г",
        "Fats": "7,2 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Боковник белужий холодного копчения",
        "Calories": "228 кКал",
        "Proteins": "18,2 г",
        "Fats": "17,2 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Большеголов",
        "Calories": "94 кКал",
        "Proteins": "11,4 г",
        "Fats": "5,4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Большеголов атлантический",
        "Calories": "76 кКал",
        "Proteins": "16,41 г",
        "Fats": "0,7 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Большеголов атлантический, приготовленный на жару",
        "Calories": "105 кКал",
        "Proteins": "22,64 г",
        "Fats": "0,9 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бульон рыбный",
        "Calories": "17 кКал",
        "Proteins": "2,26 г",
        "Fats": "0,81 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бычки в томатном соусе, консервы",
        "Calories": "145 кКал",
        "Proteins": "12,8 г",
        "Fats": "8,1 г",
        "Urglevodi": "5,2 г"
    },
    {
        "Title": "Бычок-песочник",
        "Calories": "70 кКал",
        "Proteins": "15,8 г",
        "Fats": "0,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Вобла",
        "Calories": "95 кКал",
        "Proteins": "18 г",
        "Fats": "2,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Вобла каспийская вяленая",
        "Calories": "235 кКал",
        "Proteins": "46,4 г",
        "Fats": "5,5 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Вобла холодного копчения",
        "Calories": "181 кКал",
        "Proteins": "31,1 г",
        "Fats": "6,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Галиотис, все виды, жареный",
        "Calories": "189 кКал",
        "Proteins": "19,63 г",
        "Fats": "6,78 г",
        "Urglevodi": "11,05 г"
    },
    {
        "Title": "Галиотис, все виды, сырой",
        "Calories": "105 кКал",
        "Proteins": "17,1 г",
        "Fats": "0,76 г",
        "Urglevodi": "6,01 г"
    },
    {
        "Title": "Галки из трески, по 1-388",
        "Calories": "87 кКал",
        "Proteins": "12 г",
        "Fats": "1,1 г",
        "Urglevodi": "7,3 г"
    },
    {
        "Title": "Гирелла, черный каменный окунь, сырой, (Аляска)",
        "Calories": "82 кКал",
        "Proteins": "15,5 г",
        "Fats": "1,75 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Гладкоголов",
        "Calories": "49 кКал",
        "Proteins": "8 г",
        "Fats": "1,9 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Горбуша",
        "Calories": "140 кКал",
        "Proteins": "20,5 г",
        "Fats": "6,5 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Горбуша в томатном соусе. Консервы",
        "Calories": "130 кКал",
        "Proteins": "15 г",
        "Fats": "6 г",
        "Urglevodi": "4,1 г"
    },
    {
        "Title": "Горбуша натуральная. Консервы",
        "Calories": "136 кКал",
        "Proteins": "20,9 г",
        "Fats": "5,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Горбуша отварная, по 1-342",
        "Calories": "152 кКал",
        "Proteins": "21,8 г",
        "Fats": "7,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Горбуша соленая",
        "Calories": "169 кКал",
        "Proteins": "22,1 г",
        "Fats": "9 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Горбуша, консервированная без соли, с маринадом и костями",
        "Calories": "139 кКал",
        "Proteins": "19,78 г",
        "Fats": "6,05 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Горбуша, консервированная, содержимое без жидкости",
        "Calories": "138 кКал",
        "Proteins": "23,1 г",
        "Fats": "5,02 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Горбуша, консервированная, содержимое без жидкости, без кожи и костей",
        "Calories": "136 кКал",
        "Proteins": "24,62 г",
        "Fats": "4,21 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Горбуша, приготовленная на жару",
        "Calories": "153 кКал",
        "Proteins": "24,58 г",
        "Fats": "5,28 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Горбуша, с костями, консервированная",
        "Calories": "129 кКал",
        "Proteins": "19,68 г",
        "Fats": "4,97 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Горбуша, сырая",
        "Calories": "127 кКал",
        "Proteins": "20,5 г",
        "Fats": "4,4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Горбыль волнистый, жареный в панировке",
        "Calories": "221 кКал",
        "Proteins": "18,2 г",
        "Fats": "12,67 г",
        "Urglevodi": "7,14 г"
    },
    {
        "Title": "Горбыль волнистый, сырой",
        "Calories": "104 кКал",
        "Proteins": "17,78 г",
        "Fats": "3,17 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Горбыль, приготовленный на жару",
        "Calories": "153 кКал",
        "Proteins": "22,49 г",
        "Fats": "6,32 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Горбыль, сырой",
        "Calories": "119 кКал",
        "Proteins": "17,54 г",
        "Fats": "4,93 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Гребешок",
        "Calories": "69 кКал",
        "Proteins": "12,06 г",
        "Fats": "0,49 г",
        "Urglevodi": "3,18 г"
    },
    {
        "Title": "Гребешок, искусственный из сурими",
        "Calories": "99 кКал",
        "Proteins": "12,77 г",
        "Fats": "0,41 г",
        "Urglevodi": "10,62 г"
    },
    {
        "Title": "Гребешок, обжаренный в панировке",
        "Calories": "216 кКал",
        "Proteins": "18,07 г",
        "Fats": "10,94 г",
        "Urglevodi": "10,13 г"
    },
    {
        "Title": "Гребешок, приготовленный на пару",
        "Calories": "111 кКал",
        "Proteins": "20,54 г",
        "Fats": "0,84 г",
        "Urglevodi": "5,41 г"
    },
    {
        "Title": "Групер, все виды, приготовленный на жару",
        "Calories": "118 кКал",
        "Proteins": "24,84 г",
        "Fats": "1,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Групер, все виды, сырой",
        "Calories": "92 кКал",
        "Proteins": "19,38 г",
        "Fats": "1,02 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Джакас",
        "Calories": "120 кКал",
        "Proteins": "20,3 г",
        "Fats": "4,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Дночерпатель,все виды, приготовленный на жару",
        "Calories": "128 кКал",
        "Proteins": "26,3 г",
        "Fats": "1,72 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Дночерпатель,все виды, сырой",
        "Calories": "100 кКал",
        "Proteins": "20,51 г",
        "Fats": "1,34 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Дрепана",
        "Calories": "88 кКал",
        "Proteins": "19,4 г",
        "Fats": "1,1 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Ерш морской дальневосточный",
        "Calories": "150 кКал",
        "Proteins": "16,6 г",
        "Fats": "9,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Желтоперка",
        "Calories": "108 кКал",
        "Proteins": "17,9 г",
        "Fats": "4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Жерех",
        "Calories": "99 кКал",
        "Proteins": "18,8 г",
        "Fats": "2,6 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Жир тюленя, (Ларга, или пестрая нерпа), (Аляска)",
        "Calories": "894 кКал",
        "Proteins": "0 г",
        "Fats": "99,32 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Зеленоглазка",
        "Calories": "117 кКал",
        "Proteins": "19,6 г",
        "Fats": "4,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Зразы из судака, по 1-382",
        "Calories": "164 кКал",
        "Proteins": "12,1 г",
        "Fats": "7,4 г",
        "Urglevodi": "12,1 г"
    },
    {
        "Title": "Зразы из хека, по 1-374",
        "Calories": "140 кКал",
        "Proteins": "13,1 г",
        "Fats": "5,6 г",
        "Urglevodi": "9,3 г"
    },
    {
        "Title": "Зубан",
        "Calories": "132 кКал",
        "Proteins": "18,8 г",
        "Fats": "6,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Зубатка атлантическая",
        "Calories": "96 кКал",
        "Proteins": "17,5 г",
        "Fats": "2,39 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Зубатка атлантическая, приготовленная на жару",
        "Calories": "123 кКал",
        "Proteins": "22,44 г",
        "Fats": "3,06 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Зубатка жареная, по 1-364",
        "Calories": "209 кКал",
        "Proteins": "22,2 г",
        "Fats": "11,5 г",
        "Urglevodi": "4,1 г"
    },
    {
        "Title": "Зубатка запеченная в сметанном соусе, по 1-376",
        "Calories": "137 кКал",
        "Proteins": "7,4 г",
        "Fats": "8,8 г",
        "Urglevodi": "6,8 г"
    },
    {
        "Title": "Зубатка отварная, по 1-342",
        "Calories": "122 кКал",
        "Proteins": "19 г",
        "Fats": "5,1 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Зубатка пестрая",
        "Calories": "126 кКал",
        "Proteins": "19,6 г",
        "Fats": "5,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Зубатка полосатая",
        "Calories": "109 кКал",
        "Proteins": "16 г",
        "Fats": "5 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Икра белужья зернистая, соленая",
        "Calories": "235 кКал",
        "Proteins": "26,8 г",
        "Fats": "13,8 г",
        "Urglevodi": "0,8 г"
    },
    {
        "Title": "Икра вобельная пробойная, соленая",
        "Calories": "142 кКал",
        "Proteins": "23,9 г",
        "Fats": "5,1 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Икра вобельная ястычная (тарама), соленая",
        "Calories": "151 кКал",
        "Proteins": "24,9 г",
        "Fats": "5,7 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Икра горбуши зернистая, соленая",
        "Calories": "230 кКал",
        "Proteins": "30,6 г",
        "Fats": "11,5 г",
        "Urglevodi": "1 г"
    },
    {
        "Title": "Икра кеты зернистая, соленая",
        "Calories": "249 кКал",
        "Proteins": "31,5 г",
        "Fats": "13,2 г",
        "Urglevodi": "1 г"
    },
    {
        "Title": "Икра лещевая пробойная, соленая",
        "Calories": "142 кКал",
        "Proteins": "24,7 г",
        "Fats": "4,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Икра лобанья вяленая, соленая",
        "Calories": "505 кКал",
        "Proteins": "34,4 г",
        "Fats": "40,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Икра минтая пробойная, соленая",
        "Calories": "132 кКал",
        "Proteins": "27,9 г",
        "Fats": "1,8 г",
        "Urglevodi": "1,1 г"
    },
    {
        "Title": "Икра осетровая зернистая, соленая",
        "Calories": "200 кКал",
        "Proteins": "28,4 г",
        "Fats": "9,3 г",
        "Urglevodi": "0,6 г"
    },
    {
        "Title": "Икра осетровая паюсная, соленая",
        "Calories": "289 кКал",
        "Proteins": "38,2 г",
        "Fats": "14,5 г",
        "Urglevodi": "1,5 г"
    },
    {
        "Title": "Икра сазанья пробойная, соленая",
        "Calories": "123 кКал",
        "Proteins": "25,1 г",
        "Fats": "2,5 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Икра севрюги зернистая, соленая",
        "Calories": "221 кКал",
        "Proteins": "28,2 г",
        "Fats": "11,7 г",
        "Urglevodi": "0,7 г"
    },
    {
        "Title": "Икра сельди тихоокеанской, свежая",
        "Calories": "74 кКал",
        "Proteins": "9,6 г",
        "Fats": "1,93 г",
        "Urglevodi": "4,47 г"
    },
    {
        "Title": "Икра сельди тихоокеанской, сухая",
        "Calories": "312 кКал",
        "Proteins": "60,4 г",
        "Fats": "6,6 г",
        "Urglevodi": "2,8 г"
    },
    {
        "Title": "Икра сиговых рыб, свежая",
        "Calories": "104 кКал",
        "Proteins": "14,66 г",
        "Fats": "2,88 г",
        "Urglevodi": "4,89 г"
    },
    {
        "Title": "Икра, черная и красная, зернистая, соленая",
        "Calories": "264 кКал",
        "Proteins": "24,6 г",
        "Fats": "17,9 г",
        "Urglevodi": "4 г"
    },
    {
        "Title": "Кабан-рыба",
        "Calories": "220 кКал",
        "Proteins": "14,1 г",
        "Fats": "18,2 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Кальмар",
        "Calories": "100 кКал",
        "Proteins": "18 г",
        "Fats": "2,2 г",
        "Urglevodi": "2 г"
    },
    {
        "Title": "Кальмар, все виды, жареный",
        "Calories": "175 кКал",
        "Proteins": "17,94 г",
        "Fats": "7,48 г",
        "Urglevodi": "7,79 г"
    },
    {
        "Title": "Кальмар, все виды, сырой",
        "Calories": "92 кКал",
        "Proteins": "15,58 г",
        "Fats": "1,38 г",
        "Urglevodi": "3,08 г"
    },
    {
        "Title": "Камбала (морская и речная), приготовленная на жару",
        "Calories": "86 кКал",
        "Proteins": "15,24 г",
        "Fats": "2,37 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Камбала (морская и речная), сырая",
        "Calories": "70 кКал",
        "Proteins": "12,41 г",
        "Fats": "1,93 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Камбала в томатном соусе, консервы",
        "Calories": "125 кКал",
        "Proteins": "12,6 г",
        "Fats": "5,4 г",
        "Urglevodi": "6,3 г"
    },
    {
        "Title": "Камбала дальневосточная",
        "Calories": "90 кКал",
        "Proteins": "15,7 г",
        "Fats": "3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Камбала обжаренная в масле. Консервы",
        "Calories": "254 кКал",
        "Proteins": "14,4 г",
        "Fats": "21,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Камбала полярная",
        "Calories": "86 кКал",
        "Proteins": "16,4 г",
        "Fats": "2,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Камбала речная горячего копчения",
        "Calories": "192 кКал",
        "Proteins": "22 г",
        "Fats": "11,6 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Камбала черноморская",
        "Calories": "84,5 кКал",
        "Proteins": "18,2 г",
        "Fats": "1,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Камбала-ерш",
        "Calories": "86 кКал",
        "Proteins": "15,5 г",
        "Fats": "2,7 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Каракатица, все виды, приготовленная на пару",
        "Calories": "158 кКал",
        "Proteins": "32,48 г",
        "Fats": "1,4 г",
        "Urglevodi": "1,64 г"
    },
    {
        "Title": "Каракатица, все виды, сырая",
        "Calories": "79 кКал",
        "Proteins": "16,24 г",
        "Fats": "0,7 г",
        "Urglevodi": "0,82 г"
    },
    {
        "Title": "Карась",
        "Calories": "87 кКал",
        "Proteins": "17,7 г",
        "Fats": "1,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Карась морской",
        "Calories": "91 кКал",
        "Proteins": "20,4 г",
        "Fats": "1,4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Карась морской, приготовленный на жару",
        "Calories": "126 кКал",
        "Proteins": "26,02 г",
        "Fats": "1,63 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Карась морской, сырой",
        "Calories": "108 кКал",
        "Proteins": "20,21 г",
        "Fats": "2,41 г",
        "Urglevodi": "0 г"
