Продукт,Калорийность,Белки,Жиры,Углеводы
    {
        "Title": "Детское питание, Груши, кубики, для детей, начинающих ходить",
        "Calories": "57 кКал",
        "Proteins": "0,3 г",
        "Fats": "0,1 г",
        "Urglevodi": "12,4 г"
    },
    {
        "Title": "Детское питание, Десерт, банан с яблоком, пюре",
        "Calories": "68 кКал",
        "Proteins": "0,3 г",
        "Fats": "0,2 г",
        "Urglevodi": "15,3 г"
    },
    {
        "Title": "Детское питание, Десерт, банановый йогурт, пюре",
        "Calories": "78 кКал",
        "Proteins": "1,1 г",
        "Fats": "0,52 г",
        "Urglevodi": "16,85 г"
    },
    {
        "Title": "Детское питание, Десерт, банановый пудинг, пюре",
        "Calories": "68 кКал",
        "Proteins": "1 г",
        "Fats": "0,8 г",
        "Urglevodi": "13,34 г"
    },
    {
        "Title": "Детское питание, Десерт, вишневый пудинг, с ванилью, пюре",
        "Calories": "68 кКал",
        "Proteins": "0,2 г",
        "Fats": "0,3 г",
        "Urglevodi": "17,5 г"
    },
    {
        "Title": "Детское питание, Десерт, голландские яблоки, пюре",
        "Calories": "75 кКал",
        "Proteins": "0,2 г",
        "Fats": "0,4 г",
        "Urglevodi": "18,34 г"
    },
    {
        "Title": "Детское питание, Десерт, заварной крем, ванильный, пюре",
        "Calories": "85 кКал",
        "Proteins": "1,6 г",
        "Fats": "2 г",
        "Urglevodi": "16 г"
    },
    {
        "Title": "Детское питание, Десерт, персиковый йогурт",
        "Calories": "77 кКал",
        "Proteins": "0,9 г",
        "Fats": "0,18 г",
        "Urglevodi": "17,2 г"
    },
    {
        "Title": "Детское питание, Десерт, персиковый коблер (фруктовый пирог с толстой верхней коркой), пюре",
        "Calories": "65 кКал",
        "Proteins": "0,3 г",
        "Fats": "0 г",
        "Urglevodi": "17,1 г"
    },
    {
        "Title": "Детское питание, Десерт, фруктовый пудинг, ананас, пюре",
        "Calories": "81 кКал",
        "Proteins": "1,3 г",
        "Fats": "0,3 г",
        "Urglevodi": "19,6 г"
    },
    {
        "Title": "Детское питание, Десерт, фруктовый пудинг, апельсиновый, пюре",
        "Calories": "80 кКал",
        "Proteins": "1,1 г",
        "Fats": "0,9 г",
        "Urglevodi": "17,1 г"
    },
    {
        "Title": "Детское питание, Десерт, фруктовый, без доб. аскорбиновой кислоты, пюре",
        "Calories": "59 кКал",
        "Proteins": "0,3 г",
        "Fats": "0 г",
        "Urglevodi": "15,4 г"
    },
    {
        "Title": "Детское питание, Десерт, черничный йогурт, пюре",
        "Calories": "77 кКал",
        "Proteins": "0,5 г",
        "Fats": "0,7 г",
        "Urglevodi": "16,65 г"
    },
    {
        "Title": "Детское питание, Йогурт, цельное молоко, с фруктами, со злаками, с доб. DHA-Докозагексаеновая кислота",
        "Calories": "98 кКал",
        "Proteins": "3,4 г",
        "Fats": "3,53 г",
        "Urglevodi": "12,92 г"
    },
    {
        "Title": "Детское питание, Йогурт, цельное молоко, с фруктами, со злаками, с доб. железа",
        "Calories": "92 кКал",
        "Proteins": "3,05 г",
        "Fats": "3,08 г",
        "Urglevodi": "12,4 г"
    },
    {
        "Title": "Детское питание, Картофельное пюре, чеддер и брокколи, для детей, начинающих ходить",
        "Calories": "48 кКал",
        "Proteins": "1,11 г",
        "Fats": "1,47 г",
        "Urglevodi": "6,27 г"
    },
    {
        "Title": "Детское питание, Картошка, для детей, начинающих ходить",
        "Calories": "52 кКал",
        "Proteins": "1 г",
        "Fats": "0,1 г",
        "Urglevodi": "10,83 г"
    },
    {
        "Title": "Детское питание, Каша, коричневый рис, сухая, быстрого приготовления",
        "Calories": "406 кКал",
        "Proteins": "8,7 г",
        "Fats": "3 г",
        "Urglevodi": "79,48 г"
    },
    {
        "Title": "Детское питание, Каша, овсяная, приготовленная на цельном молоке",
        "Calories": "116 кКал",
        "Proteins": "5 г",
        "Fats": "4,1 г",
        "Urglevodi": "14,2 г"
    },
    {
        "Title": "Детское питание, Каша, овсяная, с бананом, приготовленная на цельном молоке",
        "Calories": "86 кКал",
        "Proteins": "3,82 г",
        "Fats": "3,46 г",
        "Urglevodi": "9,6 г"
    },
    {
        "Title": "Детское питание, Каша, овсяная, с бананом, сухая",
        "Calories": "399 кКал",
        "Proteins": "6,67 г",
        "Fats": "6,67 г",
        "Urglevodi": "72,87 г"
    },
    {
        "Title": "Детское питание, Каша, овсяная, с медом, приготовленная на цельном молоке",
        "Calories": "115 кКал",
        "Proteins": "5 г",
        "Fats": "3,9 г",
        "Urglevodi": "15,3 г"
    },
    {
        "Title": "Детское питание, Каша, овсяная, с медом, сухая",
        "Calories": "391 кКал",
        "Proteins": "13,5 г",
        "Fats": "7 г",
        "Urglevodi": "69,3 г"
    },
    {
        "Title": "Детское питание, Каша, овсяная, сухая",
        "Calories": "394 кКал",
        "Proteins": "10,99 г",
        "Fats": "6,36 г",
        "Urglevodi": "66,18 г"
    },
    {
        "Title": "Детское питание, Каша, овсянка, яблочное пюре с бананами, пюре",
        "Calories": "75 кКал",
        "Proteins": "0,89 г",
        "Fats": "0,89 г",
        "Urglevodi": "14,72 г"
    },
    {
        "Title": "Детское питание, Каша, рис, яблочное пюре с бананами, пюре",
        "Calories": "80 кКал",
        "Proteins": "1,2 г",
        "Fats": "0,4 г",
        "Urglevodi": "16,1 г"
    },
    {
        "Title": "Детское питание, Каша, рисовая, приготовленная на цельном молоке",
        "Calories": "85 кКал",
        "Proteins": "3,45 г",
        "Fats": "3,38 г",
        "Urglevodi": "10,31 г"
    },
    {
        "Title": "Детское питание, Каша, рисовая, с бананом, приготовленная на цельном молоке",
        "Calories": "86 кКал",
        "Proteins": "3,57 г",
        "Fats": "3,32 г",
        "Urglevodi": "10,39 г"
    },
    {
        "Title": "Детское питание, Каша, рисовая, с бананом, сухая",
        "Calories": "404 кКал",
        "Proteins": "8,7 г",
        "Fats": "4,2 г",
        "Urglevodi": "78,9 г"
    },
    {
        "Title": "Детское питание, Каша, рисовая, с медом, приготовленная на цельном молоке",
        "Calories": "115 кКал",
        "Proteins": "3,9 г",
        "Fats": "3,3 г",
        "Urglevodi": "17,1 г"
    },
    {
        "Title": "Детское питание, Каша, рисовая, сухая",
        "Calories": "390 кКал",
        "Proteins": "6,65 г",
        "Fats": "2,19 г",
        "Urglevodi": "81,84 г"
    },
    {
        "Title": "Детское питание, Каша, с высоким содерж. белка, приготовленная на цельном молоке",
        "Calories": "111 кКал",
        "Proteins": "8,7 г",
        "Fats": "3,8 г",
        "Urglevodi": "11,6 г"
    },
    {
        "Title": "Детское питание, Каша, с высоким содерж. белка, с яблоком и апельсином, приготовленная на цельном молоке",
        "Calories": "112 кКал",
        "Proteins": "6,9 г",
        "Fats": "3,9 г",
        "Urglevodi": "13,4 г"
    },
    {
        "Title": "Детское питание, Каша, с высоким содерж. белка, с яблоком и апельсином, сухая",
        "Calories": "374 кКал",
        "Proteins": "25,4 г",
        "Fats": "6,5 г",
        "Urglevodi": "50,5 г"
    },
    {
        "Title": "Детское питание, Каша, с яичными желтками, пюре",
        "Calories": "51 кКал",
        "Proteins": "1,9 г",
        "Fats": "1,8 г",
        "Urglevodi": "6,1 г"
    },
    {
        "Title": "Детское питание, Каша, с яйцами, пюре",
        "Calories": "58 кКал",
        "Proteins": "2,2 г",
        "Fats": "1,5 г",
        "Urglevodi": "8 г"
    },
    {
        "Title": "Детское питание, Каша, смесь, приготовленная на цельном молоке",
        "Calories": "96 кКал",
        "Proteins": "4,14 г",
        "Fats": "3,38 г",
        "Urglevodi": "11,5 г"
    },
    {
        "Title": "Детское питание, Каша, смесь, с бананом, приготовленная на цельном молоке",
        "Calories": "86 кКал",
        "Proteins": "3,82 г",
        "Fats": "3,46 г",
        "Urglevodi": "9,6 г"
    },
    {
        "Title": "Детское питание, Каша, смесь, с бананом, сухая",
        "Calories": "391 кКал",
        "Proteins": "10,7 г",
        "Fats": "4,6 г",
        "Urglevodi": "69,3 г"
    },
    {
        "Title": "Детское питание, Каша, смесь, с медом, приготовленная на цельном молоке",
        "Calories": "115 кКал",
        "Proteins": "5 г",
        "Fats": "3,6 г",
        "Urglevodi": "15,9 г"
    },
    {
        "Title": "Детское питание, Каша, смесь, сухая",
        "Calories": "399 кКал",
        "Proteins": "6,66 г",
        "Fats": "6,66 г",
        "Urglevodi": "71,51 г"
    },
    {
        "Title": "Детское питание, Каша, цельная пшеница, с яблоками, сухая",
        "Calories": "402 кКал",
        "Proteins": "6,6 г",
        "Fats": "4,8 г",
        "Urglevodi": "76,5 г"
    },
    {
        "Title": "Детское питание, Каша, ячменная, приготовленная на цельном молоке",
        "Calories": "84 кКал",
        "Proteins": "3,73 г",
        "Fats": "3,26 г",
        "Urglevodi": "9,34 г"
    },
    {
        "Title": "Детское питание, Каша, ячменная, сухая",
        "Calories": "376 кКал",
        "Proteins": "13,2 г",
        "Fats": "6,6 г",
        "Urglevodi": "62,8 г"
    },
    {
        "Title": "Детское питание, Крендельки",
        "Calories": "397 кКал",
        "Proteins": "10,8 г",
        "Fats": "2 г",
        "Urglevodi": "79,9 г"
    },
    {
        "Title": "Детское питание, Кререры, овощные",
        "Calories": "477 кКал",
        "Proteins": "8,4 г",
        "Fats": "19,6 г",
        "Urglevodi": "62,85 г"
    },
    {
        "Title": "Детское питание, Кукуруза и сладкий картофель (батат), пюре",
        "Calories": "68 кКал",
        "Proteins": "1,26 г",
        "Fats": "0,28 г",
        "Urglevodi": "13,43 г"
    },
    {
        "Title": "Детское питание, Морковка с говядиной, пюре",
        "Calories": "59 кКал",
        "Proteins": "3,4 г",
        "Fats": "2,5 г",
        "Urglevodi": "3,1 г"
    },
    {
        "Title": "Детское питание, Морковка, для детей, начинающих ходить",
        "Calories": "21 кКал",
        "Proteins": "0,6 г",
        "Fats": "0,3 г",
        "Urglevodi": "2,93 г"
    },
    {
        "Title": "Детское питание, Мясо, ветчина, пюре",
        "Calories": "97 кКал",
        "Proteins": "11,3 г",
        "Fats": "3,8 г",
        "Urglevodi": "3,7 г"
    },
    {
        "Title": "Детское питание, Мясо, говядина с овощами, для детей, начинающих ходить",
        "Calories": "69 кКал",
        "Proteins": "3,5 г",
        "Fats": "2,1 г",
        "Urglevodi": "6,92 г"
    },
    {
        "Title": "Детское питание, Мясо, говядина, пюре",
        "Calories": "81 кКал",
        "Proteins": "12,03 г",
        "Fats": "2,52 г",
        "Urglevodi": "2,43 г"
    },
    {
        "Title": "Детское питание, Мясо, индейки, пюре",
        "Calories": "111 кКал",
        "Proteins": "11,5 г",
        "Fats": "6,2 г",
        "Urglevodi": "1,4 г"
    },
    {
        "Title": "Детское питание, Мясо, свинины, пюре",
        "Calories": "124 кКал",
        "Proteins": "14 г",
        "Fats": "7,1 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Детское питание, Мясо, телятина, пюре",
        "Calories": "81 кКал",
        "Proteins": "13,12 г",
        "Fats": "2,45 г",
        "Urglevodi": "1,51 г"
    },
    {
        "Title": "Детское питание, Мясо, цыпленок, пюре",
        "Calories": "130 кКал",
        "Proteins": "13,7 г",
        "Fats": "7,9 г",
        "Urglevodi": "0,1 г"
    },
    {
        "Title": "Детское питание, Мясо, ягненка, пюре",
        "Calories": "94 кКал",
        "Proteins": "14,07 г",
        "Fats": "3,41 г",
        "Urglevodi": "0,85 г"
    },
    {
        "Title": "Детское питание, Обед, говядина с овощами",
        "Calories": "96 кКал",
        "Proteins": "2,03 г",
        "Fats": "6,93 г",
        "Urglevodi": "4,56 г"
    },
    {
        "Title": "Детское питание, Обед, говядина с рисом, для детей, начинающих ходить",
        "Calories": "82 кКал",
        "Proteins": "5 г",
        "Fats": "2,9 г",
        "Urglevodi": "8,8 г"
    },
    {
        "Title": "Детское питание, Обед, говядина, лазанья, для детей, начинающих ходить",
        "Calories": "77 кКал",
        "Proteins": "4,2 г",
        "Fats": "2,1 г",
        "Urglevodi": "10 г"
    },
    {
        "Title": "Детское питание, Обед, индейка с овощами, пюре",
        "Calories": "48 кКал",
        "Proteins": "2,32 г",
        "Fats": "0,9 г",
        "Urglevodi": "6,12 г"
    },
    {
        "Title": "Детское питание, Обед, индейка с рисом и овощами, для детей, начинающих ходить",
        "Calories": "60 кКал",
        "Proteins": "3,8 г",
        "Fats": "1,6 г",
        "Urglevodi": "6,7 г"
    },
    {
        "Title": "Детское питание, Обед, индейка с рисом, пюре",
        "Calories": "52 кКал",
        "Proteins": "2,27 г",
        "Fats": "1,24 г",
        "Urglevodi": "7,04 г"
    },
    {
        "Title": "Детское питание, Обед, картофель, с сыром и ветчиной, для детей, начинающих ходить",
        "Calories": "78 кКал",
        "Proteins": "3,5 г",
        "Fats": "2 г",
        "Urglevodi": "11,97 г"
    },
    {
        "Title": "Детское питание, Обед, куриный суп, пюре",
        "Calories": "50 кКал",
        "Proteins": "1,6 г",
        "Fats": "1,7 г",
        "Urglevodi": "6,1 г"
    },
    {
        "Title": "Детское питание, Обед, курица с рисом",
        "Calories": "51 кКал",
        "Proteins": "1,6 г",
        "Fats": "0,9 г",
        "Urglevodi": "8,1 г"
    },
    {
        "Title": "Детское питание, Обед, лапша с говядиной, для детей, раннего возраста",
        "Calories": "57 кКал",
        "Proteins": "2,5 г",
        "Fats": "1,9 г",
        "Urglevodi": "6,2 г"
    },
    {
        "Title": "Детское питание, Обед, лапша с говядиной, пюре",
        "Calories": "63 кКал",
        "Proteins": "2,44 г",
        "Fats": "2,26 г",
        "Urglevodi": "6,88 г"
    },
    {
        "Title": "Детское питание, Обед, лапша с курицей, пюре",
        "Calories": "74 кКал",
        "Proteins": "3,53 г",
        "Fats": "3,22 г",
        "Urglevodi": "6,11 г"
    },
    {
        "Title": "Детское питание, Обед, макароны с сыром, для детей, начинающих ходить",
        "Calories": "82 кКал",
        "Proteins": "3,5 г",
        "Fats": "2,6 г",
        "Urglevodi": "10,7 г"
    },
    {
        "Title": "Детское питание, Обед, макароны с сыром, пюре",
        "Calories": "67 кКал",
        "Proteins": "3,14 г",
        "Fats": "2,11 г",
        "Urglevodi": "8,25 г"
    },
    {
        "Title": "Детское питание, Обед, макароны, говядина в томатном соусе, для детей, начинающих ходить",
        "Calories": "82 кКал",
        "Proteins": "4,34 г",
        "Fats": "1,9 г",
        "Urglevodi": "10,43 г"
    },
    {
        "Title": "Детское питание, Обед, овощи с беконом, пюре",
        "Calories": "69 кКал",
        "Proteins": "1,92 г",
        "Fats": "2,95 г",
        "Urglevodi": "8,81 г"
    },
    {
        "Title": "Детское питание, Обед, овощи с ветчиной, пюре",
        "Calories": "59 кКал",
        "Proteins": "2,19 г",
        "Fats": "2,14 г",
        "Urglevodi": "7,8 г"
    },
    {
        "Title": "Детское питание, Обед, овощи с говядиной, пюре",
        "Calories": "77 кКал",
        "Proteins": "2,21 г",
        "Fats": "3,6 г",
        "Urglevodi": "7,54 г"
    },
    {
        "Title": "Детское питание, Обед, овощи с клецками и говядиной, пюре",
        "Calories": "48 кКал",
        "Proteins": "2 г",
        "Fats": "0,9 г",
        "Urglevodi": "7,7 г"
    },
    {
        "Title": "Детское питание, Обед, овощи с лапшой и индейкой, пюре",
        "Calories": "44 кКал",
        "Proteins": "1,2 г",
        "Fats": "1,2 г",
        "Urglevodi": "5,7 г"
    },
    {
        "Title": "Детское питание, Обед, овощи с мясом ягненка, пюре",
        "Calories": "52 кКал",
        "Proteins": "2 г",
        "Fats": "2 г",
        "Urglevodi": "6,9 г"
    },
    {
        "Title": "Детское питание, Обед, овощи, лапша с курицей, пюре",
        "Calories": "63 кКал",
        "Proteins": "2 г",
        "Fats": "2,5 г",
        "Urglevodi": "6,8 г"
    },
    {
        "Title": "Детское питание, Обед, паста (макаронные изделия), с овощами",
        "Calories": "60 кКал",
        "Proteins": "1,7 г",
        "Fats": "2,1 г",
        "Urglevodi": "6,9 г"
    },
    {
        "Title": "Детское питание, Обед, рагу из говядины, для детей, начинающих ходить",
        "Calories": "51 кКал",
        "Proteins": "5,1 г",
        "Fats": "1,2 г",
        "Urglevodi": "5,5 г"
    },
    {
        "Title": "Детское питание, Обед, рагу из цыпленка, для детей, начинающих ходить",
        "Calories": "78 кКал",
        "Proteins": "5,2 г",
        "Fats": "3,7 г",
        "Urglevodi": "5,8 г"
    },
    {
        "Title": "Детское питание, Обед, сладкий картофель (батат) с курицей, пюре",
        "Calories": "74 кКал",
        "Proteins": "2,51 г",
        "Fats": "2,17 г",
        "Urglevodi": "9,74 г"
    },
    {
        "Title": "Детское питание, Обед, смесь овощей, пюре",
        "Calories": "41 кКал",
        "Proteins": "1,2 г",
        "Fats": "0,1 г",
        "Urglevodi": "9,5 г"
    },
    {
        "Title": "Детское питание, Обед, спагетти, с мясом и помидорами (томатами), для детей, начинающих ходить",
        "Calories": "75 кКал",
        "Proteins": "5,3 г",
        "Fats": "1 г",
        "Urglevodi": "10,8 г"
    },
    {
        "Title": "Детское питание, Обед, цыпленок с овощами, пюре",
        "Calories": "59 кКал",
        "Proteins": "2,47 г",
        "Fats": "1,73 г",
        "Urglevodi": "6,32 г"
    },
    {
        "Title": "Детское питание, Обогащенная злаковая плитка, с фруктовым наполнителем",
        "Calories": "344 кКал",
        "Proteins": "5,43 г",
        "Fats": "5,3 г",
        "Urglevodi": "66,93 г"
    },
    {
        "Title": "Детское питание, Овощи и коричневый рис, пюре",
        "Calories": "69 кКал",
        "Proteins": "1,9 г",
        "Fats": "1,5 г",
        "Urglevodi": "11 г"
    },
    {
        "Title": "Детское питание, Овощи, горошек, пюре",
        "Calories": "50 кКал",
        "Proteins": "3,27 г",
        "Fats": "0,43 г",
        "Urglevodi": "6,36 г"
    },
    {
        "Title": "Детское питание, Овощи, зеленая фасоль и картофель",
        "Calories": "62 кКал",
        "Proteins": "2,2 г",
        "Fats": "1,9 г",
        "Urglevodi": "7,6 г"
    },
    {
        "Title": "Детское питание, Овощи, зеленая фасоль, пюре",
        "Calories": "27 кКал",
        "Proteins": "1,2 г",
        "Fats": "0,17 г",
        "Urglevodi": "4,09 г"
    },
    {
        "Title": "Детское питание, Овощи, кукуруза, протертая, пюре",
        "Calories": "57 кКал",
        "Proteins": "1,4 г",
        "Fats": "0,4 г",
        "Urglevodi": "12 г"
    },
    {
        "Title": "Детское питание, Овощи, морковь, пюре",
        "Calories": "26 кКал",
        "Proteins": "0,8 г",
        "Fats": "0,1 г",
        "Urglevodi": "4,3 г"
    },
    {
        "Title": "Детское питание, Овощи, мускатная тыква и кукуруза",
        "Calories": "50 кКал",
        "Proteins": "2 г",
        "Fats": "0,6 г",
        "Urglevodi": "7,26 г"
    },
    {
        "Title": "Детское питание, Овощи, овощная смесь, пюре",
        "Calories": "36 кКал",
        "Proteins": "1 г",
        "Fats": "0,5 г",
        "Urglevodi": "6,75 г"
    },
    {
        "Title": "Детское питание, Овощи, с грядки, пюре",
        "Calories": "32 кКал",
        "Proteins": "2,3 г",
        "Fats": "0,2 г",
        "Urglevodi": "5,3 г"
    },
    {
        "Title": "Детское питание, Овощи, свекла, пюре",
        "Calories": "34 кКал",
        "Proteins": "1,3 г",
        "Fats": "0,1 г",
        "Urglevodi": "5,8 г"
    },
    {
        "Title": "Детское питание, Овощи, сквош (тыква или кабачок или патиссон), пюре",
        "Calories": "28 кКал",
        "Proteins": "0,81 г",
        "Fats": "0,2 г",
        "Urglevodi": "4,83 г"
    },
    {
        "Title": "Детское питание, Овощи, сладкий картофель (батат), пюре",
        "Calories": "57 кКал",
        "Proteins": "1,1 г",
        "Fats": "0,1 г",
        "Urglevodi": "11,7 г"
    },
    {
        "Title": "Детское питание, Овощи, шпинат, протертый, пюре",
        "Calories": "37 кКал",
        "Proteins": "2,5 г",
        "Fats": "1,3 г",
        "Urglevodi": "3,9 г"
    },
    {
        "Title": "Детское питание, Овсянка с фруктами, сухая, быстрого приготовления, для детей, начинающих ходить",
        "Calories": "402 кКал",
        "Proteins": "10,5 г",
        "Fats": "7,05 г",
        "Urglevodi": "66,3 г"
    },
    {
        "Title": "Детское питание, Персики, кубики, для детей, начинающих ходить",
        "Calories": "51 кКал",
        "Proteins": "0,5 г",
        "Fats": "0,2 г",
        "Urglevodi": "11 г"
    },
    {
        "Title": "Детское питание, Печеные продукты, хлебные палочки",
        "Calories": "421 кКал",
        "Proteins": "6,4 г",
        "Fats": "9,9 г",
        "Urglevodi": "74,38 г"
    },
    {
        "Title": "Детское питание, Печенье",
        "Calories": "433 кКал",
        "Proteins": "11,8 г",
        "Fats": "13,2 г",
        "Urglevodi": "66,9 г"
    },
    {
        "Title": "Детское питание, Печенье для прорезывания зубов",
        "Calories": "407 кКал",
        "Proteins": "7,97 г",
        "Fats": "9,27 г",
        "Urglevodi": "66,58 г"
    },
    {
        "Title": "Детское питание, Печенье, детское, фруктовое",
        "Calories": "435 кКал",
        "Proteins": "6,8 г",
        "Fats": "12,6 г",
        "Urglevodi": "70,3 г"
    },
    {
        "Title": "Детское питание, Печенье, с марантой",
        "Calories": "424 кКал",
        "Proteins": "7,6 г",
        "Fats": "10 г",
        "Urglevodi": "75,2 г"
    },
    {
        "Title": "Детское питание, Равиоли, с сырной начинкой, с томатным соусом",
        "Calories": "99 кКал",
        "Proteins": "3,6 г",
        "Fats": "2,2 г",
        "Urglevodi": "16,2 г"
    },
    {
        "Title": "Детское питание, Рис с яблоками, сухой",
        "Calories": "396 кКал",
        "Proteins": "6,7 г",
        "Fats": "2,4 г",
        "Urglevodi": "83,89 г"
    },
    {
        "Title": "Детское питание, Сливы, бананы и рис, пюре",
        "Calories": "57 кКал",
        "Proteins": "1,1 г",
        "Fats": "0,3 г",
        "Urglevodi": "11,4 г"
    },
    {
        "Title": "Детское питание, Смесь фруктов йогурт, пюре",
        "Calories": "75 кКал",
        "Proteins": "0,8 г",
        "Fats": "0,8 г",
        "Urglevodi": "15,83 г"
    },
    {
        "Title": "Детское питание, Смесь фруктовых соков с низкожирным йогуртом",
        "Calories": "74 кКал",
        "Proteins": "2,4 г",
        "Fats": "0,8 г",
        "Urglevodi": "14,28 г"
    },
    {
        "Title": "Детское питание, Сок банана, с маложирный йогуртом",
        "Calories": "86 кКал",
        "Proteins": "2,5 г",
        "Fats": "0,8 г",
        "Urglevodi": "17,14 г"
    },
    {
        "Title": "Детское питание, Сок, апельсин и виноград",
        "Calories": "46 кКал",
        "Proteins": "0,1 г",
        "Fats": "0,2 г",
        "Urglevodi": "11,24 г"
    },
    {
        "Title": "Детское питание, Сок, апельсиновый",
        "Calories": "45 кКал",
        "Proteins": "0,6 г",
        "Fats": "0,3 г",
        "Urglevodi": "10,1 г"
    },
    {
        "Title": "Детское питание, Сок, грушевый",
        "Calories": "43 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "11,76 г"
    },
    {
        "Title": "Детское питание, Сок, из апельсинов и абрикосов",
        "Calories": "46 кКал",
        "Proteins": "0,8 г",
        "Fats": "0,1 г",
        "Urglevodi": "10,8 г"
    },
    {
        "Title": "Детское питание, Сок, из апельсинов и ананасов",
        "Calories": "48 кКал",
        "Proteins": "0,5 г",
        "Fats": "0,1 г",
        "Urglevodi": "11,6 г"
    },
    {
        "Title": "Детское питание, Сок, из апельсинов и бананов",
        "Calories": "50 кКал",
        "Proteins": "0,7 г",
        "Fats": "0,1 г",
        "Urglevodi": "11,9 г"
    },
    {
        "Title": "Детское питание, Сок, из морковно-апельсиновый",
        "Calories": "43 кКал",
        "Proteins": "0,5 г",
        "Fats": "0,1 г",
        "Urglevodi": "9,5 г"
    },
    {
        "Title": "Детское питание, Сок, из чернослив и апельсина",
        "Calories": "70 кКал",
        "Proteins": "0,6 г",
        "Fats": "0,3 г",
        "Urglevodi": "16,8 г"
    },
    {
        "Title": "Детское питание, Сок, фруктовая смесь",
        "Calories": "47 кКал",
        "Proteins": "0,1 г",
        "Fats": "0,1 г",
        "Urglevodi": "11,6 г"
    },
    {
        "Title": "Детское питание, Сок, фруктовый пунш, с кальцием",
        "Calories": "52 кКал",
        "Proteins": "0,2 г",
        "Fats": "0,1 г",
        "Urglevodi": "12,3 г"
    },
    {
        "Title": "Детское питание, Сок, яблоко",
        "Calories": "47 кКал",
        "Proteins": "0 г",
        "Fats": "0,1 г",
        "Urglevodi": "11,6 г"
    },
    {
        "Title": "Детское питание, Сок, яблоко и персик",
        "Calories": "43 кКал",
        "Proteins": "0,2 г",
        "Fats": "0,1 г",
        "Urglevodi": "10,4 г"
    },
    {
        "Title": "Детское питание, Сок, яблоко и слива",
        "Calories": "49 кКал",
        "Proteins": "0,1 г",
        "Fats": "0 г",
        "Urglevodi": "12,3 г"
    },
    {
        "Title": "Детское питание, Сок, яблоко и чернослив",
        "Calories": "72 кКал",
        "Proteins": "0,2 г",
        "Fats": "0,1 г",
        "Urglevodi": "18 г"
    },
    {
        "Title": "Детское питание, Сок, яблочно-апельсиново-банановый",
        "Calories": "47 кКал",
        "Proteins": "0,4 г",
        "Fats": "0,1 г",
        "Urglevodi": "11,4 г"
    },
    {
        "Title": "Детское питание, Сок, яблочно-апельсиновый",
        "Calories": "43 кКал",
        "Proteins": "0,4 г",
        "Fats": "0,2 г",
        "Urglevodi": "10,1 г"
    },
    {
        "Title": "Детское питание, Сок, яблочно-клюквенный",
        "Calories": "46 кКал",
        "Proteins": "0 г",
        "Fats": "0,02 г",
        "Urglevodi": "11,49 г"
    },
    {
        "Title": "Детское питание, Сок, яблочно, батат",
        "Calories": "47 кКал",
        "Proteins": "0,3 г",
        "Fats": "0,1 г",
        "Urglevodi": "10,9 г"
    },
    {
        "Title": "Детское питание, Сок, яблочный с вишней",
        "Calories": "41 кКал",
        "Proteins": "0,1 г",
        "Fats": "0,2 г",
        "Urglevodi": "9,9 г"
    },
    {
        "Title": "Детское питание, Сок, яблочный, с кальцием",
        "Calories": "46 кКал",
        "Proteins": "0,06 г",
        "Fats": "0,1 г",
        "Urglevodi": "10,7 г"
    },
    {
        "Title": "Детское питание, Сухарики",
        "Calories": "426 кКал",
        "Proteins": "10,1 г",
        "Fats": "9,7 г",
        "Urglevodi": "71,7 г"
    },
    {
        "Title": "Детское питание, Фасоль зеленая, кусочки, для детей, начинающих ходить",
        "Calories": "29 кКал",
        "Proteins": "1,2 г",
        "Fats": "0,2 г",
        "Urglevodi": "4,4 г"
    },
    {
        "Title": "Детское питание, Фруктовый десерт, манго с тапиокой",
        "Calories": "70 кКал",
        "Proteins": "0,3 г",
        "Fats": "0,2 г",
        "Urglevodi": "17,9 г"
    },
    {
        "Title": "Детское питание, Фруктовый десерт, суприм",
        "Calories": "73 кКал",
        "Proteins": "0,5 г",
        "Fats": "0,2 г",
        "Urglevodi": "15,18 г"
    },
    {
        "Title": "Детское питание, Фрукты, абрикос с тапиокой, пюре",
        "Calories": "60 кКал",
        "Proteins": "0,3 г",
        "Fats": "0 г",
        "Urglevodi": "14,8 г"
    },
    {
        "Title": "Детское питание, Фрукты, бананы с ананасами и тапиокой, пюре",
        "Calories": "65 кКал",
        "Proteins": "0,2 г",
        "Fats": "0 г",
        "Urglevodi": "16,2 г"
    },
    {
        "Title": "Детское питание, Фрукты, бананы с тапиокой, пюре",
        "Calories": "56 кКал",
        "Proteins": "0,4 г",
        "Fats": "0,1 г",
        "Urglevodi": "13,7 г"
    },
    {
        "Title": "Детское питание, Фрукты, бананы с яблоками и грушами, пюре",
        "Calories": "83 кКал",
        "Proteins": "0,9 г",
        "Fats": "0,22 г",
        "Urglevodi": "17,91 г"
    },
    {
        "Title": "Детское питание, Фрукты, груши с ананасом, пюре",
        "Calories": "41 кКал",
        "Proteins": "0,3 г",
        "Fats": "0,1 г",
        "Urglevodi": "8,3 г"
    },
    {
        "Title": "Детское питание, Фрукты, груши, для малышариков",
        "Calories": "44 кКал",
        "Proteins": "0,3 г",
        "Fats": "0,1 г",
        "Urglevodi": "8,8 г"
    },
    {
        "Title": "Детское питание, Фрукты, груши, пюре",
