Продукт,Калорийность,Белки,Жиры,Углеводы
        "Urglevodi": "4,5 г"
    },
    {
        "Title": "Овощная смесь для жарки Гавайская [Бондюэль]",
        "Calories": "91 кКал",
        "Proteins": "3 г",
        "Fats": "0,5 г",
        "Urglevodi": "22,7 г"
    },
    {
        "Title": "Овощная смесь для жарки Индонезийская [Бондюэль]",
        "Calories": "38 кКал",
        "Proteins": "1,8 г",
        "Fats": "0 г",
        "Urglevodi": "7,8 г"
    },
    {
        "Title": "Овощная смесь для жарки Китайская [Бондюэль]",
        "Calories": "61 кКал",
        "Proteins": "2,5 г",
        "Fats": "0,4 г",
        "Urglevodi": "11,7 г"
    },
    {
        "Title": "Овощная смесь для жарки По-деревенски [Бондюэль]",
        "Calories": "65 кКал",
        "Proteins": "1,7 г",
        "Fats": "4,6 г",
        "Urglevodi": "4,4 г"
    },
    {
        "Title": "Овощная смесь для жарки Полевая [Бондюэль]",
        "Calories": "25 кКал",
        "Proteins": "2 г",
        "Fats": "0,4 г",
        "Urglevodi": "3,3 г"
    },
    {
        "Title": "Овощная смесь для жарки с рисом и шампиньонами [Бондюэль]",
        "Calories": "58 кКал",
        "Proteins": "2,5 г",
        "Fats": "0,3 г",
        "Urglevodi": "14,7 г"
    },
    {
        "Title": "Овощная смесь Китайская [Бондюэль]",
        "Calories": "19 кКал",
        "Proteins": "1,3 г",
        "Fats": "0,2 г",
        "Urglevodi": "3,2 г"
    },
    {
        "Title": "Овощная смесь Летняя в сливочном соусе [Бондюэль]",
        "Calories": "70 кКал",
        "Proteins": "2 г",
        "Fats": "2,8 г",
        "Urglevodi": "9,3 г"
    },
    {
        "Title": "Овощная смесь Маседуан [Бондюэль]",
        "Calories": "43 кКал",
        "Proteins": "2,2 г",
        "Fats": "0,3 г",
        "Urglevodi": "7,9 г"
    },
    {
        "Title": "Овощная смесь Мексиканская [Бондюэль]",
        "Calories": "72 кКал",
        "Proteins": "3,6 г",
        "Fats": "0,7 г",
        "Urglevodi": "12,7 г"
    },
    {
        "Title": "Овощная смесь Минестрон [Бондюэль]",
        "Calories": "51 кКал",
        "Proteins": "1,9 г",
        "Fats": "0,7 г",
        "Urglevodi": "11,8 г"
    },
    {
        "Title": "Овощная смесь Царская [Бондюэль]",
        "Calories": "20 кКал",
        "Proteins": "1,4 г",
        "Fats": "0,3 г",
        "Urglevodi": "5,1 г"
    },
    {
        "Title": "Овощное Трио Гриль [Бондюэль]",
        "Calories": "41 кКал",
        "Proteins": "1,8 г",
        "Fats": "0,4 г",
        "Urglevodi": "6,2 г"
    },
    {
        "Title": "Овощные Галеты \"Зелёный Букет\" [Бондюэль]",
        "Calories": "83 кКал",
        "Proteins": "4 г",
        "Fats": "4,2 г",
        "Urglevodi": "6 г"
    },
    {
        "Title": "Овощные Галеты \"Королевские\" [Бондюэль]",
        "Calories": "91 кКал",
        "Proteins": "4,9 г",
        "Fats": "4,8 г",
        "Urglevodi": "5,4 г"
    },
    {
        "Title": "Овощные Галеты Кантри [Бондюэль]",
        "Calories": "97 кКал",
        "Proteins": "2,9 г",
        "Fats": "5,1 г",
        "Urglevodi": "7,6 г"
    },
    {
        "Title": "Овощные Галеты Ореховая Тыква с Мускатом [Бондюэль]",
        "Calories": "95 кКал",
        "Proteins": "3,4 г",
        "Fats": "5,1 г",
        "Urglevodi": "7,3 г"
    },
    {
        "Title": "Овощные Галеты Ореховая Тыква с Мускатом [Бондюэль]",
        "Calories": "71 кКал",
        "Proteins": "2,6 г",
        "Fats": "3,8 г",
        "Urglevodi": "5,5 г"
    },
    {
        "Title": "Овощные Галеты Сицилийские [Бондюэль]",
        "Calories": "106 кКал",
        "Proteins": "5 г",
        "Fats": "4,4 г",
        "Urglevodi": "9,9 г"
    },
    {
        "Title": "Огурцы маринованные 6-9 см [Бондюэль]",
        "Calories": "20 кКал",
        "Proteins": "1 г",
        "Fats": "0,2 г",
        "Urglevodi": "3,5 г"
    },
    {
        "Title": "Огурчики по-Дижонски [Бондюэль]",
        "Calories": "71 кКал",
        "Proteins": "0,5 г",
        "Fats": "0,2 г",
        "Urglevodi": "16 г"
    },
    {
        "Title": "Оливки без Косточки [Бондюэль]",
        "Calories": "163 кКал",
        "Proteins": "1 г",
        "Fats": "17 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Оливки Мансанилья с Анчоусом [Бондюэль]",
        "Calories": "167 кКал",
        "Proteins": "2,2 г",
        "Fats": "10,5 г",
        "Urglevodi": "5,1 г"
    },
    {
        "Title": "Оливки Мансанилья с Голубым Сыром [Бондюэль]",
        "Calories": "162 кКал",
        "Proteins": "1 г",
        "Fats": "17 г",
        "Urglevodi": "0,1 г"
    },
    {
        "Title": "Оливки с Голубым Сыром [Бондюэль]",
        "Calories": "167 кКал",
        "Proteins": "2,2 г",
        "Fats": "10,5 г",
        "Urglevodi": "5,1 г"
    },
    {
        "Title": "Оливки с Косточкой [Бондюэль]",
        "Calories": "160 кКал",
        "Proteins": "1,4 г",
        "Fats": "18,2 г",
        "Urglevodi": "5,1 г"
    },
    {
        "Title": "Оливки с косточкой / без косточки [Бондюэль]",
        "Calories": "160 кКал",
        "Proteins": "1,4 г",
        "Fats": "18,2 г",
        "Urglevodi": "5,1 г"
    },
    {
        "Title": "Оливки с Лимоном [Бондюэль]",
        "Calories": "162 кКал",
        "Proteins": "1,1 г",
        "Fats": "16 г",
        "Urglevodi": "1,6 г"
    },
    {
        "Title": "Оливье на Пару [Бондюэль]",
        "Calories": "53 кКал",
        "Proteins": "2,6 г",
        "Fats": "0,5 г",
        "Urglevodi": "7,7 г"
    },
    {
        "Title": "Парижская Смесь [Бондюэль]",
        "Calories": "95 кКал",
        "Proteins": "3 г",
        "Fats": "4,5 г",
        "Urglevodi": "8,5 г"
    },
    {
        "Title": "Перцы Гриль [Бондюэль]",
        "Calories": "44 кКал",
        "Proteins": "1,7 г",
        "Fats": "0,3 г",
        "Urglevodi": "7,2 г"
    },
    {
        "Title": "Печеная Фасоль с Южными Томатами [Бондюэль]",
        "Calories": "90 кКал",
        "Proteins": "3,5 г",
        "Fats": "1,5 г",
        "Urglevodi": "14 г"
    },
    {
        "Title": "Печёная Фасоль со Сладким Перцем [Бондюэль]",
        "Calories": "70 кКал",
        "Proteins": "5,5 г",
        "Fats": "2,4 г",
        "Urglevodi": "6,6 г"
    },
    {
        "Title": "Прованская Смесь с Горошком [Бондюэль]",
        "Calories": "72 кКал",
        "Proteins": "2,8 г",
        "Fats": "2,2 г",
        "Urglevodi": "8,5 г"
    },
    {
        "Title": "Рататуй по-Провански [Бондюэль]",
        "Calories": "90 кКал",
        "Proteins": "1,3 г",
        "Fats": "6 г",
        "Urglevodi": "6 г"
    },
    {
        "Title": "Ростки фасоли Мунго [Бондюэль]",
        "Calories": "14 кКал",
        "Proteins": "1,5 г",
        "Fats": "0,1 г",
        "Urglevodi": "1,8 г"
    },
    {
        "Title": "Сабджи [Бондюэль]",
        "Calories": "102 кКал",
        "Proteins": "10,3 г",
        "Fats": "4,1 г",
        "Urglevodi": "5,5 г"
    },
    {
        "Title": "Салат-коктейль Гавайский маринованный [Бондюэль]",
        "Calories": "91 кКал",
        "Proteins": "1,7 г",
        "Fats": "0,5 г",
        "Urglevodi": "20 г"
    },
    {
        "Title": "Салат-коктейль Сомбреро [Бондюэль]",
        "Calories": "62 кКал",
        "Proteins": "1,7 г",
        "Fats": "0,8 г",
        "Urglevodi": "11,9 г"
    },
    {
        "Title": "Свекла в Кубиках \"на Пару\" [Бондюэль]",
        "Calories": "41 кКал",
        "Proteins": "0,9 г",
        "Fats": "0 г",
        "Urglevodi": "8,1 г"
    },
    {
        "Title": "Свекла в кубиках в кисло-сладком маринаде [Бондюэль]",
        "Calories": "30 кКал",
        "Proteins": "0,8 г",
        "Fats": "0,1 г",
        "Urglevodi": "6,5 г"
    },
    {
        "Title": "Сладкая Кукуруза в Овощном Салате Мексиканский [Бондюэль]",
        "Calories": "81 кКал",
        "Proteins": "3,4 г",
        "Fats": "1,5 г",
        "Urglevodi": "11,4 г"
    },
    {
        "Title": "Смесь для Жарки Средиземноморская [Бондюэль]",
        "Calories": "83 кКал",
        "Proteins": "1,8 г",
        "Fats": "3,7 г",
        "Urglevodi": "9,1 г"
    },
    {
        "Title": "Спаржа зелёная целая [Бондюэль]",
        "Calories": "24 кКал",
        "Proteins": "0,6 г",
        "Fats": "1,3 г",
        "Urglevodi": "2,6 г"
    },
    {
        "Title": "Трио-aссорти из сладкого перца [Бондюэль]",
        "Calories": "25 кКал",
        "Proteins": "1,1 г",
        "Fats": "0,2 г",
        "Urglevodi": "4,8 г"
    },
    {
        "Title": "Турецкий горох Нут [Бондюэль]",
        "Calories": "127 кКал",
        "Proteins": "6,3 г",
        "Fats": "3,2 г",
        "Urglevodi": "18,3 г"
    },
    {
        "Title": "Фасоль Белая Классическая [Бондюэль]",
        "Calories": "87 кКал",
        "Proteins": "5,3 г",
        "Fats": "0,2 г",
        "Urglevodi": "16 г"
    },
    {
        "Title": "Фасоль Белая Классическая [Бондюэль]",
        "Calories": "87 кКал",
        "Proteins": "5,3 г",
        "Fats": "0,2 г",
        "Urglevodi": "16 г"
    },
    {
        "Title": "Фасоль Белая на Пару [Бондюэль]",
        "Calories": "91 кКал",
        "Proteins": "6,6 г",
        "Fats": "1 г",
        "Urglevodi": "10,4 г"
    },
    {
        "Title": "Фасоль Зелёная Тонкая на Пару [Бондюэль]",
        "Calories": "31 кКал",
        "Proteins": "1,7 г",
        "Fats": "0,3 г",
        "Urglevodi": "3,7 г"
    },
    {
        "Title": "Фасоль Красная Классическая [Бондюэль]",
        "Calories": "87 кКал",
        "Proteins": "5,3 г",
        "Fats": "0,2 г",
        "Urglevodi": "16 г"
    },
    {
        "Title": "Фасоль Красная на Пару [Бондюэль]",
        "Calories": "111 кКал",
        "Proteins": "8,3 г",
        "Fats": "0 г",
        "Urglevodi": "15,2 г"
    },
    {
        "Title": "Фасоль Стручковая Зеленая Нарезанная [Бондюэль]",
        "Calories": "30 кКал",
        "Proteins": "4 г",
        "Fats": "0,3 г",
        "Urglevodi": "4 г"
    },
    {
        "Title": "Фасулье [Бондюэль]",
        "Calories": "44 кКал",
        "Proteins": "2,2 г",
        "Fats": "0,4 г",
        "Urglevodi": "7 г"
    },
    {
        "Title": "Царская Овощная Смесь [Бондюэль]",
        "Calories": "33 кКал",
        "Proteins": "2,2 г",
        "Fats": "0,2 г",
        "Urglevodi": "5,7 г"
    },
    {
        "Title": "Цветная Капуста [Бондюэль]",
        "Calories": "23 кКал",
        "Proteins": "2,2 г",
        "Fats": "0,1 г",
        "Urglevodi": "5 г"
    },
    {
        "Title": "Цветная капуста замороженная [Бондюэль]",
        "Calories": "14 кКал",
        "Proteins": "1,6 г",
        "Fats": "0,2 г",
        "Urglevodi": "3,9 г"
    },
    {
        "Title": "Чечевица консервированная [Бондюэль]",
        "Calories": "110 кКал",
        "Proteins": "8,6 г",
        "Fats": "0,6 г",
        "Urglevodi": "17,5 г"
    },
    {
        "Title": "Чечевица на Пару [Бондюэль]",
        "Calories": "107 кКал",
        "Proteins": "8,5 г",
        "Fats": "0,7 г",
        "Urglevodi": "14,2 г"
    },
    {
        "Title": "Шампиньоны [Бондюэль]",
        "Calories": "49 кКал",
        "Proteins": "2,6 г",
        "Fats": "0,5 г",
        "Urglevodi": "6,8 г"
    },
    {
        "Title": "Шампиньоны Маринованные [Бондюэль]",
        "Calories": "47 кКал",
        "Proteins": "2,3 г",
        "Fats": "0,5 г",
        "Urglevodi": "7,2 г"
    },
    {
        "Title": "Шампиньоны по-Нормандски [Бондюэль]",
        "Calories": "69 кКал",
        "Proteins": "2 г",
        "Fats": "4,9 г",
        "Urglevodi": "2,5 г"
    },
    {
        "Title": "Шампиньоны Резаные [Бондюэль]",
        "Calories": "19 кКал",
        "Proteins": "2,2 г",
        "Fats": "0,4 г",
        "Urglevodi": "0,6 г"
    },
    {
        "Title": "Шампиньоны резаные замороженные [Бондюэль]",
        "Calories": "22 кКал",
        "Proteins": "2,4 г",
        "Fats": "0 г",
        "Urglevodi": "3,7 г"
    },
    {
        "Title": "Шампиньоны Целые [Бондюэль]",
        "Calories": "16 кКал",
        "Proteins": "2,3 г",
        "Fats": "0,5 г",
        "Urglevodi": "0,5 г"
    },
    {
        "Title": "Шпинат в листьях [Бондюэль]",
        "Calories": "30 кКал",
        "Proteins": "3,6 г",
        "Fats": "0,5 г",
        "Urglevodi": "2,7 г"
    },
    {
        "Title": "Шпинат в листьях консервированный [Бондюэль]",
        "Calories": "22 кКал",
        "Proteins": "2,8 г",
        "Fats": "0,4 г",
        "Urglevodi": "1,8 г"
    },
    {
        "Title": "Шпинат в листьях порционный [Бондюэль]",
        "Calories": "27 кКал",
        "Proteins": "3,7 г",
        "Fats": "0,5 г",
        "Urglevodi": "2 г"
    },
    {
        "Title": "Шпинат рубленый в галетах [Бондюэль]",
        "Calories": "27 кКал",
        "Proteins": "2,8 г",
        "Fats": "0,7 г",
        "Urglevodi": "2,5 г"
    }
]
