Продукт,Калорийность,Белки,Жиры,Углеводы
        "Urglevodi": "9 г"
    },
    {
        "Title": "Гречка [Пятерочка]",
        "Calories": "334 кКал",
        "Proteins": "12 г",
        "Fats": "2 г",
        "Urglevodi": "67 г"
    },
    {
        "Title": "Груша Желтая [Пятерочка]",
        "Calories": "44 кКал",
        "Proteins": "0,4 г",
        "Fats": "0,3 г",
        "Urglevodi": "10,3 г"
    },
    {
        "Title": "Груша Китайская [Пятерочка]",
        "Calories": "42 кКал",
        "Proteins": "0,5 г",
        "Fats": "0,2 г",
        "Urglevodi": "7,1 г"
    },
    {
        "Title": "Груша Конференция [Пятерочка]",
        "Calories": "48 кКал",
        "Proteins": "0,7 г",
        "Fats": "0,9 г",
        "Urglevodi": "11,7 г"
    },
    {
        "Title": "Груша Красная [Пятерочка]",
        "Calories": "58 кКал",
        "Proteins": "0,7 г",
        "Fats": "0,7 г",
        "Urglevodi": "10 г"
    },
    {
        "Title": "Груша Сезонная [Пятерочка]",
        "Calories": "42 кКал",
        "Proteins": "0,4 г",
        "Fats": "0,3 г",
        "Urglevodi": "10,9 г"
    },
    {
        "Title": "Дип из Тунца [Пятерочка]",
        "Calories": "132 кКал",
        "Proteins": "11,7 г",
        "Fats": "8,5 г",
        "Urglevodi": "1,5 г"
    },
    {
        "Title": "Донат с Клубничной Начинкой [Пятерочка]",
        "Calories": "292 кКал",
        "Proteins": "3,4 г",
        "Fats": "17 г",
        "Urglevodi": "33 г"
    },
    {
        "Title": "Дыня Эфиопка [Пятерочка]",
        "Calories": "34 кКал",
        "Proteins": "0,8 г",
        "Fats": "0,2 г",
        "Urglevodi": "8 г"
    },
    {
        "Title": "Запеканка из Творога [Пятерочка]",
        "Calories": "199 кКал",
        "Proteins": "18 г",
        "Fats": "5,4 г",
        "Urglevodi": "19,6 г"
    },
    {
        "Title": "Зефир Ванильный [Пятерочка]",
        "Calories": "310 кКал",
        "Proteins": "1 г",
        "Fats": "0 г",
        "Urglevodi": "81 г"
    },
    {
        "Title": "Йогурт [Пятерочка]",
        "Calories": "75 кКал",
        "Proteins": "2,8 г",
        "Fats": "2,5 г",
        "Urglevodi": "10,2 г"
    },
    {
        "Title": "Какао [Пятерочка]",
        "Calories": "370 кКал",
        "Proteins": "5 г",
        "Fats": "2 г",
        "Urglevodi": "85 г"
    },
    {
        "Title": "Капуста Квашеная по-Деревенски [Пятерочка]",
        "Calories": "30 кКал",
        "Proteins": "1,7 г",
        "Fats": "0,1 г",
        "Urglevodi": "5 г"
    },
    {
        "Title": "Кармашек с Грибной Начинкой [Пятерочка]",
        "Calories": "330 кКал",
        "Proteins": "5,7 г",
        "Fats": "20,6 г",
        "Urglevodi": "30,2 г"
    },
    {
        "Title": "Картошка [Пятерочка]",
        "Calories": "76 кКал",
        "Proteins": "2 г",
        "Fats": "0,4 г",
        "Urglevodi": "16,1 г"
    },
    {
        "Title": "Каша Быстрого Приготовления Овсяная с Клубникой [Пятерочка]",
        "Calories": "290 кКал",
        "Proteins": "9,5 г",
        "Fats": "4,5 г",
        "Urglevodi": "54 г"
    },
    {
        "Title": "Каша Овсяная [Пятерочка]",
        "Calories": "299 кКал",
        "Proteins": "9,5 г",
        "Fats": "5 г",
        "Urglevodi": "54 г"
    },
    {
        "Title": "Каша Овсяная с Абрикосом [Пятерочка]",
        "Calories": "310 кКал",
        "Proteins": "10 г",
        "Fats": "5 г",
        "Urglevodi": "55 г"
    },
    {
        "Title": "Кекс Маффин с Ванилином [Пятерочка]",
        "Calories": "426 кКал",
        "Proteins": "5,2 г",
        "Fats": "22,8 г",
        "Urglevodi": "50 г"
    },
    {
        "Title": "Кекс Маффин Шоколадный [Пятерочка]",
        "Calories": "410 кКал",
        "Proteins": "5,5 г",
        "Fats": "22 г",
        "Urglevodi": "47,5 г"
    },
    {
        "Title": "Кета [Пятерочка]",
        "Calories": "184 кКал",
        "Proteins": "24,3 г",
        "Fats": "9,6 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Кефир [Пятерочка]",
        "Calories": "28 кКал",
        "Proteins": "3 г",
        "Fats": "0 г",
        "Urglevodi": "4 г"
    },
    {
        "Title": "Киви [Пятерочка]",
        "Calories": "61 кКал",
        "Proteins": "1,1 г",
        "Fats": "0,5 г",
        "Urglevodi": "15 г"
    },
    {
        "Title": "Колбаска Кондитерская [Пятерочка]",
        "Calories": "300 кКал",
        "Proteins": "5 г",
        "Fats": "13 г",
        "Urglevodi": "40 г"
    },
    {
        "Title": "Конвертик с Вишневой Начинкой [Пятерочка]",
        "Calories": "403 кКал",
        "Proteins": "5,2 г",
        "Fats": "19,2 г",
        "Urglevodi": "52,4 г"
    },
    {
        "Title": "Конвертик с Черничной Начинкой [Пятерочка]",
        "Calories": "403 кКал",
        "Proteins": "5 г",
        "Fats": "19 г",
        "Urglevodi": "52 г"
    },
    {
        "Title": "Крабовые Палочки [Пятерочка]",
        "Calories": "97 кКал",
        "Proteins": "5,6 г",
        "Fats": "0,4 г",
        "Urglevodi": "17,7 г"
    },
    {
        "Title": "Креветки Мелкие [Пятерочка]",
        "Calories": "110 кКал",
        "Proteins": "19 г",
        "Fats": "2 г",
        "Urglevodi": "2,5 г"
    },
    {
        "Title": "Круассан с Шоколадной Начинкой [Пятерочка]",
        "Calories": "409 кКал",
        "Proteins": "6,5 г",
        "Fats": "20 г",
        "Urglevodi": "50 г"
    },
    {
        "Title": "Крупа Гречневая Ядрица [Пятерочка]",
        "Calories": "329 кКал",
        "Proteins": "12,6 г",
        "Fats": "2,6 г",
        "Urglevodi": "68 г"
    },
    {
        "Title": "Крылья Куриные Гриль [Пятерочка]",
        "Calories": "207 кКал",
        "Proteins": "21,1 г",
        "Fats": "13,6 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Кукурузные Палочки [Пятерочка]",
        "Calories": "470 кКал",
        "Proteins": "6 г",
        "Fats": "14 г",
        "Urglevodi": "80 г"
    },
    {
        "Title": "Курага [Пятерочка]",
        "Calories": "234 кКал",
        "Proteins": "5,2 г",
        "Fats": "0,5 г",
        "Urglevodi": "55 г"
    },
    {
        "Title": "Куриные Пупки Отварные [Пятерочка]",
        "Calories": "81 кКал",
        "Proteins": "14,6 г",
        "Fats": "2,5 г",
        "Urglevodi": "0,4 г"
    },
    {
        "Title": "Курица [Пятерочка]",
        "Calories": "190 кКал",
        "Proteins": "16 г",
        "Fats": "14 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Курица Гриль [Пятерочка]",
        "Calories": "170 кКал",
        "Proteins": "19 г",
        "Fats": "10 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Курник с Курицей и Картофелем [Пятерочка]",
        "Calories": "300 кКал",
        "Proteins": "10,5 г",
        "Fats": "12,5 г",
        "Urglevodi": "35 г"
    },
    {
        "Title": "Лаваш Армянский От Бадалова [Пятерочка]",
        "Calories": "280 кКал",
        "Proteins": "9 г",
        "Fats": "1 г",
        "Urglevodi": "56 г"
    },
    {
        "Title": "Лаваш Армянский Тонкий [Пятерочка]",
        "Calories": "197 кКал",
        "Proteins": "6,3 г",
        "Fats": "0,7 г",
        "Urglevodi": "40,8 г"
    },
    {
        "Title": "Лепешка с Соусом Песто [Пятерочка]",
        "Calories": "467 кКал",
        "Proteins": "14 г",
        "Fats": "22 г",
        "Urglevodi": "53 г"
    },
    {
        "Title": "Лепешка Узбекская [Пятерочка]",
        "Calories": "217 кКал",
        "Proteins": "12,3 г",
        "Fats": "5,4 г",
        "Urglevodi": "29,7 г"
    },
    {
        "Title": "Лимон [Пятерочка]",
        "Calories": "34 кКал",
        "Proteins": "0,9 г",
        "Fats": "0,1 г",
        "Urglevodi": "3 г"
    },
    {
        "Title": "Лук Красный [Пятерочка]",
        "Calories": "42 кКал",
        "Proteins": "1,4 г",
        "Fats": "0 г",
        "Urglevodi": "9,1 г"
    },
    {
        "Title": "Лук Репчатый [Пятерочка]",
        "Calories": "41 кКал",
        "Proteins": "1,4 г",
        "Fats": "0 г",
        "Urglevodi": "10,4 г"
    },
    {
        "Title": "Манго [Пятерочка]",
        "Calories": "60 кКал",
        "Proteins": "0,8 г",
        "Fats": "0,4 г",
        "Urglevodi": "13,4 г"
    },
    {
        "Title": "Манка [Пятерочка]",
        "Calories": "328 кКал",
        "Proteins": "10,3 г",
        "Fats": "1 г",
        "Urglevodi": "67,4 г"
    },
    {
        "Title": "Мармелад [Пятерочка]",
        "Calories": "320 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "81 г"
    },
    {
        "Title": "Масло Сливочное [Пятерочка]",
        "Calories": "661 кКал",
        "Proteins": "0,8 г",
        "Fats": "82,5 г",
        "Urglevodi": "1,3 г"
    },
    {
        "Title": "Матнакаш [Пятерочка]",
        "Calories": "225 кКал",
        "Proteins": "8,1 г",
        "Fats": "1 г",
        "Urglevodi": "46 г"
    },
    {
        "Title": "Медальон со Льном [Пятерочка]",
        "Calories": "370 кКал",
        "Proteins": "7,8 г",
        "Fats": "17,1 г",
        "Urglevodi": "46,4 г"
    },
    {
        "Title": "Мини Багет [Пятерочка]",
        "Calories": "270 кКал",
        "Proteins": "8,4 г",
        "Fats": "1,2 г",
        "Urglevodi": "54,9 г"
    },
    {
        "Title": "Мини Багет с Луком [Пятерочка]",
        "Calories": "263 кКал",
        "Proteins": "8,5 г",
        "Fats": "1,2 г",
        "Urglevodi": "53,3 г"
    },
    {
        "Title": "Мини Багет с Чесночным Маслом [Пятерочка]",
        "Calories": "279 кКал",
        "Proteins": "7 г",
        "Fats": "8,4 г",
        "Urglevodi": "43 г"
    },
    {
        "Title": "Минтай [Пятерочка]",
        "Calories": "72 кКал",
        "Proteins": "15,9 г",
        "Fats": "0,9 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Молоко [Пятерочка]",
        "Calories": "60 кКал",
        "Proteins": "3 г",
        "Fats": "3,2 г",
        "Urglevodi": "4,7 г"
    },
    {
        "Title": "Молоко 2,5% [Пятерочка]",
        "Calories": "53 кКал",
        "Proteins": "3 г",
        "Fats": "2,5 г",
        "Urglevodi": "4,7 г"
    },
    {
        "Title": "Молоко 3,2% [Пятерочка]",
        "Calories": "60 кКал",
        "Proteins": "3 г",
        "Fats": "3,2 г",
        "Urglevodi": "4,7 г"
    },
    {
        "Title": "Мороженое [Пятерочка]",
        "Calories": "180 кКал",
        "Proteins": "4 г",
        "Fats": "8 г",
        "Urglevodi": "22 г"
    },
    {
        "Title": "Нектар Морковно-Яблочный [Пятерочка]",
        "Calories": "20 кКал",
        "Proteins": "0,5 г",
        "Fats": "0 г",
        "Urglevodi": "5 г"
    },
    {
        "Title": "Нектар Морковный с Мякотью [Пятерочка]",
        "Calories": "25 кКал",
        "Proteins": "0,5 г",
        "Fats": "0 г",
        "Urglevodi": "5,5 г"
    },
    {
        "Title": "Нектарин [Пятерочка]",
        "Calories": "44 кКал",
        "Proteins": "1,1 г",
        "Fats": "0,3 г",
        "Urglevodi": "11 г"
    },
    {
        "Title": "Овсяное Печенье [Пятерочка]",
        "Calories": "400 кКал",
        "Proteins": "6 г",
        "Fats": "11 г",
        "Urglevodi": "69 г"
    },
    {
        "Title": "Огурец Свежий [Пятерочка]",
        "Calories": "15 кКал",
        "Proteins": "0,8 г",
        "Fats": "0,1 г",
        "Urglevodi": "2,8 г"
    },
    {
        "Title": "Палочка Сырная [Пятерочка]",
        "Calories": "441 кКал",
        "Proteins": "10 г",
        "Fats": "26 г",
        "Urglevodi": "40 г"
    },
    {
        "Title": "Персик [Пятерочка]",
        "Calories": "45 кКал",
        "Proteins": "0,9 г",
        "Fats": "0,1 г",
        "Urglevodi": "9,5 г"
    },
    {
        "Title": "Печенье Roleo [Пятерочка]",
        "Calories": "393 кКал",
        "Proteins": "5 г",
        "Fats": "20 г",
        "Urglevodi": "72 г"
    },
    {
        "Title": "Печенье Кольца [Пятерочка]",
        "Calories": "457 кКал",
        "Proteins": "7,2 г",
        "Fats": "14,3 г",
        "Urglevodi": "75,1 г"
    },
    {
        "Title": "Пирог с Брусникой [Пятерочка]",
        "Calories": "409 кКал",
        "Proteins": "5 г",
        "Fats": "23 г",
        "Urglevodi": "46 г"
    },
    {
        "Title": "Пирог с Капустой и Яйцом [Пятерочка]",
        "Calories": "257 кКал",
        "Proteins": "8 г",
        "Fats": "14 г",
        "Urglevodi": "25 г"
    },
    {
        "Title": "Пирожок Домашний с Картофелем [Пятерочка]",
        "Calories": "118 кКал",
        "Proteins": "3 г",
        "Fats": "1,5 г",
        "Urglevodi": "23 г"
    },
    {
        "Title": "Пирожок Дрожжевой с Черникой [Пятерочка]",
        "Calories": "301 кКал",
        "Proteins": "4,6 г",
        "Fats": "14,1 г",
        "Urglevodi": "38,5 г"
    },
    {
        "Title": "Пирожок с Капустой [Пятерочка]",
        "Calories": "229 кКал",
        "Proteins": "4,9 г",
        "Fats": "6,2 г",
        "Urglevodi": "38,5 г"
    },
    {
        "Title": "Пирожок с Картошкой [Пятерочка]",
        "Calories": "229 кКал",
        "Proteins": "5,2 г",
        "Fats": "7 г",
        "Urglevodi": "36 г"
    },
    {
        "Title": "Пирожок с Мясом/Картофелем [Пятерочка]",
        "Calories": "315 кКал",
        "Proteins": "9,9 г",
        "Fats": "19,6 г",
        "Urglevodi": "24,8 г"
    },
    {
        "Title": "Пирожок с Сосиской [Пятерочка]",
        "Calories": "370 кКал",
        "Proteins": "8 г",
        "Fats": "25 г",
        "Urglevodi": "27 г"
    },
    {
        "Title": "Пицца с Ветчиной [Пятерочка]",
        "Calories": "259 кКал",
        "Proteins": "10 г",
        "Fats": "11 г",
        "Urglevodi": "30 г"
    },
    {
        "Title": "Помело [Пятерочка]",
        "Calories": "32 кКал",
        "Proteins": "0,6 г",
        "Fats": "0,2 г",
        "Urglevodi": "6,7 г"
    },
    {
        "Title": "Помидоры [Пятерочка]",
        "Calories": "20 кКал",
        "Proteins": "1,1 г",
        "Fats": "0,2 г",
        "Urglevodi": "3,7 г"
    },
    {
        "Title": "Пончик [Пятерочка]",
        "Calories": "430 кКал",
        "Proteins": "6,5 г",
        "Fats": "27 г",
        "Urglevodi": "39 г"
    },
    {
        "Title": "Пончики Берлинские [Пятерочка]",
        "Calories": "420 кКал",
        "Proteins": "7,5 г",
        "Fats": "23 г",
        "Urglevodi": "47 г"
    },
    {
        "Title": "Пончики Берлинские с Варёной Сгущёнкой [Пятерочка]",
        "Calories": "460 кКал",
        "Proteins": "7,5 г",
        "Fats": "22 г",
        "Urglevodi": "58 г"
    },
    {
        "Title": "Пончики Берлинские с Шоколадным Муссом [Пятерочка]",
        "Calories": "470 кКал",
        "Proteins": "6,5 г",
        "Fats": "26 г",
        "Urglevodi": "51 г"
    },
    {
        "Title": "Пончики с Кремом \"Берлинские\" [Пятерочка]",
        "Calories": "470 кКал",
        "Proteins": "7 г",
        "Fats": "21 г",
        "Urglevodi": "65 г"
    },
    {
        "Title": "Редис [Пятерочка]",
        "Calories": "19 кКал",
        "Proteins": "1,2 г",
        "Fats": "0,1 г",
        "Urglevodi": "3,4 г"
    },
    {
        "Title": "Ржаной Багет с Чесноком [Пятерочка]",
        "Calories": "303 кКал",
        "Proteins": "6,7 г",
        "Fats": "11 г",
        "Urglevodi": "45 г"
    },
    {
        "Title": "Рис с Курицей и Овощами [Пятерочка]",
        "Calories": "90 кКал",
        "Proteins": "6,6 г",
        "Fats": "3,5 г",
        "Urglevodi": "8,5 г"
    },
    {
        "Title": "Рожок с Сосиской [Пятерочка]",
        "Calories": "270 кКал",
        "Proteins": "7 г",
        "Fats": "14 г",
        "Urglevodi": "29 г"
    },
    {
        "Title": "Розан с Абрикосом [Пятерочка]",
        "Calories": "304 кКал",
        "Proteins": "3,1 г",
        "Fats": "12,5 г",
        "Urglevodi": "44,6 г"
    },
    {
        "Title": "Розан со Смородиной [Пятерочка]",
        "Calories": "289 кКал",
        "Proteins": "3,3 г",
        "Fats": "12,5 г",
        "Urglevodi": "40,8 г"
    },
    {
        "Title": "Рулет Куриный [Пятерочка]",
        "Calories": "228 кКал",
        "Proteins": "24,3 г",
        "Fats": "14 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Салат из Спаржи [Пятерочка]",
        "Calories": "200 кКал",
        "Proteins": "15 г",
        "Fats": "15 г",
        "Urglevodi": "1 г"
    },
    {
        "Title": "Салат Столичный [Пятерочка]",
        "Calories": "210 кКал",
        "Proteins": "5,7 г",
        "Fats": "5,3 г",
        "Urglevodi": "10,4 г"
    },
    {
        "Title": "Самса с Говядиной [Пятерочка]",
        "Calories": "318 кКал",
        "Proteins": "9 г",
        "Fats": "18 г",
        "Urglevodi": "29 г"
    },
    {
        "Title": "Самса с Курицей [Пятерочка]",
        "Calories": "360 кКал",
        "Proteins": "8,5 г",
        "Fats": "17 г",
        "Urglevodi": "41 г"
    },
    {
        "Title": "Самса с Мясом [Пятерочка]",
        "Calories": "235 кКал",
        "Proteins": "8,1 г",
        "Fats": "9,3 г",
        "Urglevodi": "29,7 г"
    },
    {
        "Title": "Сахар [Пятерочка]",
        "Calories": "400 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "100 г"
    },
    {
        "Title": "Свекла [Пятерочка]",
        "Calories": "43 кКал",
        "Proteins": "1,5 г",
        "Fats": "0,1 г",
        "Urglevodi": "8,8 г"
    },
    {
        "Title": "Семга Норвежская [Пятерочка]",
        "Calories": "164 кКал",
        "Proteins": "16,5 г",
        "Fats": "10,9 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Семечки [Пятерочка]",
        "Calories": "660 кКал",
        "Proteins": "25,5 г",
        "Fats": "65,3 г",
        "Urglevodi": "5,8 г"
    },
    {
        "Title": "Скумбрия Холодного Копчения [Пятерочка]",
        "Calories": "150 кКал",
        "Proteins": "23,4 г",
        "Fats": "6,4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Сливы [Пятерочка]",
        "Calories": "42 кКал",
        "Proteins": "0,8 г",
        "Fats": "0,3 г",
        "Urglevodi": "9,6 г"
    },
    {
        "Title": "Слойка Дрожжевая с Вишней [Пятерочка]",
        "Calories": "301 кКал",
        "Proteins": "4,6 г",
        "Fats": "14,1 г",
        "Urglevodi": "38,5 г"
    },
    {
        "Title": "Слойка с Абрикосом [Пятерочка]",
        "Calories": "301 кКал",
        "Proteins": "4,6 г",
        "Fats": "14,1 г",
        "Urglevodi": "38,5 г"
    },
    {
        "Title": "Слойка с Адыгейским Сыром и Зеленью [Пятерочка]",
        "Calories": "280 кКал",
        "Proteins": "13 г",
        "Fats": "9 г",
        "Urglevodi": "38 г"
    },
    {
        "Title": "Слойка с Говядиной [Пятерочка]",
        "Calories": "320 кКал",
        "Proteins": "9 г",
        "Fats": "21 г",
        "Urglevodi": "24 г"
    },
    {
        "Title": "Слойка с Капустой [Пятерочка]",
        "Calories": "337 кКал",
        "Proteins": "5,7 г",
        "Fats": "21 г",
        "Urglevodi": "30 г"
    },
    {
        "Title": "Слойка с Картофельной Начинкой [Пятерочка]",
        "Calories": "293 кКал",
        "Proteins": "4,7 г",
        "Fats": "14,9 г",
        "Urglevodi": "34,2 г"
    },
    {
        "Title": "Слойка с Малиной [Пятерочка]",
        "Calories": "270 кКал",
        "Proteins": "4,5 г",
        "Fats": "13 г",
        "Urglevodi": "30 г"
    },
    {
        "Title": "Слойка с Сосиской [Пятерочка]",
        "Calories": "346 кКал",
        "Proteins": "8 г",
        "Fats": "20 г",
        "Urglevodi": "33,5 г"
    },
    {
        "Title": "Слойка с Сырной Начинкой [Пятерочка]",
        "Calories": "390 кКал",
        "Proteins": "10 г",
        "Fats": "23 г",
        "Urglevodi": "35 г"
    },
    {
        "Title": "Слойка с Яблоком [Пятерочка]",
        "Calories": "290 кКал",
        "Proteins": "3,5 г",
        "Fats": "13 г",
        "Urglevodi": "39 г"
    },
    {
        "Title": "Слойка со Смородиной [Пятерочка]",
        "Calories": "347 кКал",
        "Proteins": "5 г",
        "Fats": "17 г",
        "Urglevodi": "44 г"
    },
    {
        "Title": "Сметана [Пятерочка]",
        "Calories": "160 кКал",
        "Proteins": "2,6 г",
        "Fats": "15 г",
        "Urglevodi": "3,6 г"
    },
    {
        "Title": "Сок [Пятерочка]",
        "Calories": "45 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "11 г"
    },
    {
        "Title": "Сочень с Творогом [Пятерочка]",
        "Calories": "240 кКал",
        "Proteins": "9 г",
        "Fats": "7 г",
        "Urglevodi": "34 г"
    },
    {
        "Title": "Сухофрукты и Орехи [Пятерочка]",
        "Calories": "590 кКал",
        "Proteins": "13,5 г",
        "Fats": "46,1 г",
        "Urglevodi": "29,4 г"
    },
    {
        "Title": "Сыр Гауда 45% [Пятерочка]",
        "Calories": "338 кКал",
        "Proteins": "26 г",
        "Fats": "26 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Сыр Голландский Красная Цена [Пятерочка]",
        "Calories": "332 кКал",
        "Proteins": "26,3 г",
        "Fats": "25,2 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Сыр по-Российски Классический [Пятерочка]",
        "Calories": "322 кКал",
        "Proteins": "23 г",
        "Fats": "28 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Сыр Пошехонский [Пятерочка]",
        "Calories": "320 кКал",
        "Proteins": "24,6 г",
        "Fats": "25,2 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Сыр Российский Красная Цена [Пятерочка]",
        "Calories": "342 кКал",
        "Proteins": "22,5 г",
        "Fats": "28 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Сыр Российский Красная Цена [Пятерочка]",
        "Calories": "342 кКал",
        "Proteins": "22,5 г",
        "Fats": "28 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Сыр Сливочный Город Сыра [Пятерочка]",
        "Calories": "343 кКал",
        "Proteins": "9 г",
        "Fats": "30,8 г",
        "Urglevodi": "7,5 г"
    },
    {
        "Title": "Сыр Творожный \"Свежий\" [Пятерочка]",
        "Calories": "122 кКал",
        "Proteins": "11 г",
        "Fats": "7 г",
        "Urglevodi": "3,8 г"
    },
    {
        "Title": "Сыр Тильзитер [Пятерочка]",
        "Calories": "337 кКал",
        "Proteins": "25 г",
        "Fats": "24 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Сыр Тильзитер Liebendorf [Пятерочка]",
        "Calories": "320 кКал",
        "Proteins": "23 г",
        "Fats": "25 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Сыр Топленое Молоко [Пятерочка]",
        "Calories": "353 кКал",
        "Proteins": "24,2 г",
        "Fats": "24,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Сырники [Пятерочка]",
        "Calories": "209 кКал",
        "Proteins": "18,5 г",
        "Fats": "5,7 г",
        "Urglevodi": "21,4 г"
    },
    {
        "Title": "Сырники из Творога Жареные Охлажденные [Пятерочка]",
        "Calories": "214 кКал",
        "Proteins": "13 г",
        "Fats": "8 г",
        "Urglevodi": "22,5 г"
    },
    {
        "Title": "Сырный Продукт [Пятерочка]",
        "Calories": "360 кКал",
        "Proteins": "23 г",
        "Fats": "28 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Сырный Продукт Российский Классический [Пятерочка]",
        "Calories": "323 кКал",
        "Proteins": "22,8 г",
        "Fats": "25,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Сырок Творожный [Пятерочка]",
        "Calories": "363 кКал",
        "Proteins": "10 г",
        "Fats": "23 г",
        "Urglevodi": "29 г"
    },
    {
        "Title": "Тарталетки для Икры [Пятерочка]",
        "Calories": "480 кКал",
        "Proteins": "7,5 г",
        "Fats": "25 г",
        "Urglevodi": "49 г"
    },
    {
        "Title": "Творог 0,5% [Пятерочка]",
        "Calories": "90 кКал",
        "Proteins": "18 г",
        "Fats": "0,5 г",
        "Urglevodi": "3,3 г"
    },
    {
        "Title": "Творог 1,7% [Пятерочка]",
        "Calories": "85 кКал",
        "Proteins": "18 г",
        "Fats": "1,7 г",
        "Urglevodi": "3,3 г"
    },
    {
        "Title": "Творог 1,8% [Пятерочка]",
        "Calories": "93 кКал",
        "Proteins": "18 г",
        "Fats": "1,8 г",
        "Urglevodi": "1,3 г"
    },
    {
        "Title": "Творог 5% [Пятерочка]",
        "Calories": "121 кКал",
        "Proteins": "16 г",
        "Fats": "5 г",
        "Urglevodi": "3 г"
    },
    {
        "Title": "Творог 9% [Пятерочка]",
        "Calories": "160 кКал",
        "Proteins": "16 г",
        "Fats": "9 г",
        "Urglevodi": "3 г"
    },
    {
        "Title": "Творожная Запеканка с Изюмом [Пятерочка]",
        "Calories": "243 кКал",
        "Proteins": "14 г",
        "Fats": "6,9 г",
        "Urglevodi": "31 г"
    },
    {
        "Title": "Томатная Паста [Пятерочка]",
        "Calories": "82 кКал",
        "Proteins": "4,7 г",
        "Fats": "0,4 г",
        "Urglevodi": "14,9 г"
    },
    {
        "Title": "Торнадо Энергетик [Пятерочка]",
        "Calories": "55 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "13,5 г"
    },
    {
        "Title": "Треска [Пятерочка]",
        "Calories": "73 кКал",
        "Proteins": "16 г",
        "Fats": "1 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Турновер с Ветчиной и Сыром [Пятерочка]",
        "Calories": "370 кКал",
        "Proteins": "8 г",
        "Fats": "26 г",
        "Urglevodi": "27 г"
    },
    {
        "Title": "Турновер с Картофелем и Грибами [Пятерочка]",
        "Calories": "327 кКал",
        "Proteins": "5 г",
        "Fats": "20 г",
        "Urglevodi": "32 г"
    },
    {
        "Title": "Тыква Баттернат [Пятерочка]",
        "Calories": "45 кКал",
        "Proteins": "1 г",
        "Fats": "0,1 г",
        "Urglevodi": "9,7 г"
    },
    {
        "Title": "Уголок с Творожной Начинкой [Пятерочка]",
        "Calories": "319 кКал",
        "Proteins": "8,5 г",
        "Fats": "12,8 г",
        "Urglevodi": "42,3 г"
    },
    {
        "Title": "Уголок с Яблочной Начинкой [Пятерочка]",
        "Calories": "311 кКал",
        "Proteins": "4,8 г",
        "Fats": "10,5 г",
        "Urglevodi": "49,1 г"
    },
    {
        "Title": "Улитка Греческая с Курицей и Картофелем [Пятерочка]",
        "Calories": "226 кКал",
        "Proteins": "8,7 г",
        "Fats": "6,7 г",
        "Urglevodi": "32,6 г"
    },
    {
        "Title": "Улитка Греческая с Мясом [Пятерочка]",
        "Calories": "345 кКал",
        "Proteins": "8 г",
        "Fats": "18,5 г",
        "Urglevodi": "35,8 г"
    },
    {
        "Title": "Улитка Греческая с Творогом [Пятерочка]",
        "Calories": "338 кКал",
        "Proteins": "8,1 г",
        "Fats": "16,5 г",
        "Urglevodi": "38,4 г"
    },
    {
        "Title": "Улитка Греческая со Шпинатом и Сыром [Пятерочка]",
        "Calories": "248 кКал",
        "Proteins": "7,6 г",
        "Fats": "9,2 г",
        "Urglevodi": "33,6 г"
    },
    {
        "Title": "Улитка Косичка Картофель Бекон Шпинат [Пятерочка]",
        "Calories": "248 кКал",
        "Proteins": "7,6 г",
        "Fats": "9,2 г",
        "Urglevodi": "33,6 г"
    },
    {
        "Title": "Улитка Косичка Курица/Рис/Овощи [Пятерочка]",
        "Calories": "231 кКал",
        "Proteins": "8 г",
        "Fats": "6,5 г",
        "Urglevodi": "35 г"
    },
    {
        "Title": "Улитка Косичка Сыр Картофель Бекон [Пятерочка]",
        "Calories": "230 кКал",
        "Proteins": "9 г",
        "Fats": "7,5 г",
        "Urglevodi": "31,5 г"
    },
    {
        "Title": "Улитка с Кремом и Корицей [Пятерочка]",
        "Calories": "280 кКал",
        "Proteins": "5,5 г",
        "Fats": "12 г",
        "Urglevodi": "40 г"
    },
    {
