Продукт,Калорийность,Белки,Жиры,Углеводы
Фасоль мотыльковая (mothbeans),343 кКал,"22,94 г","1,61 г","61,52 г"
"Фасоль мотыльковая (mothbeans), вареная, без соли",117 кКал,"7,81 г","0,55 г","20,96 г"
"Фасоль мотыльковая (mothbeans), вареная, с солью",117 кКал,"7,81 г","0,55 г","20,96 г"
"Фасоль пинто (пёстрая), зрелая",347 кКал,"21,42 г","1,23 г","47,05 г"
"Фасоль пинто (пёстрая), зрелая, вареная, без соли",143 кКал,"9,01 г","0,65 г","17,22 г"
"Фасоль пинто (пёстрая), зрелая, вареная, с солью",143 кКал,"9,01 г","0,65 г","17,22 г"
"Фасоль пинто (пёстрая), зрелая, консервированная",82 кКал,"4,6 г","0,56 г","10,58 г"
"Фасоль пинто (пёстрая), зрелая, консервированная, с пониженным содержанием соли",82 кКал,"4,6 г","0,56 г","10,58 г"
"Фасоль пинто (пёстрая), зрелая, консервированная, содержимое без жидкости, промытая водой",117 кКал,"7,04 г","0,97 г","20,77 г"
"Фасоль пинто (пёстрая), зрелые проросшие семена",62 кКал,"5,25 г","0,9 г","11,6 г"
"Фасоль пинто (пёстрая), зрелые проросшие семена, вареные, без соли",22 кКал,"1,86 г","0,32 г","4,1 г"
"Фасоль пинто (пёстрая), зрелые проросшие семена, вареные, с солью",20 кКал,"1,86 г","0,32 г","3,5 г"
"Фасоль пинто (пёстрая), консервированная, содержимое без жидкости",114 кКал,"6,99 г","0,9 г","14,72 г"
"Фасоль пинто (пёстрая), незрелые семена, замороженная",170 кКал,"9,8 г","0,5 г","26,8 г"
"Фасоль пинто (пёстрая), незрелые семена, замороженная, вареная, без соли",162 кКал,"9,31 г","0,48 г","25,47 г"
"Фасоль пинто (пёстрая), незрелые семена, замороженные, вареные, с солью",162 кКал,"9,31 г","0,48 г","25,47 г"
"Фасоль розовая, зрелые семена",343 кКал,"20,96 г","1,13 г","51,49 г"
"Фасоль розовая, зрелые семена, вареная, без соли",149 кКал,"9,06 г","0,49 г","22,61 г"
"Фасоль розовая, зрелые семена, вареная, с солью",149 кКал,"9,06 г","0,49 г","22,61 г"
Фасоль стручковая,23 кКал,"2,5 г","0,3 г",3 г
"Фасоль стручковая шелли, консервированная",30 кКал,"1,76 г","0,19 г","2,79 г"
"Фасоль стручковая, желтая",31 кКал,"1,82 г","0,12 г","3,73 г"
"Фасоль стручковая, желтая, вареная, без соли",35 кКал,"1,89 г","0,28 г","4,58 г"
"Фасоль стручковая, желтая, вареная, с солью",35 кКал,"1,89 г","0,28 г","4,58 г"
"Фасоль стручковая, желтая, замороженная",33 кКал,"1,8 г","0,21 г","4,78 г"
"Фасоль стручковая, желтая, замороженная, вареная, без соли",28 кКал,"1,49 г","0,17 г","3,45 г"
"Фасоль стручковая, желтая, замороженная, вареная, с солью",28 кКал,"1,49 г","0,17 г","3,45 г"
"Фасоль стручковая, желтая, консервированная",15 кКал,"0,8 г","0,1 г",2 г
"Фасоль стручковая, желтая, консервированная, без соли",15 кКал,"0,8 г","0,1 г",2 г
"Фасоль стручковая, зеленая",31 кКал,"1,83 г","0,22 г","4,27 г"
"Фасоль стручковая, зеленая, вареная, без соли",35 кКал,"1,89 г","0,28 г","4,68 г"
"Фасоль стручковая, зеленая, вареная, замороженная, без соли",28 кКал,"1,49 г","0,17 г","3,45 г"
"Фасоль стручковая, зеленая, вареная, с солью",35 кКал,"1,89 г","0,28 г","4,68 г"
"Фасоль стручковая, зеленая, замороженная",33 кКал,"1,79 г","0,21 г","4,94 г"
"Фасоль стручковая, зеленая, замороженная, вареная, с солью",28 кКал,"1,49 г","0,17 г","3,45 г"
"Фасоль стручковая, зеленая, замороженная, приготовленная в микороволновке",33 кКал,"1,98 г","0,41 г","3,58 г"
"Фасоль стручковая, зеленая, консервированная",15 кКал,"0,72 г","0,17 г","1,77 г"
"Фасоль стручковая, зеленая, консервированная, без соли",15 кКал,"0,8 г","0,1 г",2 г
"Фасоль стручковая, зеленая, консервированная, без соли, содержимое без жидкости",22 кКал,"1,12 г","0,46 г","2,42 г"
"Фасоль стручковая, зеленая, консервированная, содержимое без жидкости",21 кКал,"1,05 г","0,41 г","2,29 г"
"Фасоль стручковая, зеленая, приготовленная в микроволновке",33 кКал,"2,31 г","0,5 г","3,01 г"
"Фасоль стручковая, консервированная, без соли, содержимое без жидкости",20 кКал,"1,15 г","0,1 г","3,2 г"
"Фасоль стручковая, консервированная, со специями",16 кКал,"0,83 г","0,2 г","1,99 г"
"Фасоль стручковая, консервированная, содержимое без жидкости",20 кКал,"1,15 г","0,1 г","3,2 г"
Фасоль стручковая. Консервы,16 кКал,"1,2 г","0,1 г","2,4 г"
"Фасоль французская, зрелые семена, вареная, без соли",129 кКал,"7,05 г","0,76 г","14,62 г"
"Фасоль французская, зрелые семена, вареная, с солью",129 кКал,"7,05 г","0,76 г","14,62 г"
"Фасоль французская, зрелые семена, сырая",343 кКал,"18,81 г","2,02 г","38,91 г"
"Фасоль черная черепаха, зрелые семена",339 кКал,"21,25 г","0,9 г","47,75 г"
"Фасоль черная черепаха, зрелые семена, вареная без соли",130 кКал,"8,18 г","0,35 г","16,05 г"
"Фасоль черная черепаха, зрелые семена, вареная с солью",130 кКал,"8,18 г","0,35 г","16,05 г"
"Фасоль черная черепаха, зрелые семена, консервированная",91 кКал,"6,03 г","0,29 г","9,65 г"
"Фасоль черная, зрелые семена",341 кКал,"21,6 г","1,42 г","46,86 г"
"Фасоль черная, зрелые семена, вареная, без соли",132 кКал,"8,86 г","0,54 г","15,01 г"
"Фасоль черная, зрелые семена, вареная, с солью",132 кКал,"8,86 г","0,54 г","15,01 г"
"Фасоль черная, зрелые семена, консервированная, со сниженным содержанием натрия",91 кКал,"6,03 г","0,29 г","9,65 г"
"Фасоль черный глаз (коровий горох, вигна китайская), зрелая",336 кКал,"23,52 г","1,26 г","49,43 г"
"Фасоль черный глаз (коровий горох, вигна китайская), зрелая, вареная, без соли",116 кКал,"7,73 г","0,53 г","14,26 г"
"Фасоль черный глаз (коровий горох, вигна китайская), зрелая, вареная, с солью",116 кКал,"7,73 г","0,53 г","14,26 г"
"Фасоль черный глаз (коровий горох, вигна китайская), зрелая, консервированная",77 кКал,"4,74 г","0,55 г","10,33 г"
"Фасоль черный глаз (коровий горох, вигна китайская), зрелая, консервированная со свининой",83 кКал,"2,74 г","1,6 г","13,23 г"
"Фасоль черный глаз (коровий горох, вигна китайская), незрелая, вареная",90 кКал,"2,95 г","0,35 г","13,83 г"
"Фасоль черный глаз (коровий горох, вигна китайская), незрелая, вареная, без соли",97 кКал,"3,17 г","0,38 г","15,32 г"
"Фасоль черный глаз (коровий горох, вигна китайская), незрелая, вареная, с солью",94 кКал,"3,17 г","0,38 г","14,73 г"
"Фасоль черный глаз (коровий горох, вигна китайская), незрелая, замороженная",139 кКал,"8,98 г","0,7 г","20,13 г"
"Фасоль черный глаз (коровий горох, вигна китайская), незрелая, замороженная, вареная, без соли",132 кКал,"8,49 г","0,66 г","17,36 г"
"Фасоль черный глаз (коровий горох, вигна китайская), незрелая, замороженная, вареная, с солью",131 кКал,"8,49 г","0,66 г","17,1 г"
"Фасоль, запеченная, домашнего приготоления",155 кКал,"5,54 г","5,15 г","16,13 г"
"Фасоль, запеченная, консервированная, обычная или вегетарианская",94 кКал,"4,75 г","0,37 г","17,04 г"
"Фасоль, запеченная, консервированная, с говядиной",121 кКал,"6,38 г","3,45 г","16,91 г"
"Фасоль, запеченная, консервированная, с сосисками",142 кКал,"6,75 г","6,57 г","8,49 г"
"Фасоль, запеченная, консервированная, со свининой",106 кКал,"5,19 г","1,55 г","14,49 г"
"Фасоль, запеченная, консервированная, со свининой, с сладким соусом",105 кКал,"4,52 г","0,89 г","17,17 г"
"Фасоль, запеченная, консервированная, со свининой, с томатным соусом",94 кКал,"5,15 г","0,93 г","14,69 г"
"Фасоль, зерно",298 кКал,21 г,2 г,47 г
"Фасоль, чили, барбекю, приготовленная, в стиле ранчо",97 кКал,5 г,1 г,"12,7 г"
"Фунчоза (лапша из крахмала бобов мунг), сухая",351 кКал,"0,16 г","0,06 г","85,59 г"
Хумус,237 кКал,"7,78 г","17,82 г","9,5 г"
"Хумус, домашнего приготовления",177 кКал,"4,86 г","8,59 г","16,12 г"
"Цыпленок, из заменителя мяса",224 кКал,"23,64 г","12,73 г","0,04 г"
"Цыпленок, из заменителя мяса, жареный, в панировке",234 кКал,"21,28 г","12,77 г","4,21 г"
Чечевица,352 кКал,"24,63 г","1,06 г","52,65 г"
"Чечевица проросшая, вареная, без соли",101 кКал,"8,8 г","0,45 г","21,25 г"
"Чечевица проросшая, жареная, с солью",101 кКал,"8,8 г","0,45 г","21,25 г"
"Чечевица проросшая, сырая",106 кКал,"8,96 г","0,55 г","22,14 г"
"Чечевица, зерно",295 кКал,24 г,"1,5 г","46,3 г"
"Чечевица, зрелые семена, вареная, без соли",116 кКал,"9,02 г","0,38 г","12,23 г"
"Чечевица, зрелые семена, вареная, с солью",114 кКал,"9,02 г","0,38 г","11,64 г"
"Чечевица, розовая",358 кКал,"23,91 г","2,17 г","52,3 г"
"Чили с бобами, консервированные",103 кКал,"6,12 г","3,76 г","9,94 г"
Чина,286 кКал,"24,4 г","2,2 г","41,3 г"
"Эдамамэ, варёные соевые бобы в стручках, замороженные, неприготовленные",109 кКал,"11,22 г","4,73 г","2,81 г"
"Эдамамэ, варёные соевые бобы в стручках, замороженные, приготовленные",121 кКал,"11,91 г","5,2 г","3,71 г"
[
    {
        "Title": "LOMA LINDA Большие сосиски, низкожирные, консервированные, неприготовленные",
        "Calories": "154 кКал",
        "Proteins": "23,1 г",
        "Fats": "4,7 г",
        "Urglevodi": "4,9 г"
    },
    {
        "Title": "MORI-NU, Тофу, мягкий, шелковый",
        "Calories": "55 кКал",
        "Proteins": "4,8 г",
        "Fats": "2,7 г",
        "Urglevodi": "2,9 г"
    },
    {
        "Title": "MORI-NU, Тофу, твердый, шелковый",
        "Calories": "62 кКал",
        "Proteins": "6,9 г",
        "Fats": "2,7 г",
        "Urglevodi": "2,4 г"
    },
    {
        "Title": "MORI-NU, Тофу, экстра твердый, шелковый",
        "Calories": "55 кКал",
        "Proteins": "7,4 г",
        "Fats": "1,9 г",
        "Urglevodi": "2 г"
    },
    {
        "Title": "Арахис",
        "Calories": "552 кКал",
        "Proteins": "26,3 г",
        "Fats": "45,2 г",
        "Urglevodi": "9,9 г"
    },
    {
        "Title": "Арахис",
        "Calories": "567 кКал",
        "Proteins": "25,8 г",
        "Fats": "49,24 г",
        "Urglevodi": "7,63 г"
    },
    {
        "Title": "Арахис валенсия",
        "Calories": "570 кКал",
        "Proteins": "25,09 г",
        "Fats": "47,58 г",
        "Urglevodi": "12,21 г"
    },
    {
        "Title": "Арахис валенсия жаренный на масле, без соли",
        "Calories": "589 кКал",
        "Proteins": "27,04 г",
        "Fats": "51,24 г",
        "Urglevodi": "7,4 г"
    },
    {
        "Title": "Арахис валенсия жареный на масле, с солью",
        "Calories": "589 кКал",
        "Proteins": "27,04 г",
        "Fats": "51,24 г",
        "Urglevodi": "7,4 г"
    },
    {
        "Title": "Арахис вареный, с солью",
        "Calories": "318 кКал",
        "Proteins": "13,5 г",
        "Fats": "22,01 г",
        "Urglevodi": "12,46 г"
    },
    {
        "Title": "Арахис вирджиния",
        "Calories": "563 кКал",
        "Proteins": "25,19 г",
        "Fats": "48,75 г",
        "Urglevodi": "8,04 г"
    },
    {
        "Title": "Арахис вирджиния жареный на масле, без соли",
        "Calories": "578 кКал",
        "Proteins": "25,87 г",
        "Fats": "48,62 г",
        "Urglevodi": "10,96 г"
    },
    {
        "Title": "Арахис вирджиния, жареный на масле, с солью",
        "Calories": "578 кКал",
        "Proteins": "25,87 г",
        "Fats": "48,62 г",
        "Urglevodi": "10,96 г"
    },
    {
        "Title": "Арахис жареный",
        "Calories": "626 кКал",
        "Proteins": "26 г",
        "Fats": "52 г",
        "Urglevodi": "13,4 г"
    },
    {
        "Title": "Арахис жареный без масла, без соли",
        "Calories": "587 кКал",
        "Proteins": "24,35 г",
        "Fats": "49,66 г",
        "Urglevodi": "12,86 г"
    },
    {
        "Title": "Арахис жареный без масла, с солью",
        "Calories": "587 кКал",
        "Proteins": "24,35 г",
        "Fats": "49,66 г",
        "Urglevodi": "12,86 г"
    },
    {
        "Title": "Арахис жареный на масле, без соли",
        "Calories": "599 кКал",
        "Proteins": "28,03 г",
        "Fats": "52,5 г",
        "Urglevodi": "5,86 г"
    },
    {
        "Title": "Арахис жареный на масле, с солью",
        "Calories": "599 кКал",
        "Proteins": "28,03 г",
        "Fats": "52,5 г",
        "Urglevodi": "5,86 г"
    },
    {
        "Title": "Арахис испанский",
        "Calories": "570 кКал",
        "Proteins": "26,15 г",
        "Fats": "49,6 г",
        "Urglevodi": "6,33 г"
    },
    {
        "Title": "Арахис испанский, жареный на масле, без соли",
        "Calories": "579 кКал",
        "Proteins": "28,01 г",
        "Fats": "49,04 г",
        "Urglevodi": "8,55 г"
    },
    {
        "Title": "Арахис испанский, жареный на масле, с солью",
        "Calories": "579 кКал",
        "Proteins": "28,01 г",
        "Fats": "49,04 г",
        "Urglevodi": "8,55 г"
    },
    {
        "Title": "Арахисовая мука обезжиренная",
        "Calories": "327 кКал",
        "Proteins": "52,2 г",
        "Fats": "0,55 г",
        "Urglevodi": "18,9 г"
    },
    {
        "Title": "Арахисовая мука с низким содерж. жира",
        "Calories": "428 кКал",
        "Proteins": "33,8 г",
        "Fats": "21,9 г",
        "Urglevodi": "15,47 г"
    },
    {
        "Title": "Арахисовая паста без соли",
        "Calories": "598 кКал",
        "Proteins": "22,21 г",
        "Fats": "51,36 г",
        "Urglevodi": "17,31 г"
    },
    {
        "Title": "Арахисовая паста обогащенная витаминами и минералами",
        "Calories": "591 кКал",
        "Proteins": "25,72 г",
        "Fats": "50,81 г",
        "Urglevodi": "13,15 г"
    },
    {
        "Title": "Арахисовая паста с кусочками орехов, без соли",
        "Calories": "589 кКал",
        "Proteins": "24,06 г",
        "Fats": "49,94 г",
        "Urglevodi": "13,57 г"
    },
    {
        "Title": "Арахисовая паста с кусочками орехов, обогащенное витаминами и минералами",
        "Calories": "593 кКал",
        "Proteins": "26,06 г",
        "Fats": "51,47 г",
        "Urglevodi": "11,99 г"
    },
    {
        "Title": "Арахисовая паста с кусочками орехов, с солью",
        "Calories": "589 кКал",
        "Proteins": "24,06 г",
        "Fats": "49,94 г",
        "Urglevodi": "13,57 г"
    },
    {
        "Title": "Арахисовая паста с омега-3",
        "Calories": "608 кКал",
        "Proteins": "24,47 г",
        "Fats": "54,17 г",
        "Urglevodi": "10,9 г"
    },
    {
        "Title": "Арахисовая паста с пониж. содерж. жира, 34%",
        "Calories": "520 кКал",
        "Proteins": "25,9 г",
        "Fats": "34 г",
        "Urglevodi": "30,45 г"
    },
    {
        "Title": "Арахисовая паста с пониженным содерж. натрия",
        "Calories": "590 кКал",
        "Proteins": "24 г",
        "Fats": "49,9 г",
        "Urglevodi": "15,23 г"
    },
    {
        "Title": "Арахисовая паста с солью",
        "Calories": "598 кКал",
        "Proteins": "22,21 г",
        "Fats": "51,36 г",
        "Urglevodi": "17,31 г"
    },
    {
        "Title": "Арахисовая паста, стандарт США",
        "Calories": "588 кКал",
        "Proteins": "21,93 г",
        "Fats": "49,54 г",
        "Urglevodi": "18,28 г"
    },
    {
        "Title": "Арахисовое масло, паста-спред, с пониженным содерж. сахара",
        "Calories": "650 кКал",
        "Proteins": "24,8 г",
        "Fats": "54,89 г",
        "Urglevodi": "6,43 г"
    },
    {
        "Title": "Бекон, из заменителя мяса (из бобовых)",
        "Calories": "309 кКал",
        "Proteins": "11,69 г",
        "Fats": "29,52 г",
        "Urglevodi": "2,71 г"
    },
    {
        "Title": "Боб садовый (конский) незрелый",
        "Calories": "72 кКал",
        "Proteins": "5,6 г",
        "Fats": "0,6 г",
        "Urglevodi": "7,5 г"
    },
    {
        "Title": "Боб садовый (конский) незрелый, вареный, без соли",
        "Calories": "62 кКал",
        "Proteins": "4,8 г",
        "Fats": "0,5 г",
        "Urglevodi": "6,5 г"
    },
    {
        "Title": "Боб садовый (конский) незрелый, вареный, с солью",
        "Calories": "62 кКал",
        "Proteins": "4,8 г",
        "Fats": "0,5 г",
        "Urglevodi": "10,1 г"
    },
    {
        "Title": "Бобы (фасоль фава)",
        "Calories": "341 кКал",
        "Proteins": "26,12 г",
        "Fats": "1,53 г",
        "Urglevodi": "33,29 г"
    },
    {
        "Title": "Бобы (фасоль фава), вареные, без соли",
        "Calories": "110 кКал",
        "Proteins": "7,6 г",
        "Fats": "0,4 г",
        "Urglevodi": "14,25 г"
    },
    {
        "Title": "Бобы (фасоль фава), вареные, с солью",
        "Calories": "110 кКал",
        "Proteins": "7,6 г",
        "Fats": "0,4 г",
        "Urglevodi": "14,25 г"
    },
    {
        "Title": "Бобы (фасоль фава), консервированные",
        "Calories": "71 кКал",
        "Proteins": "5,47 г",
        "Fats": "0,22 г",
        "Urglevodi": "8,71 г"
    },
    {
        "Title": "Бобы мунг (маш, фасоль золотистая), зрелые семена, вареные, без доб. соли",
        "Calories": "105 кКал",
        "Proteins": "7,02 г",
        "Fats": "0,38 г",
        "Urglevodi": "11,55 г"
    },
    {
        "Title": "Голубиный горох, зрелый",
        "Calories": "343 кКал",
        "Proteins": "21,7 г",
        "Fats": "1,49 г",
        "Urglevodi": "47,78 г"
    },
    {
        "Title": "Голубиный горох, зрелый, вареный, без соли",
        "Calories": "121 кКал",
        "Proteins": "6,76 г",
        "Fats": "0,38 г",
        "Urglevodi": "16,55 г"
    },
    {
        "Title": "Голубиный горох, зрелый, вареный, с солью",
        "Calories": "121 кКал",
        "Proteins": "6,76 г",
        "Fats": "0,38 г",
        "Urglevodi": "16,55 г"
    },
    {
        "Title": "Голубиный горох, неспелый",
        "Calories": "136 кКал",
        "Proteins": "7,2 г",
        "Fats": "1,64 г",
        "Urglevodi": "18,78 г"
    },
    {
        "Title": "Голубиный горох, неспелый, вареный, без соли",
        "Calories": "111 кКал",
        "Proteins": "5,96 г",
        "Fats": "1,36 г",
        "Urglevodi": "15,29 г"
    },
    {
        "Title": "Голубиный горох, неспелый, вареный, с солью",
        "Calories": "111 кКал",
        "Proteins": "5,96 г",
        "Fats": "1,36 г",
        "Urglevodi": "15,29 г"
    },
    {
        "Title": "Горох колотый",
        "Calories": "364 кКал",
        "Proteins": "23,12 г",
        "Fats": "3,89 г",
        "Urglevodi": "39,43 г"
    },
    {
        "Title": "Горох колотый, вареный, без соли",
        "Calories": "118 кКал",
        "Proteins": "8,34 г",
        "Fats": "0,39 г",
        "Urglevodi": "12,8 г"
    },
    {
        "Title": "Горох колотый, вареный, с солью",
        "Calories": "116 кКал",
        "Proteins": "8,34 г",
        "Fats": "0,39 г",
        "Urglevodi": "12,21 г"
    },
    {
        "Title": "Горох лущеный, крупа",
        "Calories": "299 кКал",
        "Proteins": "23 г",
        "Fats": "1,6 г",
        "Urglevodi": "48,1 г"
    },
    {
        "Title": "Горох отварной по 1-296",
        "Calories": "130 кКал",
        "Proteins": "10,5 г",
        "Fats": "0,8 г",
        "Urglevodi": "20,4 г"
    },
    {
        "Title": "Горох отварной с копченой грудинкой по 1-298",
        "Calories": "156 кКал",
        "Proteins": "8,4 г",
        "Fats": "5,7 г",
        "Urglevodi": "17,8 г"
    },
    {
        "Title": "Горох стручковый, вареный, без соли",
        "Calories": "42 кКал",
        "Proteins": "3,27 г",
        "Fats": "0,23 г",
        "Urglevodi": "4,25 г"
    },
    {
        "Title": "Горох стручковый, вареный, с солью",
        "Calories": "40 кКал",
        "Proteins": "3,27 г",
        "Fats": "0,23 г",
        "Urglevodi": "3,66 г"
    },
    {
        "Title": "Горох стручковый, замороженный, вареный, без соли",
        "Calories": "52 кКал",
        "Proteins": "3,5 г",
        "Fats": "0,38 г",
        "Urglevodi": "5,92 г"
    },
    {
        "Title": "Горох стручковый, замороженный, вареный, с солью",
        "Calories": "50 кКал",
        "Proteins": "3,5 г",
        "Fats": "0,38 г",
        "Urglevodi": "5,33 г"
    },
    {
        "Title": "Горох стручковый, замороженный, неприготовленный",
        "Calories": "42 кКал",
        "Proteins": "2,8 г",
        "Fats": "0,3 г",
        "Urglevodi": "4,1 г"
    },
    {
        "Title": "Горох стручковый, свежий",
        "Calories": "42 кКал",
        "Proteins": "2,8 г",
        "Fats": "0,2 г",
        "Urglevodi": "4,95 г"
    },
    {
        "Title": "Горох, зерно цельное",
        "Calories": "298 кКал",
        "Proteins": "20,5 г",
        "Fats": "2 г",
        "Urglevodi": "49,5 г"
    },
    {
        "Title": "Горох, проросшие семена",
        "Calories": "124 кКал",
        "Proteins": "8,8 г",
        "Fats": "0,68 г",
        "Urglevodi": "27,11 г"
    },
    {
        "Title": "Горох, проросшие семена, вареный, без соли",
        "Calories": "98 кКал",
        "Proteins": "7,05 г",
        "Fats": "0,51 г",
        "Urglevodi": "17,08 г"
    },
    {
        "Title": "Горох, проросшие семена, вареный, с солью",
        "Calories": "98 кКал",
        "Proteins": "7,05 г",
        "Fats": "0,51 г",
        "Urglevodi": "17,08 г"
    },
    {
        "Title": "Горошек зелёный",
        "Calories": "81 кКал",
        "Proteins": "5,42 г",
        "Fats": "0,4 г",
        "Urglevodi": "8,75 г"
    },
    {
        "Title": "Горошек зелёный с морковью, консервы",
        "Calories": "38 кКал",
        "Proteins": "2,17 г",
        "Fats": "0,27 г",
        "Urglevodi": "6,48 г"
    },
    {
        "Title": "Горошек зеленый свежий",
        "Calories": "73 кКал",
        "Proteins": "5 г",
        "Fats": "0,2 г",
        "Urglevodi": "12,8 г"
    },
    {
        "Title": "Горошек зеленый сушеный",
        "Calories": "305 кКал",
        "Proteins": "35 г",
        "Fats": "0,4 г",
        "Urglevodi": "40,5 г"
    },
    {
        "Title": "Горошек зелёный, вареный, без соли",
        "Calories": "84 кКал",
        "Proteins": "5,36 г",
        "Fats": "0,22 г",
        "Urglevodi": "10,13 г"
    },
    {
        "Title": "Горошек зелёный, вареный, с солью",
        "Calories": "84 кКал",
        "Proteins": "5,36 г",
        "Fats": "0,22 г",
        "Urglevodi": "10,13 г"
    },
    {
        "Title": "Горошек зелёный, замороженный",
        "Calories": "77 кКал",
        "Proteins": "5,22 г",
        "Fats": "0,4 г",
        "Urglevodi": "9,12 г"
    },
    {
        "Title": "Горошек зелёный, замороженный, вареный, без соли",
        "Calories": "78 кКал",
        "Proteins": "5,15 г",
        "Fats": "0,27 г",
        "Urglevodi": "9,76 г"
    },
    {
        "Title": "Горошек зелёный, замороженный, вареный, с солью",
        "Calories": "78 кКал",
        "Proteins": "5,15 г",
        "Fats": "0,27 г",
        "Urglevodi": "9,76 г"
    },
    {
        "Title": "Горошек зелёный, консервированный",
        "Calories": "58 кКал",
        "Proteins": "3,01 г",
        "Fats": "0,48 г",
        "Urglevodi": "7,3 г"
    },
    {
        "Title": "Горошек зелёный, консервированный, без  соли",
        "Calories": "53 кКал",
        "Proteins": "3,19 г",
        "Fats": "0,3 г",
        "Urglevodi": "6,45 г"
    },
    {
        "Title": "Горошек зелёный, консервированный, без соли, содержимое без жидкости",
        "Calories": "69 кКал",
        "Proteins": "4,42 г",
        "Fats": "0,35 г",
        "Urglevodi": "8,48 г"
    },
    {
        "Title": "Горошек зелёный, консервированный, со специями",
        "Calories": "50 кКал",
        "Proteins": "3,09 г",
        "Fats": "0,27 г",
        "Urglevodi": "7,25 г"
    },
    {
        "Title": "Горошек зелёный, консервированный, содержимое без жидкости",
        "Calories": "68 кКал",
        "Proteins": "4,47 г",
        "Fats": "0,8 г",
        "Urglevodi": "6,46 г"
    },
    {
        "Title": "Горошек зелёный, консервированный, содержимое без жидкости, промытый водой",
        "Calories": "71 кКал",
        "Proteins": "4,33 г",
        "Fats": "0,95 г",
        "Urglevodi": "11,82 г"
    },
    {
        "Title": "Горошек зеленый. Консервы",
        "Calories": "40 кКал",
        "Proteins": "3,1 г",
        "Fats": "0,2 г",
        "Urglevodi": "6,5 г"
    },
    {
        "Title": "Ёкан, желе из бобов адзуки (японский десерт)",
        "Calories": "260 кКал",
        "Proteins": "3,29 г",
        "Fats": "0,12 г",
        "Urglevodi": "60,72 г"
    },
    {
        "Title": "Заменитель мяса",
        "Calories": "311 кКал",
        "Proteins": "41,71 г",
        "Fats": "2,97 г",
        "Urglevodi": "17,21 г"
    },
    {
        "Title": "Запеченные бобы, консервированные, без доб. соли",
        "Calories": "105 кКал",
        "Proteins": "4,8 г",
        "Fats": "0,4 г",
        "Urglevodi": "14,99 г"
    },
    {
        "Title": "Камедь бобов рожкового дерева",
        "Calories": "222 кКал",
        "Proteins": "4,62 г",
        "Fats": "0,65 г",
        "Urglevodi": "49,08 г"
    },
    {
        "Title": "Колбаса, из заменителя мяса",
        "Calories": "255 кКал",
        "Proteins": "20,28 г",
        "Fats": "18,16 г",
        "Urglevodi": "5,29 г"
    },
    {
        "Title": "Кормовые бобы, в стучках",
        "Calories": "88 кКал",
        "Proteins": "7,92 г",
        "Fats": "0,73 г",
        "Urglevodi": "10,13 г"
    },
    {
        "Title": "Коровий горох (вигна китайская), catjang, зрелый",
        "Calories": "343 кКал",
        "Proteins": "23,85 г",
        "Fats": "2,07 г",
        "Urglevodi": "48,94 г"
    },
    {
        "Title": "Коровий горох (вигна китайская), catjang, зрелый, вареный, без соли",
        "Calories": "117 кКал",
        "Proteins": "8,13 г",
        "Fats": "0,71 г",
        "Urglevodi": "16,72 г"
    },
    {
        "Title": "Коровий горох (вигна китайская), catjang, зрелый, вареный, с солью",
        "Calories": "117 кКал",
        "Proteins": "8,13 г",
        "Fats": "0,71 г",
        "Urglevodi": "16,72 г"
    },
    {
        "Title": "Коровий горох (вигна китайская), листья",
        "Calories": "29 кКал",
        "Proteins": "4,1 г",
        "Fats": "0,25 г",
        "Urglevodi": "4,82 г"
    },
    {
        "Title": "Коровий горох (вигна китайская), листья, вареные, без соли",
        "Calories": "22 кКал",
        "Proteins": "4,67 г",
        "Fats": "0,1 г",
        "Urglevodi": "2,8 г"
    },
    {
        "Title": "Коровий горох (вигна китайская), листья, вареные, с солью",
        "Calories": "22 кКал",
        "Proteins": "4,67 г",
        "Fats": "0,1 г",
        "Urglevodi": "2,8 г"
    },
    {
        "Title": "Коровий горох (вигна китайская), молодые стручки с семенами, вареные, без соли",
        "Calories": "34 кКал",
        "Proteins": "2,6 г",
        "Fats": "0,3 г",
        "Urglevodi": "7 г"
    },
    {
        "Title": "Коровий горох (вигна китайская), молодые стручки с семенами, вареные, с солью",
        "Calories": "34 кКал",
        "Proteins": "2,6 г",
        "Fats": "0,3 г",
        "Urglevodi": "7 г"
    },
    {
        "Title": "Коровий горох (вигна китайская), молодые стручки с семенами, сырые",
        "Calories": "44 кКал",
        "Proteins": "3,3 г",
        "Fats": "0,3 г",
        "Urglevodi": "6,2 г"
    },
    {
        "Title": "Крылатые бобы (спаржевый горох, квадратный горох), зрелые",
        "Calories": "409 кКал",
        "Proteins": "29,65 г",
        "Fats": "16,32 г",
        "Urglevodi": "15,81 г"
    },
    {
        "Title": "Крылатые бобы (спаржевый горох, квадратный горох), зрелые, вареные, вареная, без соли",
        "Calories": "147 кКал",
        "Proteins": "10,62 г",
        "Fats": "5,84 г",
        "Urglevodi": "14,94 г"
    },
    {
        "Title": "Крылатые бобы (спаржевый горох, квадратный горох), зрелые, вареные, с солью",
        "Calories": "147 кКал",
        "Proteins": "10,62 г",
        "Fats": "5,84 г",
        "Urglevodi": "14,94 г"
    },
    {
        "Title": "Крылатые бобы (спаржевый горох, квадратный горох), клубни, сырые",
        "Calories": "148 кКал",
        "Proteins": "11,6 г",
        "Fats": "0,9 г",
        "Urglevodi": "28,1 г"
    },
    {
