Продукт,Калорийность,Белки,Жиры,Углеводы
        "Fats": "3,3 г",
        "Urglevodi": "7,3 г"
    },
    {
        "Title": "Жаркое из фаршированной свинины",
        "Calories": "102 кКал",
        "Proteins": "3,3 г",
        "Fats": "6,7 г",
        "Urglevodi": "7,6 г"
    },
    {
        "Title": "Жаркое из цыплят и субпродуктов кур",
        "Calories": "280,9 кКал",
        "Proteins": "14,6 г",
        "Fats": "21,7 г",
        "Urglevodi": "7,2 г"
    },
    {
        "Title": "Жаркое по-гусарски",
        "Calories": "153,6 кКал",
        "Proteins": "13,4 г",
        "Fats": "9,8 г",
        "Urglevodi": "3,1 г"
    },
    {
        "Title": "Жаркое по-домашнему",
        "Calories": "248 кКал",
        "Proteins": "16,2 г",
        "Fats": "13,8 г",
        "Urglevodi": "15,7 г"
    },
    {
        "Title": "Жаркое с грибами по-русски",
        "Calories": "205,4 кКал",
        "Proteins": "11,2 г",
        "Fats": "13,8 г",
        "Urglevodi": "9,8 г"
    },
    {
        "Title": "Запеканка из икры частиковых рыб (национальное блюдо народов Севера)",
        "Calories": "122,8 кКал",
        "Proteins": "8,3 г",
        "Fats": "5,1 г",
        "Urglevodi": "11,7 г"
    },
    {
        "Title": "Запеканка из кабачков",
        "Calories": "142,3 кКал",
        "Proteins": "5,2 г",
        "Fats": "12,1 г",
        "Urglevodi": "3,3 г"
    },
    {
        "Title": "Запеканка из лапши со смородиной",
        "Calories": "164,4 кКал",
        "Proteins": "4,5 г",
        "Fats": "6,1 г",
        "Urglevodi": "24,3 г"
    },
    {
        "Title": "Запеканка из макарон с творогом",
        "Calories": "241,8 кКал",
        "Proteins": "11,6 г",
        "Fats": "9,2 г",
        "Urglevodi": "30 г"
    },
    {
        "Title": "Запеканка из отварного картофеля",
        "Calories": "133 кКал",
        "Proteins": "2,8 г",
        "Fats": "10,5 г",
        "Urglevodi": "7,2 г"
    },
    {
        "Title": "Запеканка из риса с ревенем",
        "Calories": "155,3 кКал",
        "Proteins": "3,3 г",
        "Fats": "6,2 г",
        "Urglevodi": "23,1 г"
    },
    {
        "Title": "Запеканка из спаржи и риса",
        "Calories": "137,5 кКал",
        "Proteins": "2,7 г",
        "Fats": "9,2 г",
        "Urglevodi": "11,7 г"
    },
    {
        "Title": "Запеканка из творога",
        "Calories": "299,7 кКал",
        "Proteins": "12,4 г",
        "Fats": "20,8 г",
        "Urglevodi": "16,7 г"
    },
    {
        "Title": "Запеканка из творога и гречневой крупы",
        "Calories": "168,3 кКал",
        "Proteins": "7,2 г",
        "Fats": "7,3 г",
        "Urglevodi": "19,6 г"
    },
    {
        "Title": "Запеканка из тыквы",
        "Calories": "227,8 кКал",
        "Proteins": "4,4 г",
        "Fats": "12,9 г",
        "Urglevodi": "25 г"
    },
    {
        "Title": "Запеканка из цветной капусты с сыром",
        "Calories": "160,7 кКал",
        "Proteins": "6,4 г",
        "Fats": "12,3 г",
        "Urglevodi": "6,6 г"
    },
    {
        "Title": "Запеканка из черного хлеба",
        "Calories": "180,3 кКал",
        "Proteins": "2,3 г",
        "Fats": "11,6 г",
        "Urglevodi": "17,9 г"
    },
    {
        "Title": "Запеканка из яблок",
        "Calories": "147,7 кКал",
        "Proteins": "0,3 г",
        "Fats": "8 г",
        "Urglevodi": "19,9 г"
    },
    {
        "Title": "Запеканка капустная",
        "Calories": "161,6 кКал",
        "Proteins": "6,8 г",
        "Fats": "12,9 г",
        "Urglevodi": "4,9 г"
    },
    {
        "Title": "Запеканка картофельная или рулет картофельный с мясом или субпродуктами",
        "Calories": "180,3 кКал",
        "Proteins": "10,6 г",
        "Fats": "9,9 г",
        "Urglevodi": "13,1 г"
    },
    {
        "Title": "Запеканка морковная с творогом и без творога",
        "Calories": "192,6 кКал",
        "Proteins": "6,9 г",
        "Fats": "13,4 г",
        "Urglevodi": "12 г"
    },
    {
        "Title": "Запеканка овощная",
        "Calories": "90 кКал",
        "Proteins": "3 г",
        "Fats": "6,7 г",
        "Urglevodi": "4,8 г"
    },
    {
        "Title": "Запеканка рисовая с творогом",
        "Calories": "200,3 кКал",
        "Proteins": "4,5 г",
        "Fats": "8,8 г",
        "Urglevodi": "27,4 г"
    },
    {
        "Title": "Запеканка рисовая, манная, пшенная, пшеничная",
        "Calories": "147,8 кКал",
        "Proteins": "3,3 г",
        "Fats": "6,3 г",
        "Urglevodi": "20,8 г"
    },
    {
        "Title": "Запеканка со свежими плодами",
        "Calories": "157,8 кКал",
        "Proteins": "3 г",
        "Fats": "2,6 г",
        "Urglevodi": "32,6 г"
    },
    {
        "Title": "Запеченная маринованная курица",
        "Calories": "201,9 кКал",
        "Proteins": "10,3 г",
        "Fats": "16,8 г",
        "Urglevodi": "2,6 г"
    },
    {
        "Title": "Запеченная цветная капуста",
        "Calories": "99 кКал",
        "Proteins": "3,8 г",
        "Fats": "7,9 г",
        "Urglevodi": "3,4 г"
    },
    {
        "Title": "Запеченные творожные клецки",
        "Calories": "214,1 кКал",
        "Proteins": "10 г",
        "Fats": "17 г",
        "Urglevodi": "5,6 г"
    },
    {
        "Title": "Заячьи шкурки",
        "Calories": "35,9 кКал",
        "Proteins": "1,6 г",
        "Fats": "0,5 г",
        "Urglevodi": "6,6 г"
    },
    {
        "Title": "Зразы донские",
        "Calories": "337,1 кКал",
        "Proteins": "19,1 г",
        "Fats": "11,3 г",
        "Urglevodi": "42,5 г"
    },
    {
        "Title": "Зразы картофельные",
        "Calories": "189,7 кКал",
        "Proteins": "4,5 г",
        "Fats": "12,4 г",
        "Urglevodi": "16 г"
    },
    {
        "Title": "Зразы картофельные с фаршем из пасты \"Океан\"",
        "Calories": "174,8 кКал",
        "Proteins": "5,5 г",
        "Fats": "10,7 г",
        "Urglevodi": "15 г"
    },
    {
        "Title": "Зразы отбивные",
        "Calories": "266,2 кКал",
        "Proteins": "24,4 г",
        "Fats": "15,2 г",
        "Urglevodi": "8,5 г"
    },
    {
        "Title": "Зразы рубленые",
        "Calories": "303,4 кКал",
        "Proteins": "18,1 г",
        "Fats": "20,7 г",
        "Urglevodi": "11,9 г"
    },
    {
        "Title": "Зразы рыбные с черносливом по-российски",
        "Calories": "122 кКал",
        "Proteins": "13,8 г",
        "Fats": "3,4 г",
        "Urglevodi": "9,7 г"
    },
    {
        "Title": "Имам баилди",
        "Calories": "153,2 кКал",
        "Proteins": "8,2 г",
        "Fats": "11,7 г",
        "Urglevodi": "4,2 г"
    },
    {
        "Title": "Имбирно-медовый цыпленок",
        "Calories": "193,1 кКал",
        "Proteins": "14,5 г",
        "Fats": "11,1 г",
        "Urglevodi": "9,5 г"
    },
    {
        "Title": "Индейка с грибами",
        "Calories": "221,4 кКал",
        "Proteins": "10,5 г",
        "Fats": "11,9 г",
        "Urglevodi": "19,3 г"
    },
    {
        "Title": "Кабачки и цветная капуста, запеченные под соусом",
        "Calories": "179,7 кКал",
        "Proteins": "2,8 г",
        "Fats": "16 г",
        "Urglevodi": "6,6 г"
    },
    {
        "Title": "Кабачки с помидорами",
        "Calories": "104,4 кКал",
        "Proteins": "1,3 г",
        "Fats": "8,1 г",
        "Urglevodi": "7,1 г"
    },
    {
        "Title": "Кабачки улыбаются",
        "Calories": "57,5 кКал",
        "Proteins": "1,4 г",
        "Fats": "2,9 г",
        "Urglevodi": "6,9 г"
    },
    {
        "Title": "Кабачки фаршированные в томатном соку",
        "Calories": "47,1 кКал",
        "Proteins": "1,6 г",
        "Fats": "0,4 г",
        "Urglevodi": "10 г"
    },
    {
        "Title": "Кабачки фаршированные мясом",
        "Calories": "115,9 кКал",
        "Proteins": "5,5 г",
        "Fats": "8,8 г",
        "Urglevodi": "3,9 г"
    },
    {
        "Title": "Кабачки, баклажаны, перец или помидоры, фаршированные мясом или рисом",
        "Calories": "154,9 кКал",
        "Proteins": "10 г",
        "Fats": "8,6 г",
        "Urglevodi": "10 г"
    },
    {
        "Title": "Калаатикко (из картофеля)",
        "Calories": "119,4 кКал",
        "Proteins": "4 г",
        "Fats": "8,4 г",
        "Urglevodi": "7,5 г"
    },
    {
        "Title": "Калитки картофельные",
        "Calories": "157,1 кКал",
        "Proteins": "3,4 г",
        "Fats": "8,1 г",
        "Urglevodi": "18,9 г"
    },
    {
        "Title": "Кальмары жареные",
        "Calories": "174,6 кКал",
        "Proteins": "9,9 г",
        "Fats": "14,4 г",
        "Urglevodi": "1,4 г"
    },
    {
        "Title": "Капуста отварная с маслом или соусом",
        "Calories": "92 кКал",
        "Proteins": "1,7 г",
        "Fats": "7,8 г",
        "Urglevodi": "4,1 г"
    },
    {
        "Title": "Капуста по-охотничьи",
        "Calories": "65,8 кКал",
        "Proteins": "2,3 г",
        "Fats": "2,4 г",
        "Urglevodi": "9,5 г"
    },
    {
        "Title": "Капуста со сметаной в горшочке",
        "Calories": "119,4 кКал",
        "Proteins": "1,6 г",
        "Fats": "11,3 г",
        "Urglevodi": "2,9 г"
    },
    {
        "Title": "Капуста тушеная",
        "Calories": "102,2 кКал",
        "Proteins": "2,7 г",
        "Fats": "5,9 г",
        "Urglevodi": "10,2 г"
    },
    {
        "Title": "Капуста тушеная",
        "Calories": "99,3 кКал",
        "Proteins": "2,6 г",
        "Fats": "5,8 г",
        "Urglevodi": "9,8 г"
    },
    {
        "Title": "Капуста тушеная с грибами",
        "Calories": "132,1 кКал",
        "Proteins": "8,1 г",
        "Fats": "7,8 г",
        "Urglevodi": "7,9 г"
    },
    {
        "Title": "Капуста, тушенная с лимонным соком",
        "Calories": "79,6 кКал",
        "Proteins": "1,1 г",
        "Fats": "5,2 г",
        "Urglevodi": "7,6 г"
    },
    {
        "Title": "Капуста, тушенная со свеклой",
        "Calories": "56,4 кКал",
        "Proteins": "1,7 г",
        "Fats": "2,4 г",
        "Urglevodi": "7,4 г"
    },
    {
        "Title": "Капустные котлеты",
        "Calories": "99,4 кКал",
        "Proteins": "6,4 г",
        "Fats": "3,5 г",
        "Urglevodi": "11,3 г"
    },
    {
        "Title": "Капустные рулетики",
        "Calories": "160 кКал",
        "Proteins": "3,1 г",
        "Fats": "15,4 г",
        "Urglevodi": "2,4 г"
    },
    {
        "Title": "Капустный пирог",
        "Calories": "158 кКал",
        "Proteins": "4,3 г",
        "Fats": "12,7 г",
        "Urglevodi": "7 г"
    },
    {
        "Title": "Карп по-австрийски",
        "Calories": "150,1 кКал",
        "Proteins": "11,7 г",
        "Fats": "10,9 г",
        "Urglevodi": "1,4 г"
    },
    {
        "Title": "Картофельные котлеты, запеченные под соусом грибным или сметанным соусом",
        "Calories": "228,9 кКал",
        "Proteins": "4,1 г",
        "Fats": "19 г",
        "Urglevodi": "11 г"
    },
    {
        "Title": "Картофельные лепешки (национальное блюдо республики Коми)",
        "Calories": "182,7 кКал",
        "Proteins": "4,7 г",
        "Fats": "7,2 г",
        "Urglevodi": "26,5 г"
    },
    {
        "Title": "Картофельные оладьи с сыром",
        "Calories": "178 кКал",
        "Proteins": "5,4 г",
        "Fats": "11,6 г",
        "Urglevodi": "13,8 г"
    },
    {
        "Title": "Картофельные оладьи со свежей капустой",
        "Calories": "185,3 кКал",
        "Proteins": "3,7 г",
        "Fats": "13,5 г",
        "Urglevodi": "13 г"
    },
    {
        "Title": "Картофельный хворост",
        "Calories": "227,9 кКал",
        "Proteins": "5,3 г",
        "Fats": "11,5 г",
        "Urglevodi": "27,5 г"
    },
    {
        "Title": "Кезан-кебаб",
        "Calories": "128,3 кКал",
        "Proteins": "5,5 г",
        "Fats": "8,5 г",
        "Urglevodi": "8 г"
    },
    {
        "Title": "Кильки с картофельным салатом и яйцом",
        "Calories": "114,6 кКал",
        "Proteins": "6,9 г",
        "Fats": "6,1 г",
        "Urglevodi": "8,6 г"
    },
    {
        "Title": "Киприана",
        "Calories": "294,3 кКал",
        "Proteins": "15,6 г",
        "Fats": "24,9 г",
        "Urglevodi": "2,1 г"
    },
    {
        "Title": "Кисло-сладкая капуста",
        "Calories": "75,7 кКал",
        "Proteins": "1,5 г",
        "Fats": "5,3 г",
        "Urglevodi": "6 г"
    },
    {
        "Title": "Кольраби с томатным соусом",
        "Calories": "80,6 кКал",
        "Proteins": "4,9 г",
        "Fats": "4,6 г",
        "Urglevodi": "5,3 г"
    },
    {
        "Title": "Кольраби, тушенная с морковью",
        "Calories": "65,6 кКал",
        "Proteins": "3,5 г",
        "Fats": "4,1 г",
        "Urglevodi": "3,9 г"
    },
    {
        "Title": "Корнетики с муссом ветчины",
        "Calories": "287,1 кКал",
        "Proteins": "18,5 г",
        "Fats": "23,3 г",
        "Urglevodi": "0,9 г"
    },
    {
        "Title": "Котлета \"Аленушкина загадка\"",
        "Calories": "263 кКал",
        "Proteins": "8,8 г",
        "Fats": "24,8 г",
        "Urglevodi": "1,3 г"
    },
    {
        "Title": "Котлетки по-приморски",
        "Calories": "151,9 кКал",
        "Proteins": "13 г",
        "Fats": "8,8 г",
        "Urglevodi": "5,6 г"
    },
    {
        "Title": "Котлеты",
        "Calories": "227,4 кКал",
        "Proteins": "10,1 г",
        "Fats": "19,4 г",
        "Urglevodi": "3,3 г"
    },
    {
        "Title": "Котлеты \"Централь\"",
        "Calories": "203,1 кКал",
        "Proteins": "10,9 г",
        "Fats": "15,5 г",
        "Urglevodi": "5,4 г"
    },
    {
        "Title": "Котлеты гороховые",
        "Calories": "236 кКал",
        "Proteins": "13,3 г",
        "Fats": "10,4 г",
        "Urglevodi": "23,7 г"
    },
    {
        "Title": "Котлеты из брюквы",
        "Calories": "99,3 кКал",
        "Proteins": "3,1 г",
        "Fats": "5,6 г",
        "Urglevodi": "9,6 г"
    },
    {
        "Title": "Котлеты из кабачков с творогом",
        "Calories": "122,5 кКал",
        "Proteins": "5 г",
        "Fats": "7,9 г",
        "Urglevodi": "8,3 г"
    },
    {
        "Title": "Котлеты из овощей",
        "Calories": "187,6 кКал",
        "Proteins": "3,3 г",
        "Fats": "13,3 г",
        "Urglevodi": "14,5 г"
    },
    {
        "Title": "Котлеты из свинины по-сарански (мордовское национальное блюдо)",
        "Calories": "571,6 кКал",
        "Proteins": "14,2 г",
        "Fats": "52,9 г",
        "Urglevodi": "10,4 г"
    },
    {
        "Title": "Котлеты из филе птицы или дичи, панированные жареные",
        "Calories": "403,7 кКал",
        "Proteins": "25,1 г",
        "Fats": "20,4 г",
        "Urglevodi": "32 г"
    },
    {
        "Title": "Котлеты или биточки рыбные",
        "Calories": "168,1 кКал",
        "Proteins": "8,1 г",
        "Fats": "8,4 г",
        "Urglevodi": "16,1 г"
    },
    {
        "Title": "Котлеты капустно-морковные",
        "Calories": "198 кКал",
        "Proteins": "4,5 г",
        "Fats": "14,1 г",
        "Urglevodi": "14,2 г"
    },
    {
        "Title": "Котлеты капустные",
        "Calories": "191 кКал",
        "Proteins": "4,9 г",
        "Fats": "13,8 г",
        "Urglevodi": "12,7 г"
    },
    {
        "Title": "Котлеты картофельные",
        "Calories": "189,2 кКал",
        "Proteins": "3,7 г",
        "Fats": "12,9 г",
        "Urglevodi": "15,6 г"
    },
    {
        "Title": "Котлеты морковные",
        "Calories": "206,2 кКал",
        "Proteins": "4,1 г",
        "Fats": "14,5 г",
        "Urglevodi": "15,9 г"
    },
    {
        "Title": "Котлеты мясо-картофельные по-хлыновски",
        "Calories": "342,9 кКал",
        "Proteins": "20,8 г",
        "Fats": "26,1 г",
        "Urglevodi": "6,7 г"
    },
    {
        "Title": "Котлеты натуральные",
        "Calories": "438,2 кКал",
        "Proteins": "29 г",
        "Fats": "35,8 г",
        "Urglevodi": "0,04 г"
    },
    {
        "Title": "Котлеты натуральные из филе птицы или дичи под соусом паровым с грибами",
        "Calories": "312,2 кКал",
        "Proteins": "13,3 г",
        "Fats": "16 г",
        "Urglevodi": "30,6 г"
    },
    {
        "Title": "Котлеты натуральные из филе птицы, дичи или кролика с гарниром",
        "Calories": "301,7 кКал",
        "Proteins": "11,7 г",
        "Fats": "22,8 г",
        "Urglevodi": "13,1 г"
    },
    {
        "Title": "Котлеты натуральные паровые",
        "Calories": "209,8 кКал",
        "Proteins": "8,8 г",
        "Fats": "19,4 г",
        "Urglevodi": "0,008 г"
    },
    {
        "Title": "Котлеты натуральные рубленые",
        "Calories": "490,5 кКал",
        "Proteins": "23 г",
        "Fats": "44,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Котлеты отбивные",
        "Calories": "505,2 кКал",
        "Proteins": "18,2 г",
        "Fats": "43,5 г",
        "Urglevodi": "10,7 г"
    },
    {
        "Title": "Котлеты по-гречески",
        "Calories": "178,1 кКал",
        "Proteins": "6,4 г",
        "Fats": "6,7 г",
        "Urglevodi": "24,6 г"
    },
    {
        "Title": "Котлеты по-киевски",
        "Calories": "444,7 кКал",
        "Proteins": "21,6 г",
        "Fats": "27,8 г",
        "Urglevodi": "28,8 г"
    },
    {
        "Title": "Котлеты полтавские (украинское национальное блюдо)",
        "Calories": "465,7 кКал",
        "Proteins": "27,8 г",
        "Fats": "36,7 г",
        "Urglevodi": "6,3 г"
    },
    {
        "Title": "Котлеты рубленые из кур, кролика, запеченные с соусом молочным",
        "Calories": "301,8 кКал",
        "Proteins": "17,7 г",
        "Fats": "15,8 г",
        "Urglevodi": "23,7 г"
    },
    {
        "Title": "Котлеты рубленые из птицы, дичи или кролика с гарниром",
        "Calories": "328,4 кКал",
        "Proteins": "12,3 г",
        "Fats": "12,9 г",
        "Urglevodi": "43,6 г"
    },
    {
        "Title": "Котлеты рубленые, запеченные с молочным соусом",
        "Calories": "285,3 кКал",
        "Proteins": "16,2 г",
        "Fats": "21 г",
        "Urglevodi": "8,4 г"
    },
    {
        "Title": "Котлеты рыбные любительские",
        "Calories": "148,2 кКал",
        "Proteins": "10,5 г",
        "Fats": "8,5 г",
        "Urglevodi": "8 г"
    },
    {
        "Title": "Котлеты рыбные с капустой и морковью",
        "Calories": "288,7 кКал",
        "Proteins": "20,8 г",
        "Fats": "20,9 г",
        "Urglevodi": "4,6 г"
    },
    {
        "Title": "Котлеты рыбные с омлетом и сыром",
        "Calories": "322,6 кКал",
        "Proteins": "15 г",
        "Fats": "26,2 г",
        "Urglevodi": "7,3 г"
    },
    {
        "Title": "Котлеты свекольные",
        "Calories": "153,5 кКал",
        "Proteins": "3,8 г",
        "Fats": "9 г",
        "Urglevodi": "15,2 г"
    },
    {
        "Title": "Котлеты, биточки из рыбы и пасты \"Океан\"",
        "Calories": "362 кКал",
        "Proteins": "11,7 г",
        "Fats": "10 г",
        "Urglevodi": "59,9 г"
    },
    {
        "Title": "Котлеты, биточки, шницели",
        "Calories": "317,7 кКал",
        "Proteins": "21,3 г",
        "Fats": "20,9 г",
        "Urglevodi": "11,8 г"
    },
    {
        "Title": "Крабы с яйцом",
        "Calories": "251,2 кКал",
        "Proteins": "16,7 г",
        "Fats": "19,9 г",
        "Urglevodi": "1,3 г"
    },
    {
        "Title": "Красная капуста",
        "Calories": "73 кКал",
        "Proteins": "1,1 г",
        "Fats": "5,2 г",
        "Urglevodi": "5,9 г"
    },
    {
        "Title": "Краснокочанная капуста, тушенная с яблоками",
        "Calories": "44,1 кКал",
        "Proteins": "0,6 г",
        "Fats": "1 г",
        "Urglevodi": "8,7 г"
    },
    {
        "Title": "Креветки с соусом",
        "Calories": "211,3 кКал",
        "Proteins": "26,5 г",
        "Fats": "7,5 г",
        "Urglevodi": "10,1 г"
    },
    {
        "Title": "Креветки, запеченные под сметанным или молочным соусом",
        "Calories": "175,7 кКал",
        "Proteins": "15,1 г",
        "Fats": "7,8 г",
        "Urglevodi": "11,9 г"
    },
    {
        "Title": "Крокеты картофельные",
        "Calories": "187,3 кКал",
        "Proteins": "4,2 г",
        "Fats": "13 г",
        "Urglevodi": "14,2 г"
    },
    {
        "Title": "Крокеты картофельные",
        "Calories": "207,5 кКал",
        "Proteins": "4,3 г",
        "Fats": "13,6 г",
        "Urglevodi": "18,2 г"
    },
    {
        "Title": "Крокеты картофельные",
        "Calories": "239,7 кКал",
        "Proteins": "4,3 г",
        "Fats": "20,2 г",
        "Urglevodi": "10,9 г"
    },
    {
        "Title": "Кролик в маринаде",
        "Calories": "194,5 кКал",
        "Proteins": "15,7 г",
        "Fats": "11,5 г",
        "Urglevodi": "7,6 г"
    },
    {
        "Title": "Кролик по-любительски",
        "Calories": "455 кКал",
        "Proteins": "15,4 г",
        "Fats": "26 г",
        "Urglevodi": "42,3 г"
    },
    {
        "Title": "Кролик под ореховым соусом",
        "Calories": "205,4 кКал",
        "Proteins": "8,1 г",
        "Fats": "17,1 г",
        "Urglevodi": "5,2 г"
    },
    {
        "Title": "Курзе с зеленью (пельмени с фаршем из зелени - дагестанское национальное блюдо)",
        "Calories": "162,8 кКал",
        "Proteins": "6,2 г",
        "Fats": "5,1 г",
        "Urglevodi": "24,7 г"
    },
    {
        "Title": "Куриное филе, фаршированное грибами",
        "Calories": "226,2 кКал",
        "Proteins": "13,4 г",
        "Fats": "19 г",
        "Urglevodi": "0,5 г"
    },
    {
        "Title": "Куриные грудки с соусом из грецких орехов",
        "Calories": "227,2 кКал",
        "Proteins": "11,8 г",
        "Fats": "15,6 г",
        "Urglevodi": "10,6 г"
    },
    {
        "Title": "Куриные колбаски с жареным картофелем",
        "Calories": "141,9 кКал",
        "Proteins": "6,4 г",
        "Fats": "7,8 г",
        "Urglevodi": "12,3 г"
    },
    {
        "Title": "Курица по-купечески",
        "Calories": "127,9 кКал",
        "Proteins": "7 г",
        "Fats": "9,9 г",
        "Urglevodi": "2,8 г"
    },
    {
        "Title": "Курица почти в сметане",
        "Calories": "338,8 кКал",
        "Proteins": "7,3 г",
        "Fats": "33,6 г",
        "Urglevodi": "1,9 г"
    },
    {
        "Title": "Курица фаршированная (галантин) или поросенок фаршированный",
        "Calories": "325,3 кКал",
        "Proteins": "12,5 г",
        "Fats": "27,6 г",
        "Urglevodi": "7,1 г"
    },
    {
        "Title": "Курица, жаренная целиком",
        "Calories": "133,8 кКал",
        "Proteins": "8,5 г",
        "Fats": "9,3 г",
        "Urglevodi": "4,3 г"
    },
    {
        "Title": "Курица, тушённая с картофелем и помидорами",
        "Calories": "123 кКал",
        "Proteins": "5,6 г",
        "Fats": "9 г",
        "Urglevodi": "5,1 г"
    },
    {
        "Title": "Лангет",
        "Calories": "381,3 кКал",
        "Proteins": "33,2 г",
        "Fats": "27,6 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Лук маринованный",
        "Calories": "82,2 кКал",
        "Proteins": "1,4 г",
        "Fats": "5 г",
        "Urglevodi": "8,5 г"
    },
    {
        "Title": "Лук порей с грибами",
        "Calories": "58,3 кКал",
        "Proteins": "2,4 г",
        "Fats": "3,6 г",
        "Urglevodi": "4,3 г"
    },
    {
        "Title": "Лук-порей со свининой",
        "Calories": "207,5 кКал",
        "Proteins": "6 г",
        "Fats": "15,6 г",
        "Urglevodi": "11,5 г"
    },
    {
        "Title": "Лук, жареный во фритюре",
        "Calories": "239,7 кКал",
        "Proteins": "4,8 г",
        "Fats": "14 г",
        "Urglevodi": "25,3 г"
    },
    {
        "Title": "Луковый клопс",
        "Calories": "181,4 кКал",
        "Proteins": "11,4 г",
        "Fats": "13,3 г",
        "Urglevodi": "4,2 г"
    },
    {
        "Title": "Люля-кебаб (азербайджанское национальное блюдо)",
        "Calories": "338,7 кКал",
        "Proteins": "20,1 г",
        "Fats": "24,6 г",
        "Urglevodi": "9,9 г"
    },
    {
        "Title": "Макароны с яйцом",
        "Calories": "114,9 кКал",
        "Proteins": "3,1 г",
        "Fats": "7,5 г",
        "Urglevodi": "9,4 г"
    },
    {
        "Title": "Манты с бараниной (казахское национальное блюдо)",
        "Calories": "204,9 кКал",
        "Proteins": "11,7 г",
        "Fats": "10,3 г",
        "Urglevodi": "17,6 г"
    },
    {
        "Title": "Манты с тыквой",
        "Calories": "247,7 кКал",
        "Proteins": "3 г",
        "Fats": "18 г",
        "Urglevodi": "19,7 г"
    },
    {
        "Title": "Масса из рыбы горячего копчения",
        "Calories": "340,1 кКал",
        "Proteins": "22,3 г",
        "Fats": "27,8 г",
        "Urglevodi": "0,3 г"
    },
    {
        "Title": "Минестроне",
        "Calories": "66,8 кКал",
        "Proteins": "4,2 г",
        "Fats": "3,4 г",
        "Urglevodi": "5,3 г"
    },
    {
        "Title": "Мозги, запеченные на гренках",
        "Calories": "219,6 кКал",
        "Proteins": "9,8 г",
        "Fats": "12,1 г",
        "Urglevodi": "19,2 г"
    },
    {
        "Title": "Морепродукты под майонезом",
        "Calories": "472,2 кКал",
        "Proteins": "39 г",
        "Fats": "34,7 г",
        "Urglevodi": "1 г"
    },
    {
        "Title": "Морковь в формочках",
        "Calories": "74,4 кКал",
        "Proteins": "2,1 г",
        "Fats": "5,3 г",
        "Urglevodi": "4,8 г"
    },
    {
        "Title": "Морковь глазированная",
        "Calories": "146,3 кКал",
        "Proteins": "1 г",
        "Fats": "6,8 г",
        "Urglevodi": "21,6 г"
    },
    {
        "Title": "Морковь с зеленым горошком в молочном соусе",
        "Calories": "184,8 кКал",
        "Proteins": "7,4 г",
        "Fats": "8,9 г",
        "Urglevodi": "19,9 г"
    },
    {
        "Title": "Морковь тушеная",
        "Calories": "108 кКал",
        "Proteins": "0,9 г",
        "Fats": "8,9 г",
        "Urglevodi": "6,4 г"
    },
    {
        "Title": "Морковь тушеная с рисом и черносливом",
        "Calories": "174,6 кКал",
        "Proteins": "2,6 г",
        "Fats": "7,1 г",
        "Urglevodi": "26,6 г"
    },
    {
        "Title": "Морковь, тушенная в сметанном соусе",
        "Calories": "152,4 кКал",
        "Proteins": "2,4 г",
        "Fats": "11,3 г",
        "Urglevodi": "10,9 г"
    },
    {
        "Title": "Морковь, тушенная с репчатым луком",
        "Calories": "57,6 кКал",
        "Proteins": "1,9 г",
        "Fats": "2,5 г",
        "Urglevodi": "7,4 г"
    },
    {
        "Title": "Морковь, тушенная с рисом",
        "Calories": "130,8 кКал",
        "Proteins": "1,7 г",
        "Fats": "8,1 г",
        "Urglevodi": "13,7 г"
    },
    {
        "Title": "Морковь, тушенная с черносливом или яблоками",
        "Calories": "146,6 кКал",
        "Proteins": "2,2 г",
        "Fats": "5,1 г",
        "Urglevodi": "24,7 г"
    },
    {
        "Title": "Морской гребешок или креветки заливные",
        "Calories": "222 кКал",
        "Proteins": "23,6 г",
        "Fats": "13,7 г",
        "Urglevodi": "1,2 г"
    },
    {
        "Title": "Морской гребешок отварной с соусом",
        "Calories": "159 кКал",
        "Proteins": "16,9 г",
        "Fats": "6,2 г",
        "Urglevodi": "9,4 г"
    },
    {
        "Title": "Мясо \"Пальчики оближешь\"",
        "Calories": "269,4 кКал",
        "Proteins": "9,8 г",
        "Fats": "24,7 г",
        "Urglevodi": "2,1 г"
    },
    {
        "Title": "Мясо в горшочке",
        "Calories": "57,9 кКал",
        "Proteins": "1,9 г",
        "Fats": "3,8 г",
        "Urglevodi": "4,3 г"
    },
    {
        "Title": "Мясо в шубе",
        "Calories": "273,5 кКал",
        "Proteins": "11,8 г",
        "Fats": "24,6 г",
        "Urglevodi": "1,4 г"
    },
    {
        "Title": "Мясо отварное",
        "Calories": "307,2 кКал",
        "Proteins": "34,1 г",
        "Fats": "18,6 г",
        "Urglevodi": "0,9 г"
    },
    {
        "Title": "Мясо по-корейски",
        "Calories": "173,5 кКал",
        "Proteins": "3,1 г",
        "Fats": "15,7 г",
        "Urglevodi": "5,4 г"
    },
    {
        "Title": "Мясо по-французски",
        "Calories": "264,6 кКал",
        "Proteins": "10 г",
        "Fats": "23 г",
        "Urglevodi": "4,6 г"
    },
    {
        "Title": "Мясо с курагой",
        "Calories": "181,6 кКал",
        "Proteins": "10,1 г",
        "Fats": "10,6 г",
        "Urglevodi": "12,3 г"
    },
    {
        "Title": "Мясо с овощами по-индонезийски",
        "Calories": "174,7 кКал",
        "Proteins": "5,1 г",
