Продукт,Калорийность,Белки,Жиры,Углеводы
"Рыба ""Аппетитная"" (рыба, запеченная с капустой и луком)","248,4 кКал","12,8 г",19 г,"6,9 г"
"Рыба ""Сюрприз"" (окунь)","115,7 кКал","9,3 г","8,2 г","1,2 г"
Рыба (непластованная кусками) отварная,"178,5 кКал","15,1 г","8,7 г","10,5 г"
Рыба (непластованная кусками) припущенная,"186,2 кКал","12,9 г","12,1 г","6,9 г"
Рыба (семейства осетровых) жареная,"242,2 кКал",16 г,"16,7 г","7,5 г"
Рыба (семейства осетровых) отварная,"202,2 кКал","13,3 г","13,7 г",7 г
Рыба (семейства осетровых) припущенная,"193,8 кКал","13,4 г",13 г,"6,2 г"
Рыба (филе) отварная,165 кКал,"19,6 г",6 г,"8,8 г"
Рыба (филе) припущенная,"145,9 кКал","13,8 г","7,5 г","6,3 г"
"Рыба в тесте, жареная",227 кКал,"15,4 г","12,3 г","14,7 г"
Рыба в яблочном соусе,"86,7 кКал","5,9 г","4,8 г","5,2 г"
Рыба жареная,"207,8 кКал","16,6 г","11,3 г","10,6 г"
Рыба заливная с гарниром,"200,7 кКал","20,1 г","11,3 г","4,9 г"
"Рыба по-волжски (рыба маринованная, жареная)","264,8 кКал","24,8 г","14,7 г","8,8 г"
Рыба по-русски,"190,6 кКал","14,5 г","11,6 г","7,5 г"
Рыба по-старорусски в горшочке,"152,3 кКал","4,5 г","13,4 г","3,7 г"
Рыба под майонезом,"191,8 кКал","10,6 г","16,1 г","1,1 г"
Рыба под майонезом,"258,8 кКал",12 г,"22,4 г","2,4 г"
Рыба под маринадом,"6,2 кКал","0,3 г","0,3 г","0,5 г"
Рыба припущенная с соусом белое вино,"172,6 кКал",15 г,"8,6 г","9,4 г"
"Рыба, жаренная во фритюре","245,2 кКал","12,5 г","15,7 г","14,3 г"
"Рыба, жаренная с луком по-ленинградски",220 кКал,12 г,"14,1 г","12,1 г"
"Рыба, запеченная в соусе с грибами","366,4 кКал","25,6 г","27,7 г",4 г
"Рыба, запеченная под молочным соусом","173,8 кКал","9,1 г","10,1 г","12,3 г"
"Рыба, запеченная с картофелем по-русски","193,8 кКал","13,5 г","11,9 г","8,7 г"
"Рыба, печеная со шпиком","97,5 кКал","11,2 г","2,8 г","7,3 г"
"Рыба, тушенная в томате с овощами","122,7 кКал","14,4 г","3,7 г","8,5 г"
Рыбная запеканка,164 кКал,"9,7 г","11,8 г","4,9 г"
Рыбно-картофельные котлеты,"130,2 кКал","6,7 г","9,9 г","3,8 г"
Рыбные котлеты,"241,6 кКал","7,9 г","12,3 г","26,4 г"
Рыбные котлеты,"112,8 кКал","11,8 г","6,1 г","2,7 г"
Рыбные рулеты с овощами,"122,3 кКал","6,8 г","8,5 г","4,9 г"
Рыбный шницель,"215,2 кКал","12,8 г","15,5 г","6,5 г"
Салака в молоке,143 кКал,"6,2 г","11,8 г","3,1 г"
Салака в чесночном соусе,"32,7 кКал","2,4 г","2,1 г","1,1 г"
"Салака, запеченная с рисом и капустой",43 кКал,"2,6 г","1,7 г","4,6 г"
Сациви из курицы или индейки (птица в ореховом соусе - грузинское национальное блюдо),"312,8 кКал","20,4 г","19,4 г","15,1 г"
Свекла тушеная,"106,3 кКал","2,7 г","5,5 г","12,2 г"
Свекла тушеная в сметане или соусе,"144,3 кКал","2,3 г","10,6 г","10,7 г"
Свекла тушеная с яблоками,"166,1 кКал",2 г,"11,8 г","13,9 г"
"Свекла, тушенная в сметанном соусе","174,8 кКал","2,6 г","12,7 г","13,3 г"
"Свекла, фаршированная творогом и изюмом","177,9 кКал","6,2 г","11,5 г","13,2 г"
"Свела, тушенная с яблоками","46,5 кКал","0,4 г",4 г,"2,5 г"
Свинина на сковороде по-зауральски,"155,2 кКал",8 г,"11,5 г","5,1 г"
Свинина по-китайски,"303,9 кКал","9,2 г","23,3 г","15,3 г"
Свинина с капустой и клецками,139 кКал,"4,6 г","9,9 г","8,5 г"
"Свинина, жаренная в тесте","319,1 кКал","10,9 г","25,2 г",13 г
"Свинина, запеченная в тесте","322,9 кКал","13,1 г","27,7 г","5,6 г"
"Свинина, тушенная с капустой","128,5 кКал",4 г,"11,7 г",2 г
Свиные рулетики,"260,4 кКал","10,2 г","21,9 г","6,1 г"
Сельдерей с картофелем,"130,2 кКал","1,3 г","9,6 г","10,3 г"
Сельдерей с морковью,"163,9 кКал","1,4 г","13,8 г","9,1 г"
Сельдерей с яблоками,"131,9 кКал",2 г,"8,8 г","11,9 г"
Сельдерей со сливами,"171,8 кКал","2,9 г","9,3 г","20,4 г"
Сельдерей со стручковой фасолью,120 кКал,"1,6 г","9,6 г","7,3 г"
"Сельдерей, жаренный с яйцом","81,2 кКал","3,2 г","4,6 г","7,3 г"
Сельдь в сметане,"182,6 кКал",11 г,"12,9 г","5,9 г"
Сельдь жареная по-датски,"183,7 кКал","11,1 г","12,8 г","6,3 г"
Сельдь по-московски с яблоками и луком,"235,3 кКал","12,4 г","18,6 г","4,8 г"
Сельдь рубленая,"289,3 кКал","14,1 г","22,8 г","7,5 г"
Сельдь рубленая с орехами,"387,7 кКал",20 г,"23,2 г","26,2 г"
Сельдь с гарниром,"94,4 кКал","6,7 г","3,6 г","9,5 г"
Сельдь с гарниром,"201,6 кКал","9,6 г","16,9 г",3 г
Сельдь с картофелем,"174,5 кКал","9,8 г","10,4 г","11,1 г"
"Сердце, легкие и другие субпродукты в соусе","140,3 кКал","12,2 г","7,6 г","6,1 г"
Сладкая запеканка из фасоли,299 кКал,"11,2 г","15,5 г","30,5 г"
Сладкая картофельная запеканка,"176,7 кКал","3,9 г","11,6 г",15 г
Сладкая фасоль с грушами,"157,7 кКал","9,6 г","2,9 г","24,9 г"
Солянка,"34,9 кКал",2 г,"0,4 г","6,2 г"
Солянка грибная,"43,5 кКал","1,3 г","3,4 г",2 г
Солянка из рыбы на сковороде,"135,8 кКал","14,1 г","6,6 г","5,3 г"
Солянка овощная,"124,9 кКал","3,2 г","8,2 г","10,2 г"
Солянка по-казански (солянка с черносливом - татарское национальное блюдо),"58,6 кКал","2,6 г","3,4 г","4,6 г"
Солянка рыбная,"96,9 кКал","13,3 г","3,8 г","2,5 г"
Солянка сборная мясная,"68,7 кКал","5,2 г","4,6 г","1,7 г"
Солянка сборная мясная на сковороде,"152,5 кКал",9 г,"10,5 г","5,8 г"
Спаржа в соусе,70 кКал,"2,6 г","4,8 г","4,4 г"
Спаржа с сыром,"175,7 кКал","5,5 г","16,1 г","2,3 г"
Спаржа со сливочным маслом,"46,3 кКал","1,8 г",3 г,"3,2 г"
Спаржевая фасоль в яйце,"256,1 кКал",6 г,"19,1 г",16 г
Старинная запеканка из лосося,"104,2 кКал","10,4 г","3,1 г","9,3 г"
Строганина из рыбы (национальное блюдо народов Севера),"172,6 кКал","34,3 г","3,9 г",0 г
Стручковая фасоль с творогом,"119,1 кКал","5,7 г","9,6 г","2,6 г"
Стручковая фасоль с яичницей,"109,6 кКал","4,2 г","8,7 г",4 г
Стручковая фасоль тушеная,"136,6 кКал","3,2 г","11,5 г","5,3 г"
"Судак в соусе ""Рокфор""","128,5 кКал","7,7 г","10,2 г","1,7 г"
Судак или щука фаршированные (целиком),"153,2 кКал","11,1 г","6,8 г","12,7 г"
"Судак, запеченный с картофелем","88,1 кКал","5,6 г","4,9 г","5,9 г"
Творожники вареные из картофеля,"107,2 кКал","5,8 г","4,2 г","12,3 г"
Тельное из рыбы,"194,6 кКал","11,4 г","10,9 г","13,5 г"
Тефтели,"158,5 кКал","9,8 г",9 г,"10,1 г"
Тефтели (1-й вариант),"315,9 кКал","18,7 г","22,1 г","11,2 г"
Тефтели (2-ой вариант),"304,5 кКал","17,5 г","21,1 г","11,9 г"
Тефтели из мяса кролика,"105,9 кКал","7,1 г","5,9 г","6,5 г"
Тефтели рыбные,"303,5 кКал","12,6 г","7,9 г","48,6 г"
Треска с горчичным соусом,"127,5 кКал","8,1 г","8,5 г","4,9 г"
Тулма (голубцы - татарское национальное блюдо),"181,8 кКал","9,3 г",13 г,"7,4 г"
Тушеная морковь со стручковой фасолью,"38,5 кКал","2,1 г","1,7 г","3,9 г"
Тушеная ставрида,"70,3 кКал",6 г,"3,9 г","3,1 г"
Тушенная кольраби,74 кКал,"4,1 г","5,1 г","3,3 г"
Тушеное филе хека,137 кКал,"7,7 г","11,1 г","1,7 г"
Тушеный кролик,"166,9 кКал","10,4 г","12,9 г","2,4 г"
Тушеный стручковый перец,"142,9 кКал","1,3 г","13,3 г","4,7 г"
Тыква в сладком маринаде,"90,7 кКал","0,4 г","0,04 г","23,7 г"
Тыква отварная,"116,9 кКал","2,6 г","7,9 г","9,4 г"
"Тыква, кабачки, баклажаны жареные","89,7 кКал","2,1 г",6 г,"7,2 г"
Уральские сардельки,"295,2 кКал","10,2 г","26,7 г","3,8 г"
Утка тушеная с грибами,170 кКал,"5,8 г",16 г,"0,7 г"
"Утка, фаршированная картофелем и черносливом",340 кКал,"10,5 г","26,1 г","16,9 г"
"Фальшивые ""куриные"" котлеты","157,4 кКал","10,5 г","4,6 г","19,8 г"
Фальшивый заяц,"209,5 кКал",14 г,"16,8 г","0,7 г"
Фаршированная кольраби,"140,6 кКал","9,6 г","10,3 г","2,6 г"
Фаршированные огурцы,102 кКал,"1,6 г","9,3 г","3,2 г"
Фаршированный лук,"152,6 кКал","5,6 г","11,2 г","7,8 г"
Фаршированный чернослив,"174,5 кКал","5,9 г",1 г,38 г
Фасоль овощная отварная,"24,7 кКал","2,492 г","0,305 г","2,918 г"
Фасоль с огурцами,"107,2 кКал","4,8 г","5,5 г","10,2 г"
Фасоль с черносливом,"316,5 кКал","8,7 г","12,8 г","44,4 г"
Фасоль с яблоками,"209,1 кКал","10,2 г","3,4 г","36,8 г"
Филе,"374,5 кКал","33,2 г","26,8 г","0,04 г"
Филе из кур или дичи фаршированное,"335,4 кКал",17 г,"27,1 г","6,1 г"
"Филе индейки, фаршированное яблоками и черносливом","255,5 кКал","12,2 г","14,9 г","19,4 г"
"Филе морского гребешка, жаренное во фритюре","251,5 кКал","22,1 г","13,2 г","11,7 г"
Филе птицы или дичи под майонезом,"400,2 кКал","16,7 г","33,3 г","9,1 г"
Филе с помидорами и соусом,"235,1 кКал","12,7 г","16,7 г","9,1 г"
Филе с соусом,288 кКал,"20,2 г","19,9 г","7,5 г"
Филе скумбрии по-гречески,"78,4 кКал","4,6 г","4,2 г","5,9 г"
Форшмак,"245,3 кКал","6,9 г","21,7 г",6 г
Форшмак картофельный с сельдью,"255,6 кКал","8,7 г","21,1 г","8,4 г"
Фрикадельки мясные,263 кКал,"28,7 г",16 г,1 г
Фрикадельки рыбные,"152,6 кКал","21,6 г","6,7 г","1,6 г"
Хрюшка из картофеля,"130,2 кКал","4,8 г","9,3 г","7,2 г"
Цветная капуста отварная,"178,8 кКал","1,3 г","18,3 г","2,3 г"
Цветная капуста под голландским соусом,"52,4 кКал","2,3 г","3,2 г","3,8 г"
Цветная капуста под соусом,"123,2 кКал","2,3 г","10,9 г","4,2 г"
Цветная капуста с морковью,"72,3 кКал","1,5 г","5,9 г","3,5 г"
Цветная капуста с морковью и сельдереем,"49,1 кКал","1,2 г","3,1 г","4,4 г"
Цветная капуста с помидорами,"46,3 кКал","2,2 г","2,5 г","3,9 г"
Цепелинай с мясом,"41,3 кКал","1,2 г","2,9 г","2,8 г"
Цеппелины (Литовская кухня),"116,8 кКал","4,1 г","8,9 г","5,4 г"
"Цимес ""Еврейский"" (тушеные овощи)","135,7 кКал","3,1 г","6,3 г","17,7 г"
Цуккини в сырной панировке,"100,9 кКал","6,2 г","4,8 г","8,9 г"
Цыпленок с пряностями,"167,3 кКал",15 г,"11,3 г","1,6 г"
Цыплята табака (грузинское национальное блюдо),"350,5 кКал","29,2 г","24,8 г","2,8 г"
"Цыплята, тушенные с морковью и репой","250,8 кКал","11,8 г","19,5 г","7,4 г"
Чахохбили из курицы,"119,7 кКал","6,9 г","8,9 г","3,3 г"
Чебуреки,"279,3 кКал","12,5 г","15,6 г","23,6 г"
Чолнт-фиш,"142,7 кКал",8 г,"11,1 г",3 г
"Шашлык из баранины, говядины или свинины","154,5 кКал","11,3 г","10,5 г",4 г
Шашлык из говядины,"465,5 кКал","22,1 г","40,8 г","2,7 г"
Шницель,"456,2 кКал","16,5 г","39,2 г","9,9 г"
Шницель из капусты,"149,2 кКал","3,3 г","10,9 г","10,1 г"
Шницель из разных овощей в молочном соусе,180 кКал,"4,2 г","12,7 г",13 г
Шницель натуральный рубленый,"539,6 кКал","20,3 г","47,7 г","7,9 г"
Шницель рыбный натуральный,"203,3 кКал","14,6 г","11,7 г","10,7 г"
Шурпа,"44,3 кКал","2,2 г","2,4 г","3,7 г"
Шурпа в горшочке (дагестанское национальное блюдо),"76,9 кКал","5,2 г","3,5 г","6,6 г"
Эскалоп,"486,6 кКал",19 г,"42,8 г","6,8 г"
"Язык говяжий ""по-кавказски""","182,2 кКал","9,5 г","12,3 г","8,9 г"
Язык отварной в соусе,"206,7 кКал","19,1 г","14,1 г","0,9 г"
Яичница глазунья (натуральная),"240,8 кКал","15,9 г","19,3 г",1 г
Яичница глазунья с мясными продуктами,294 кКал,"18,6 г","24,1 г","0,8 г"
Яичница глазунья с овощами или грибами,"257,1 кКал","18,2 г","14,4 г","14,6 г"
Яичница с курицей и грибами,"210,4 кКал","8,6 г","18,1 г","3,4 г"
Яйца под майонезом с гарниром,251 кКал,"7,2 г","22,8 г","4,4 г"
Яйца фаршированные сельдью и луком,"160,4 кКал","7,3 г","12,6 г","4,7 г"
"Яйца, фаршированные креветками","226,6 кКал","19,1 г","15,9 г","1,8 г"
[
    {
        "Title": "Азу",
        "Calories": "177,62 кКал",
        "Proteins": "9,3114 г",
        "Fats": "12,2569 г",
        "Urglevodi": "7,2551 г"
    },
    {
        "Title": "Антрекот",
        "Calories": "317,2565 кКал",
        "Proteins": "21,536 г",
        "Fats": "25,0652 г",
        "Urglevodi": "1,3686 г"
    },
    {
        "Title": "Анчоусы и кильки с картофелем",
        "Calories": "156,5 кКал",
        "Proteins": "12,3 г",
        "Fats": "7,9 г",
        "Urglevodi": "9,7 г"
    },
    {
        "Title": "Баклажаны панированные",
        "Calories": "236 кКал",
        "Proteins": "2,9 г",
        "Fats": "23,1 г",
        "Urglevodi": "4,4 г"
    },
    {
        "Title": "Баклажаны по-украински",
        "Calories": "154,1 кКал",
        "Proteins": "1,7 г",
        "Fats": "13,6 г",
        "Urglevodi": "6,8 г"
    },
    {
        "Title": "Баклажаны под майонезом",
        "Calories": "114,2 кКал",
        "Proteins": "1,4 г",
        "Fats": "10,4 г",
        "Urglevodi": "4,1 г"
    },
    {
        "Title": "Баклажаны тушеные с помидорами",
        "Calories": "189,3 кКал",
        "Proteins": "2,1 г",
        "Fats": "17,7 г",
        "Urglevodi": "5,7 г"
    },
    {
        "Title": "Баранина рубленая, запеченная в омлете (чувашское национальное блюдо)",
        "Calories": "246,3 кКал",
        "Proteins": "14 г",
        "Fats": "20,1 г",
        "Urglevodi": "2,5 г"
    },
    {
        "Title": "Баранина с рисом и изюмом (еврейское национальное блюдо)",
        "Calories": "265,4 кКал",
        "Proteins": "12,4 г",
        "Fats": "18 г",
        "Urglevodi": "14,4 г"
    },
    {
        "Title": "Беляш",
        "Calories": "139,3 кКал",
        "Proteins": "8,8 г",
        "Fats": "6,2 г",
        "Urglevodi": "12,8 г"
    },
    {
        "Title": "Беляши (казахское национальное блюдо)",
        "Calories": "260,6 кКал",
        "Proteins": "14,6 г",
        "Fats": "14,7 г",
        "Urglevodi": "18,7 г"
    },
    {
        "Title": "Береки (мучное изделие с мясом - калмыцкое национальное блюдо)",
        "Calories": "289 кКал",
        "Proteins": "15,4 г",
        "Fats": "18,9 г",
        "Urglevodi": "15,3 г"
    },
    {
        "Title": "Бефстроганов",
        "Calories": "355,4 кКал",
        "Proteins": "21,9 г",
        "Fats": "27,4 г",
        "Urglevodi": "5,7 г"
    },
    {
        "Title": "Биточки или котлеты манные, рисовые",
        "Calories": "162,4 кКал",
        "Proteins": "4 г",
        "Fats": "7,8 г",
        "Urglevodi": "20,4 г"
    },
    {
        "Title": "Биточки или котлеты пшенные, пшеничный, перловые, ячневые",
        "Calories": "151,9 кКал",
        "Proteins": "3,9 г",
        "Fats": "7,4 г",
        "Urglevodi": "18,6 г"
    },
    {
        "Title": "Биточки паровые",
        "Calories": "281,4 кКал",
        "Proteins": "20 г",
        "Fats": "19,5 г",
        "Urglevodi": "7 г"
    },
    {
        "Title": "Биточки по-селянски (украинское национальное блюдо)",
        "Calories": "208,6 кКал",
        "Proteins": "9,8 г",
        "Fats": "13,8 г",
        "Urglevodi": "12 г"
    },
    {
        "Title": "Биточки рубленые из птицы, дичи или кролика паровые под белым соусом с рисом",
        "Calories": "307,1 кКал",
        "Proteins": "11,2 г",
        "Fats": "13,2 г",
        "Urglevodi": "38,3 г"
    },
    {
        "Title": "Биточки рыбные, жаренные \"фри\"",
        "Calories": "232,1 кКал",
        "Proteins": "12,3 г",
        "Fats": "15 г",
        "Urglevodi": "12,7 г"
    },
    {
        "Title": "Биточки, котлеты из кальмаров и рыбы",
        "Calories": "363 кКал",
        "Proteins": "14,4 г",
        "Fats": "12,5 г",
        "Urglevodi": "51,4 г"
    },
    {
        "Title": "Бифштекс",
        "Calories": "384,3 кКал",
        "Proteins": "27,8 г",
        "Fats": "29,6 г",
        "Urglevodi": "1,7 г"
    },
    {
        "Title": "Бифштекс рубленый",
        "Calories": "497,3 кКал",
        "Proteins": "27,1 г",
        "Fats": "43,2 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бифштекс с луком",
        "Calories": "337,7 кКал",
        "Proteins": "25 г",
        "Fats": "25 г",
        "Urglevodi": "3,4 г"
    },
    {
        "Title": "Бифштекс с яйцом",
        "Calories": "326,4 кКал",
        "Proteins": "26,1 г",
        "Fats": "24 г",
        "Urglevodi": "1,6 г"
    },
    {
        "Title": "Бифштексы рубленые",
        "Calories": "166 кКал",
        "Proteins": "11,1 г",
        "Fats": "12,9 г",
        "Urglevodi": "1,4 г"
    },
    {
        "Title": "Бобовые с копченой грудинкой или корейкой",
        "Calories": "381,4 кКал",
        "Proteins": "23 г",
        "Fats": "14,9 г",
        "Urglevodi": "41,4 г"
    },
    {
        "Title": "Бозбаш",
        "Calories": "87,9 кКал",
        "Proteins": "4,6 г",
        "Fats": "3,7 г",
        "Urglevodi": "9,6 г"
    },
    {
        "Title": "Брюква запеченная",
        "Calories": "51,1 кКал",
        "Proteins": "2,1 г",
        "Fats": "1,6 г",
        "Urglevodi": "7,5 г"
    },
    {
        "Title": "Брюква тушеная",
        "Calories": "113,5 кКал",
        "Proteins": "1,2 г",
        "Fats": "8,5 г",
        "Urglevodi": "8,6 г"
    },
    {
        "Title": "Вареники ленивые (полуфабрикат)",
        "Calories": "248,2 кКал",
        "Proteins": "13,7 г",
        "Fats": "14,9 г",
        "Urglevodi": "15,9 г"
    },
    {
        "Title": "Вареники ленивые отварные",
        "Calories": "355,4 кКал",
        "Proteins": "17,2 г",
        "Fats": "23,5 г",
        "Urglevodi": "20 г"
    },
    {
        "Title": "Вареники с брусникой и яблоками по-уральски",
        "Calories": "106,1 кКал",
        "Proteins": "3,5 г",
        "Fats": "2,1 г",
        "Urglevodi": "19,6 г"
    },
    {
        "Title": "Вареники с капустой",
        "Calories": "79,1 кКал",
        "Proteins": "4,2 г",
        "Fats": "2,9 г",
        "Urglevodi": "9,7 г"
    },
    {
        "Title": "Вареники с творожным, фруктовым или овощным фаршем",
        "Calories": "281,3 кКал",
        "Proteins": "10,4 г",
        "Fats": "10,5 г",
        "Urglevodi": "38,8 г"
    },
    {
        "Title": "Волованы",
        "Calories": "435 кКал",
        "Proteins": "7,9 г",
        "Fats": "29,9 г",
        "Urglevodi": "35,9 г"
    },
    {
        "Title": "Волованы с икрой",
        "Calories": "293,2 кКал",
        "Proteins": "11,2 г",
        "Fats": "20,2 г",
        "Urglevodi": "17,8 г"
    },
    {
        "Title": "Волованы с курицей",
        "Calories": "410,8 кКал",
        "Proteins": "14,1 г",
        "Fats": "30,8 г",
        "Urglevodi": "20,7 г"
    },
    {
        "Title": "Волованы с окороком",
        "Calories": "480,1 кКал",
        "Proteins": "9,5 г",
        "Fats": "41,3 г",
        "Urglevodi": "18,8 г"
    },
    {
        "Title": "Волованы с салатом",
        "Calories": "326,6 кКал",
        "Proteins": "8,3 г",
        "Fats": "24 г",
        "Urglevodi": "20,5 г"
    },
    {
        "Title": "Волованы с семгой или икрой",
        "Calories": "333,6 кКал",
        "Proteins": "12,1 г",
        "Fats": "24,3 г",
        "Urglevodi": "17,9 г"
    },
    {
        "Title": "Вымя отварное в соусе",
        "Calories": "70,7 кКал",
        "Proteins": "5,7 г",
        "Fats": "5,2 г",
        "Urglevodi": "0,3 г"
    },
    {
        "Title": "Галантин из рыбы",
        "Calories": "145,1 кКал",
        "Proteins": "15,6 г",
        "Fats": "7,4 г",
        "Urglevodi": "4,3 г"
    },
    {
        "Title": "Говядина в кисло-сладком соусе",
        "Calories": "354,9 кКал",
        "Proteins": "26,1 г",
        "Fats": "22 г",
        "Urglevodi": "13,9 г"
    },
    {
        "Title": "Говядина в луковом соусе запеченная",
        "Calories": "178,5 кКал",
        "Proteins": "12,2 г",
        "Fats": "11,4 г",
        "Urglevodi": "7,3 г"
    },
    {
        "Title": "Говядина, запеченная с макаронами",
        "Calories": "359,4 кКал",
        "Proteins": "18,4 г",
        "Fats": "22,2 г",
        "Urglevodi": "22,9 г"
    },
    {
        "Title": "Говядина, тушенная с луком, орехами и чесноком (адыгейское национальное блюдо)",
        "Calories": "530,2 кКал",
        "Proteins": "29,9 г",
        "Fats": "24,2 г",
        "Urglevodi": "51,4 г"
    },
    {
        "Title": "Говядина, фаршированная грибами",
        "Calories": "326,5 кКал",
        "Proteins": "21,1 г",
        "Fats": "25,5 г",
        "Urglevodi": "3,4 г"
    },
    {
        "Title": "Голубцы овощные",
        "Calories": "190,9 кКал",
        "Proteins": "3,4 г",
        "Fats": "16,7 г",
        "Urglevodi": "7,3 г"
    },
    {
        "Title": "Горбуша в сливках",
        "Calories": "129,5 кКал",
        "Proteins": "8,8 г",
        "Fats": "9,5 г",
        "Urglevodi": "2,4 г"
    },
    {
        "Title": "Горячий паштет из печени",
        "Calories": "119,4 кКал",
        "Proteins": "10,2 г",
        "Fats": "5,6 г",
        "Urglevodi": "7,5 г"
    },
    {
        "Title": "Грибная запеканка",
        "Calories": "145,2 кКал",
        "Proteins": "4,7 г",
        "Fats": "10,1 г",
        "Urglevodi": "9,5 г"
    },
    {
        "Title": "Грибная икра",
        "Calories": "88,4 кКал",
        "Proteins": "2,2 г",
        "Fats": "6,1 г",
        "Urglevodi": "6,5 г"
    },
    {
        "Title": "Грибные пельмени",
        "Calories": "185,8 кКал",
        "Proteins": "5,5 г",
        "Fats": "13,3 г",
        "Urglevodi": "11,8 г"
    },
    {
        "Title": "Грибные ушки",
        "Calories": "341,7 кКал",
        "Proteins": "17,2 г",
        "Fats": "20,4 г",
        "Urglevodi": "23,8 г"
    },
    {
        "Title": "Грибочки калевальские (рыба, фаршированная яйцом, - карельское национальное блюдо)",
        "Calories": "185,7 кКал",
        "Proteins": "11,8 г",
        "Fats": "9,2 г",
        "Urglevodi": "14,8 г"
    },
    {
        "Title": "Грибы в сметанном соусе",
        "Calories": "204,2 кКал",
        "Proteins": "5 г",
        "Fats": "18,9 г",
        "Urglevodi": "3,8 г"
    },
    {
        "Title": "Грибы в сметанном соусе",
        "Calories": "230,5 кКал",
        "Proteins": "4,8 г",
        "Fats": "21,8 г",
        "Urglevodi": "3,9 г"
    },
    {
        "Title": "Грибы жареные",
        "Calories": "162,1 кКал",
        "Proteins": "4,6 г",
        "Fats": "11,5 г",
        "Urglevodi": "10,7 г"
    },
    {
        "Title": "Грибы по-деревенски",
        "Calories": "51,1 кКал",
        "Proteins": "1,2 г",
        "Fats": "3,7 г",
        "Urglevodi": "3,5 г"
    },
    {
        "Title": "Грибы по-селянски",
        "Calories": "180 кКал",
        "Proteins": "1,6 г",
        "Fats": "18,4 г",
        "Urglevodi": "2,1 г"
    },
    {
        "Title": "Грибы с квашеной капустой",
        "Calories": "138,9 кКал",
        "Proteins": "2,8 г",
        "Fats": "10,9 г",
        "Urglevodi": "8 г"
    },
    {
        "Title": "Грибы с квашеной капустой",
        "Calories": "58,7 кКал",
        "Proteins": "1,8 г",
        "Fats": "4,6 г",
        "Urglevodi": "2,6 г"
    },
    {
        "Title": "Грудинка, фаршированная кашей",
        "Calories": "283,8 кКал",
        "Proteins": "16,4 г",
        "Fats": "18,5 г",
        "Urglevodi": "13,7 г"
    },
    {
        "Title": "Гуляш",
        "Calories": "326 кКал",
        "Proteins": "24,9 г",
        "Fats": "22 г",
        "Urglevodi": "7,7 г"
    },
    {
        "Title": "Гуляш с капустой",
        "Calories": "81,3 кКал",
        "Proteins": "5,9 г",
        "Fats": "5,4 г",
        "Urglevodi": "2,5 г"
    },
    {
        "Title": "Гусь, утка фаршированные",
        "Calories": "437,2 кКал",
        "Proteins": "14,5 г",
        "Fats": "38,1 г",
        "Urglevodi": "9,6 г"
    },
    {
        "Title": "Драники",
        "Calories": "69,3 кКал",
        "Proteins": "3 г",
        "Fats": "0,9 г",
        "Urglevodi": "13 г"
    },
    {
        "Title": "Драчена",
        "Calories": "196,7 кКал",
        "Proteins": "11,4 г",
        "Fats": "14,5 г",
        "Urglevodi": "5,5 г"
    },
    {
        "Title": "Дрочена",
        "Calories": "253 кКал",
        "Proteins": "7,7 г",
        "Fats": "22,3 г",
        "Urglevodi": "5,8 г"
    },
    {
        "Title": "Еда \"Быстрая\"",
        "Calories": "241,7 кКал",
        "Proteins": "10,7 г",
        "Fats": "6,7 г",
        "Urglevodi": "36,9 г"
    },
    {
        "Title": "Ежики сибирские",
        "Calories": "184,7 кКал",
        "Proteins": "10,1 г",
        "Fats": "9,6 г",
        "Urglevodi": "15,5 г"
    },
    {
        "Title": "Жал-баур (шашлык из печени - кабардино-балкарское национальное блюдо)",
        "Calories": "383,5 кКал",
        "Proteins": "10,4 г",
        "Fats": "36,4 г",
        "Urglevodi": "3,8 г"
    },
    {
        "Title": "Жареная курица и бульон",
        "Calories": "212 кКал",
        "Proteins": "15,8 г",
        "Fats": "15,8 г",
        "Urglevodi": "1,7 г"
    },
    {
        "Title": "Жареная рыба под маринадом",
        "Calories": "215,4 кКал",
        "Proteins": "19,5 г",
        "Fats": "11,4 г",
        "Urglevodi": "9,4 г"
    },
    {
        "Title": "Жаренный картофель с колбасой",
        "Calories": "83,9 кКал",
        "Proteins": "2,8 г",
        "Fats": "5,4 г",
        "Urglevodi": "6,5 г"
    },
    {
        "Title": "Жаркое \"Вкусное\"",
        "Calories": "179,4 кКал",
        "Proteins": "11,2 г",
        "Fats": "6,9 г",
        "Urglevodi": "19,4 г"
    },
    {
        "Title": "Жаркое \"Казань\" (жаркое с черносливом - татарское национальное блюдо)",
        "Calories": "227,6 кКал",
        "Proteins": "12,8 г",
        "Fats": "14,6 г",
        "Urglevodi": "11,9 г"
    },
    {
        "Title": "Жаркое из кролика (зайчатины)",
        "Calories": "182,1 кКал",
        "Proteins": "13,5 г",
        "Fats": "12,9 г",
        "Urglevodi": "3,2 г"
    },
    {
        "Title": "Жаркое из курицы по-русски",
        "Calories": "368,8 кКал",
        "Proteins": "15,4 г",
        "Fats": "30,1 г",
        "Urglevodi": "9,6 г"
    },
    {
        "Title": "Жаркое из свинины",
        "Calories": "233,1 кКал",
        "Proteins": "10,6 г",
        "Fats": "20,9 г",
        "Urglevodi": "0,7 г"
    },
    {
        "Title": "Жаркое из субпродуктов по-ингушски",
        "Calories": "121,3 кКал",
        "Proteins": "16 г",
