Продукт,Калорийность,Белки,Жиры,Углеводы
        "Title": "Мягкие Вафли с Вишневым Джемом [Яшкино]",
        "Calories": "390 кКал",
        "Proteins": "4,5 г",
        "Fats": "15 г",
        "Urglevodi": "60 г"
    },
    {
        "Title": "Мягкие Вафли с Кремом Вареная Сгущенка [Яшкино]",
        "Calories": "400 кКал",
        "Proteins": "6 г",
        "Fats": "20 г",
        "Urglevodi": "50 г"
    },
    {
        "Title": "Мягкие Вафли с Шоколадным Кремом [Яшкино]",
        "Calories": "400 кКал",
        "Proteins": "6 г",
        "Fats": "20 г",
        "Urglevodi": "48 г"
    },
    {
        "Title": "Мягкие Вафли со Сгущенкой [Яшкино]",
        "Calories": "410 кКал",
        "Proteins": "6 г",
        "Fats": "20 г",
        "Urglevodi": "49 г"
    },
    {
        "Title": "Немецкий Бретцель [Яшкино]",
        "Calories": "410 кКал",
        "Proteins": "9,5 г",
        "Fats": "11 г",
        "Urglevodi": "69 г"
    },
    {
        "Title": "Овсяное Печенье Сдобное [Яшкино]",
        "Calories": "460 кКал",
        "Proteins": "6 г",
        "Fats": "18 г",
        "Urglevodi": "69 г"
    },
    {
        "Title": "Оладушки [Яшкино]",
        "Calories": "300 кКал",
        "Proteins": "5 г",
        "Fats": "9 г",
        "Urglevodi": "50 г"
    },
    {
        "Title": "Оладушки с Варёной Сгущёнкой [Яшкино]",
        "Calories": "360 кКал",
        "Proteins": "6 г",
        "Fats": "14 г",
        "Urglevodi": "52 г"
    },
    {
        "Title": "Оладушки с Варёной Сгущёнкой [Яшкино]",
        "Calories": "350 кКал",
        "Proteins": "6 г",
        "Fats": "12 г",
        "Urglevodi": "55 г"
    },
    {
        "Title": "Оладушки с Шоколадной Начинкой [Яшкино]",
        "Calories": "345 кКал",
        "Proteins": "6 г",
        "Fats": "12 г",
        "Urglevodi": "53 г"
    },
    {
        "Title": "Панини с Яблочным Джемом [Яшкино]",
        "Calories": "425 кКал",
        "Proteins": "5,2 г",
        "Fats": "20,2 г",
        "Urglevodi": "53 г"
    },
    {
        "Title": "Печенье [Яшкино]",
        "Calories": "460 кКал",
        "Proteins": "7,5 г",
        "Fats": "17 г",
        "Urglevodi": "68 г"
    },
    {
        "Title": "Печенье Forsite [Яшкино]",
        "Calories": "480 кКал",
        "Proteins": "7 г",
        "Fats": "23 г",
        "Urglevodi": "63 г"
    },
    {
        "Title": "Печенье Forsite Шоколадно-Сливочный Вкус [Яшкино]",
        "Calories": "490 кКал",
        "Proteins": "6,5 г",
        "Fats": "24 г",
        "Urglevodi": "61 г"
    },
    {
        "Title": "Печенье Апельсин [Яшкино]",
        "Calories": "294 кКал",
        "Proteins": "3,5 г",
        "Fats": "4,5 г",
        "Urglevodi": "60 г"
    },
    {
        "Title": "Печенье Вишня [Яшкино]",
        "Calories": "360 кКал",
        "Proteins": "3 г",
        "Fats": "6,5 г",
        "Urglevodi": "72 г"
    },
    {
        "Title": "Печенье Воздушное Суфле [Яшкино]",
        "Calories": "390 кКал",
        "Proteins": "6 г",
        "Fats": "10 г",
        "Urglevodi": "69 г"
    },
    {
        "Title": "Печенье Галета [Яшкино]",
        "Calories": "360 кКал",
        "Proteins": "10 г",
        "Fats": "5,5 г",
        "Urglevodi": "67 г"
    },
    {
        "Title": "Печенье Грановская Кунжутка [Яшкино]",
        "Calories": "540 кКал",
        "Proteins": "11 г",
        "Fats": "34 г",
        "Urglevodi": "49,2 г"
    },
    {
        "Title": "Печенье Дженс [Яшкино]",
        "Calories": "500 кКал",
        "Proteins": "7 г",
        "Fats": "24 г",
        "Urglevodi": "63 г"
    },
    {
        "Title": "Печенье Затяжное с Клубничным Кремом [Яшкино]",
        "Calories": "500 кКал",
        "Proteins": "6 г",
        "Fats": "24 г",
        "Urglevodi": "65 г"
    },
    {
        "Title": "Печенье Затяжное со Сливочным Кремом [Яшкино]",
        "Calories": "490 кКал",
        "Proteins": "6 г",
        "Fats": "23 г",
        "Urglevodi": "64 г"
    },
    {
        "Title": "Печенье Клубника [Яшкино]",
        "Calories": "295 кКал",
        "Proteins": "3,5 г",
        "Fats": "4 г",
        "Urglevodi": "61 г"
    },
    {
        "Title": "Печенье Мария [Яшкино]",
        "Calories": "410 кКал",
        "Proteins": "8 г",
        "Fats": "9,5 г",
        "Urglevodi": "72 г"
    },
    {
        "Title": "Печенье Овсяное [Яшкино]",
        "Calories": "490 кКал",
        "Proteins": "7 г",
        "Fats": "24 г",
        "Urglevodi": "63 г"
    },
    {
        "Title": "Печенье Овсяночка [Яшкино]",
        "Calories": "466 кКал",
        "Proteins": "6 г",
        "Fats": "18,3 г",
        "Urglevodi": "71,3 г"
    },
    {
        "Title": "Печенье Рок Фор [Яшкино]",
        "Calories": "470 кКал",
        "Proteins": "7,5 г",
        "Fats": "19 г",
        "Urglevodi": "66 г"
    },
    {
        "Title": "Печенье с Клубничным Кремом [Яшкино]",
        "Calories": "490 кКал",
        "Proteins": "6 г",
        "Fats": "23 г",
        "Urglevodi": "64 г"
    },
    {
        "Title": "Печенье с Шоколадными Каплями [Яшкино]",
        "Calories": "455 кКал",
        "Proteins": "5 г",
        "Fats": "20 г",
        "Urglevodi": "62 г"
    },
    {
        "Title": "Печенье Сахарное \"Райский День с Сахаром\" [Яшкино]",
        "Calories": "460 кКал",
        "Proteins": "7 г",
        "Fats": "18 г",
        "Urglevodi": "67 г"
    },
    {
        "Title": "Печенье Сахарное Дивная Даренка [Яшкино]",
        "Calories": "450 кКал",
        "Proteins": "6,6 г",
        "Fats": "19 г",
        "Urglevodi": "64 г"
    },
    {
        "Title": "Печенье Сахарное К Кофе со Вкусом Пломбира [Яшкино]",
        "Calories": "470 кКал",
        "Proteins": "7 г",
        "Fats": "20 г",
        "Urglevodi": "66 г"
    },
    {
        "Title": "Печенье Сахарное Кругляш [Яшкино]",
        "Calories": "440 кКал",
        "Proteins": "5 г",
        "Fats": "15 г",
        "Urglevodi": "71 г"
    },
    {
        "Title": "Печенье Сахарное Рок Фор [Яшкино]",
        "Calories": "460 кКал",
        "Proteins": "7,5 г",
        "Fats": "19 г",
        "Urglevodi": "65 г"
    },
    {
        "Title": "Печенье Сахарное Сливочное [Яшкино]",
        "Calories": "450 кКал",
        "Proteins": "7,5 г",
        "Fats": "17 г",
        "Urglevodi": "66 г"
    },
    {
        "Title": "Печенье Сдобное «Клубника» [Яшкино]",
        "Calories": "295 кКал",
        "Proteins": "3,5 г",
        "Fats": "4 г",
        "Urglevodi": "61 г"
    },
    {
        "Title": "Печенье Сдобное [Яшкино]",
        "Calories": "480 кКал",
        "Proteins": "7 г",
        "Fats": "24 г",
        "Urglevodi": "58 г"
    },
    {
        "Title": "Печенье Сдобное Американское [Яшкино]",
        "Calories": "480 кКал",
        "Proteins": "5,5 г",
        "Fats": "23 г",
        "Urglevodi": "62 г"
    },
    {
        "Title": "Печенье Сдобное Апельсин [Яшкино]",
        "Calories": "360 кКал",
        "Proteins": "3 г",
        "Fats": "6,5 г",
        "Urglevodi": "72 г"
    },
    {
        "Title": "Печенье Сдобное Ванильное Кольцо [Яшкино]",
        "Calories": "520 кКал",
        "Proteins": "6,5 г",
        "Fats": "29 г",
        "Urglevodi": "58 г"
    },
    {
        "Title": "Печенье Сдобное Вишня [Яшкино]",
        "Calories": "295 кКал",
        "Proteins": "3,5 г",
        "Fats": "4 г",
        "Urglevodi": "61 г"
    },
    {
        "Title": "Печенье Сдобное Дженс [Яшкино]",
        "Calories": "470 кКал",
        "Proteins": "6,5 г",
        "Fats": "24 г",
        "Urglevodi": "57 г"
    },
    {
        "Title": "Печенье Сдобное Клубника [Яшкино]",
        "Calories": "360 кКал",
        "Proteins": "3,5 г",
        "Fats": "6,5 г",
        "Urglevodi": "72 г"
    },
    {
        "Title": "Печенье Сдобное с Каплями [Яшкино]",
        "Calories": "480 кКал",
        "Proteins": "5,7 г",
        "Fats": "23 г",
        "Urglevodi": "62 г"
    },
    {
        "Title": "Печенье Сдобное с Цветным Драже [Яшкино]",
        "Calories": "460 кКал",
        "Proteins": "5,5 г",
        "Fats": "20 г",
        "Urglevodi": "65 г"
    },
    {
        "Title": "Печенье Сдобное Шоколадное Курабье [Яшкино]",
        "Calories": "520 кКал",
        "Proteins": "6,5 г",
        "Fats": "30 г",
        "Urglevodi": "56 г"
    },
    {
        "Title": "Печенье со Сливочным Вкусом [Яшкино]",
        "Calories": "505 кКал",
        "Proteins": "6,9 г",
        "Fats": "24,4 г",
        "Urglevodi": "64,7 г"
    },
    {
        "Title": "Печенье со Сливочным Кремом [Яшкино]",
        "Calories": "500 кКал",
        "Proteins": "6 г",
        "Fats": "24 г",
        "Urglevodi": "65 г"
    },
    {
        "Title": "Печенье-Сэндвич [Яшкино]",
        "Calories": "500 кКал",
        "Proteins": "7 г",
        "Fats": "24 г",
        "Urglevodi": "65 г"
    },
    {
        "Title": "Пряники [Яшкино]",
        "Calories": "400 кКал",
        "Proteins": "3,5 г",
        "Fats": "13 г",
        "Urglevodi": "68 г"
    },
    {
        "Title": "Пряники в Сахарной Глазури [Яшкино]",
        "Calories": "380 кКал",
        "Proteins": "5 г",
        "Fats": "8 г",
        "Urglevodi": "73 г"
    },
    {
        "Title": "Пряники Классические [Яшкино]",
        "Calories": "360 кКал",
        "Proteins": "5 г",
        "Fats": "3 г",
        "Urglevodi": "77 г"
    },
    {
        "Title": "Пряники Мятные [Яшкино]",
        "Calories": "360 кКал",
        "Proteins": "5 г",
        "Fats": "3 г",
        "Urglevodi": "77 г"
    },
    {
        "Title": "Пряники с Абрикосовой Начинкой [Яшкино]",
        "Calories": "390 кКал",
        "Proteins": "3,7 г",
        "Fats": "10,7 г",
        "Urglevodi": "70,5 г"
    },
    {
        "Title": "Пряники с Вареной Сгущенкой [Яшкино]",
        "Calories": "420 кКал",
        "Proteins": "4 г",
        "Fats": "15 г",
        "Urglevodi": "68 г"
    },
    {
        "Title": "Пряники с Вишнёвой Начинкой [Яшкино]",
        "Calories": "400 кКал",
        "Proteins": "3,6 г",
        "Fats": "12,5 г",
        "Urglevodi": "68 г"
    },
    {
        "Title": "Пряники Шоколадные [Яшкино]",
        "Calories": "380 кКал",
        "Proteins": "5 г",
        "Fats": "8 г",
        "Urglevodi": "72 г"
    },
    {
        "Title": "Пряники Шоколадные Воздушные [Яшкино]",
        "Calories": "380 кКал",
        "Proteins": "5 г",
        "Fats": "8 г",
        "Urglevodi": "72 г"
    },
    {
        "Title": "Пшеничная Мука [Яшкино]",
        "Calories": "334 кКал",
        "Proteins": "10,3 г",
        "Fats": "1,1 г",
        "Urglevodi": "70,6 г"
    },
    {
        "Title": "Рулет Абрикосовый [Яшкино]",
        "Calories": "387 кКал",
        "Proteins": "6,4 г",
        "Fats": "12 г",
        "Urglevodi": "63,7 г"
    },
    {
        "Title": "Рулет Бисквитный [Яшкино]",
        "Calories": "370 кКал",
        "Proteins": "5 г",
        "Fats": "13 г",
        "Urglevodi": "58 г"
    },
    {
        "Title": "Рулет Вишневый [Яшкино]",
        "Calories": "386 кКал",
        "Proteins": "6,4 г",
        "Fats": "12 г",
        "Urglevodi": "63,4 г"
    },
    {
        "Title": "Рулет Клубничный со Сливками [Яшкино]",
        "Calories": "377 кКал",
        "Proteins": "5,8 г",
        "Fats": "11,1 г",
        "Urglevodi": "63,6 г"
    },
    {
        "Title": "Рулет с Вареной Сгущенкой [Яшкино]",
        "Calories": "350 кКал",
        "Proteins": "6 г",
        "Fats": "12 г",
        "Urglevodi": "57 г"
    },
    {
        "Title": "Рулет Черничный [Яшкино]",
        "Calories": "370 кКал",
        "Proteins": "5 г",
        "Fats": "13 г",
        "Urglevodi": "60 г"
    },
    {
        "Title": "Рулет Шоколадный [Яшкино]",
        "Calories": "390 кКал",
        "Proteins": "6 г",
        "Fats": "16 г",
        "Urglevodi": "56 г"
    },
    {
        "Title": "Суфле [Яшкино]",
        "Calories": "359 кКал",
        "Proteins": "3,9 г",
        "Fats": "12,1 г",
        "Urglevodi": "61,2 г"
    },
    {
        "Title": "Суфле Воздушное [Яшкино]",
        "Calories": "370 кКал",
        "Proteins": "4 г",
        "Fats": "12 г",
        "Urglevodi": "60 г"
    },
    {
        "Title": "Суфле Воздушное Belucci [Яшкино]",
        "Calories": "440 кКал",
        "Proteins": "1,5 г",
        "Fats": "21 г",
        "Urglevodi": "60 г"
    },
    {
        "Title": "Суфле с Клубничным Конфитюром [Яшкино]",
        "Calories": "278 кКал",
        "Proteins": "2,1 г",
        "Fats": "8,8 г",
        "Urglevodi": "50,2 г"
    },
    {
        "Title": "Суфле с Черемухой [Яшкино]",
        "Calories": "430 кКал",
        "Proteins": "3,5 г",
        "Fats": "16 г",
        "Urglevodi": "69 г"
    },
    {
        "Title": "Суфле со Сгущенным Молоком [Яшкино]",
        "Calories": "430 кКал",
        "Proteins": "3,5 г",
        "Fats": "16 г",
        "Urglevodi": "69 г"
    },
    {
        "Title": "Темный Шоколад [Яшкино]",
        "Calories": "525 кКал",
        "Proteins": "5,5 г",
        "Fats": "35 г",
        "Urglevodi": "47 г"
    },
    {
        "Title": "Темный Шоколад с Начинкой Грейпфрут [Яшкино]",
        "Calories": "420 кКал",
        "Proteins": "3 г",
        "Fats": "20 г",
        "Urglevodi": "57 г"
    },
    {
        "Title": "Тёмный Шоколад с Начинкой Трюфель [Яшкино]",
        "Calories": "520 кКал",
        "Proteins": "6,5 г",
        "Fats": "35 г",
        "Urglevodi": "45 г"
    },
    {
        "Title": "Темный Шоколад с Цельным Миндалем [Яшкино]",
        "Calories": "540 кКал",
        "Proteins": "8,5 г",
        "Fats": "39 г",
        "Urglevodi": "39 г"
    },
    {
        "Title": "Торт с Вишневым Джемом и Шоколадным Кремом [Яшкино]",
        "Calories": "420 кКал",
        "Proteins": "6 г",
        "Fats": "19 г",
        "Urglevodi": "50 г"
    },
    {
        "Title": "Торт с Клубничным Джемом и Сливочным Кремом [Яшкино]",
        "Calories": "400 кКал",
        "Proteins": "5,7 г",
        "Fats": "19 г",
        "Urglevodi": "50 г"
    },
    {
        "Title": "Трубочки Вафельные Лесной Орех [Яшкино]",
        "Calories": "506 кКал",
        "Proteins": "7,8 г",
        "Fats": "21,4 г",
        "Urglevodi": "69 г"
    },
    {
        "Title": "Форсайт [Яшкино]",
        "Calories": "490 кКал",
        "Proteins": "3,5 г",
        "Fats": "28 г",
        "Urglevodi": "59 г"
    },
    {
        "Title": "Французский Мини Крекер [Яшкино]",
        "Calories": "470 кКал",
        "Proteins": "8 г",
        "Fats": "22 г",
        "Urglevodi": "60 г"
    },
    {
        "Title": "Фруктовые Сердечки [Яшкино]",
        "Calories": "290 кКал",
        "Proteins": "0,5 г",
        "Fats": "0 г",
        "Urglevodi": "71 г"
    },
    {
        "Title": "Фруктовый Поцелуй [Яшкино]",
        "Calories": "310 кКал",
        "Proteins": "2 г",
        "Fats": "0 г",
        "Urglevodi": "76 г"
    },
    {
        "Title": "Фурор [Яшкино]",
        "Calories": "523 кКал",
        "Proteins": "5,3 г",
        "Fats": "26,9 г",
        "Urglevodi": "65,6 г"
    },
    {
        "Title": "Халва Глазированная [Яшкино]",
        "Calories": "528 кКал",
        "Proteins": "14,7 г",
        "Fats": "33 г",
        "Urglevodi": "44 г"
    },
    {
        "Title": "Халва Турецкая [Яшкино]",
        "Calories": "490 кКал",
        "Proteins": "13 г",
        "Fats": "30 г",
        "Urglevodi": "43 г"
    },
    {
        "Title": "Хрустящие Вафли с Варёной Сгущёнкой [Яшкино]",
        "Calories": "530 кКал",
        "Proteins": "5,5 г",
        "Fats": "28 г",
        "Urglevodi": "64 г"
    },
    {
        "Title": "Хрустящие Вафли с Халвой [Яшкино]",
        "Calories": "500 кКал",
        "Proteins": "7,5 г",
        "Fats": "26 г",
        "Urglevodi": "59 г"
    },
    {
        "Title": "Хрустящие Вафли Сливочные [Яшкино]",
        "Calories": "530 кКал",
        "Proteins": "5 г",
        "Fats": "29 г",
        "Urglevodi": "63 г"
    },
    {
        "Title": "Хрустящие Вафли Сливочные [Яшкино]",
        "Calories": "530 кКал",
        "Proteins": "5 г",
        "Fats": "29 г",
        "Urglevodi": "63 г"
    },
    {
        "Title": "Хрустящие Вафли со Вкусом Лимон-Лайм [Яшкино]",
        "Calories": "540 кКал",
        "Proteins": "4,5 г",
        "Fats": "30 г",
        "Urglevodi": "62 г"
    },
    {
        "Title": "Хрустящие Вафли со Сливочным Вкусом [Яшкино]",
        "Calories": "540 кКал",
        "Proteins": "5 г",
        "Fats": "29 г",
        "Urglevodi": "64 г"
    },
    {
        "Title": "Чио Рио [Яшкино]",
        "Calories": "515 кКал",
        "Proteins": "5 г",
        "Fats": "30 г",
        "Urglevodi": "57,1 г"
    },
    {
        "Title": "Чипсы Картофельные с Солью [Яшкино]",
        "Calories": "510 кКал",
        "Proteins": "6 г",
        "Fats": "32 г",
        "Urglevodi": "50 г"
    },
    {
        "Title": "Шантарель [Яшкино]",
        "Calories": "420 кКал",
        "Proteins": "1,5 г",
        "Fats": "12 г",
        "Urglevodi": "76 г"
    },
    {
        "Title": "Швейцарский Бисквитный Рулет Вишневый [Яшкино]",
        "Calories": "370 кКал",
        "Proteins": "5 г",
        "Fats": "13 г",
        "Urglevodi": "57 г"
    },
    {
        "Title": "Швейцарский Бисквитный Рулет Клубника со Сливками [Яшкино]",
        "Calories": "370 кКал",
        "Proteins": "5 г",
        "Fats": "13 г",
        "Urglevodi": "58 г"
    },
    {
        "Title": "Швейцарский Бисквитный Рулет с Вареной Сгущенкой [Яшкино]",
        "Calories": "350 кКал",
        "Proteins": "5 г",
        "Fats": "11 г",
        "Urglevodi": "57 г"
    },
    {
        "Title": "Шоколад Горький 75% [Яшкино]",
        "Calories": "560 кКал",
        "Proteins": "7,5 г",
        "Fats": "46 г",
        "Urglevodi": "27 г"
    },
    {
        "Title": "Шоколад Молочный с Фундуком и Изюмом [Яшкино]",
        "Calories": "540 кКал",
        "Proteins": "6,5 г",
        "Fats": "35 г",
        "Urglevodi": "50 г"
    },
    {
        "Title": "Шоколадный Батончик [Яшкино]",
        "Calories": "447 кКал",
        "Proteins": "2,6 г",
        "Fats": "16,5 г",
        "Urglevodi": "73 г"
    },
    {
        "Title": "Шоколадный Батончик Импульс [Яшкино]",
        "Calories": "485 кКал",
        "Proteins": "7,2 г",
        "Fats": "24,3 г",
        "Urglevodi": "59,2 г"
    },
    {
        "Title": "Шоколадный Батончик с Грушевой Начинкой [Яшкино]",
        "Calories": "420 кКал",
        "Proteins": "3 г",
        "Fats": "17 г",
        "Urglevodi": "64 г"
    },
    {
        "Title": "Щербет с Изюмом и Арахисом [Яшкино]",
        "Calories": "400 кКал",
        "Proteins": "5,5 г",
        "Fats": "8 г",
        "Urglevodi": "77 г"
    },
    {
        "Title": "Ярче Семечки в Мягкой Карамели [Яшкино]",
        "Calories": "497 кКал",
        "Proteins": "9,6 г",
        "Fats": "30,5 г",
        "Urglevodi": "51,2 г"
    },
    {
        "Title": "Яшкинская Картошка [Яшкино]",
        "Calories": "537 кКал",
        "Proteins": "6,3 г",
        "Fats": "31,7 г",
        "Urglevodi": "56,7 г"
    }
]
