Продукт,Калорийность,Белки,Жиры,Углеводы
"Свинина, рёбра с лопаточной части, постное мясо",140 кКал,"20,76 г","5,64 г",0 г
"Свинина, рёбра с лопаточной части, постное мясо, на кости, жареные на огне",216 кКал,"27,83 г","11,65 г",0 г
"Свинина, рёбра с лопаточной части, постное мясо, на кости, запечённые",227 кКал,"29,2 г","11,38 г",0 г
"Свинина, рёбра с лопаточной части, постное мясо, тушеные",247 кКал,"27,74 г","14,26 г",0 г
"Свинина, рёбра с лопаточной части, только мясо без костей, жареные на огне",216 кКал,"27,83 г","11,65 г",0 г
"Свинина, рёбра с лопаточной части, только мясо, без костей, запечённые",219 кКал,"29,2 г","11,38 г",0 г
"Свинина, рёбра с лопаточной части, тушеные",273 кКал,"26,49 г","17,71 г",0 г
"Свинина, рёбра со спины",224 кКал,"19,07 г","16,33 г",0 г
"Свинина, рёбра со спины, запечённые",292 кКал,"23,01 г","21,51 г",0 г
"Свинина, рёбра со спины, на кости, только мясо",172 кКал,"20,85 г","9,84 г",0 г
"Свинина, рёбра со спины, на кости, только мясо, запечённое",255 кКал,"24,15 г","17,65 г",0 г
"Свинина, рёбра средней части с мясом",186 кКал,"20,28 г","11,04 г",0 г
"Свинина, рёбра средней части с мясом, жареные на огне на огне",222 кКал,"24,42 г","13,04 г",0 г
"Свинина, рёбра средней части с мясом, запечённые",248 кКал,"26,99 г","14,68 г",0 г
"Свинина, рёбра средней части с мясом, постное мясо",136 кКал,"21,79 г","4,8 г",0 г
"Свинина, рёбра средней части с мясом, постное мясо, жареная на огне",186 кКал,"25,79 г","8,36 г",0 г
"Свинина, рёбра средней части с мясом, постное мясо, жаренные на сковороде",211 кКал,"28,84 г","9,73 г",0 г
"Свинина, рёбра средней части с мясом, постное мясо, запечённые",206 кКал,"28,82 г","9,21 г",0 г
"Свинина, рёбра средней части с мясом, постное мясо, тушеное",208 кКал,"29,03 г","9,32 г",0 г
"Свинина, рёбра средней части с мясом, тушеные",261 кКал,"26,66 г","16,28 г",0 г
"Свинина, с добавлением раствора, верхняя часть филе (карбонат, или котлета свиная), жереная на сковороде",190 кКал,"28,35 г","7,66 г",0 г
"Свинина, с добавлением раствора, верхняя часть филе (карбонат, или котлета свиная), постное мясо, жереная на сковороде",169 кКал,"28,95 г",5 г,0 г
"Свинина, с добавлением раствора, отделённый жир",508 кКал,"9,27 г","52,33 г",0 г
"Свинина, с добавлением раствора, отделённый жир, приготовленная",585 кКал,"10,06 г","60,42 г","0,32 г"
"Свинина, с добавлением раствора, филей, средняя часть, мясо с жиром, сырая",114 кКал,"20,16 г","3,14 г",0 г
"Свинина, с добавлением раствора, филей,лопаточно-плечевая часть, мясо с жиром, сырая",169 кКал,"17,19 г","11,12 г","0,16 г"
"Свинина, с добавлением раствора, филей,лопаточно-плечевая часть, мясо с жиром, тушеная",263 кКал,"25,84 г","16,94 г","0,03 г"
"Свинина, с добавлением раствора, филей,лопаточно-плечевая часть,постное мясо, сырая",122 кКал,"18,29 г","5,36 г","0,18 г"
"Свинина, с добавлением раствора, филей,лопаточно-плечевая часть,постное мясо, тушеная",227 кКал,"27,58 г","12,14 г",0 г
"Свинина, с добавлением раствора, филей,средняя часть, мясо с жиром, запечённая",121 кКал,"21,5 г","3,7 г","0,31 г"
"Свинина, с добавлением раствора, филей,средняя часть,постное мясо, запечённая",116 кКал,"21,61 г","3,15 г","0,31 г"
"Свинина, сало",748 кКал,"5,05 г","80,5 г",0 г
"Свинина, свежая, лопатки,передняя нога, отделенное постное мясо, сырая",120 кКал,"20,26 г","3,77 г",0 г
"Свинина, свежая, мясной микс из разных частей тушки и субпродукты, отделенные механически, сырая",304 кКал,"15,03 г","26,54 г",0 г
"Свинина, свежая,приправленная, филей,средняя часть,постное мясо, сырая",106 кКал,"20,39 г","2,09 г",0 г
"Свинина, свежая,разделанная, нарезаная кусками(филей и лопаточная чать), мясо с жиром,сырая",177 кКал,"20,08 г","10,14 г",0 г
"Свинина, средняя часть филе на кости",170 кКал,"20,71 г","9,03 г",0 г
"Свинина, средняя часть филе на кости, жареная на сковороде",238 кКал,"27,63 г","13,32 г",0 г
"Свинина, средняя часть филе на кости, запечённая",231 кКал,"27,01 г","12,8 г",0 г
"Свинина, средняя часть филе на кости, постное мясо",127 кКал,"21,99 г","3,71 г",0 г
"Свинина, средняя часть филе на кости, постное мясо, жареная на огне",180 кКал,"26,76 г","7,29 г",0 г
"Свинина, средняя часть филе на кости, постное мясо, жареная на сковороде",195 кКал,"29,56 г","7,66 г",0 г
"Свинина, средняя часть филе на кости, постное мясо, запечённая",194 кКал,"28,58 г","7,95 г",0 г
"Свинина, средняя часть филе на кости, постное мясо, тушеная",200 кКал,"30,2 г","7,86 г",0 г
"Свинина, средняя часть филе на кости, тушеная",242 кКал,"28,21 г","13,51 г",0 г
"Свинина, ссредняя часть филе на кости, жареная на огне",209 кКал,"25,61 г","11,06 г",0 г
"Свинина, стейк из окорока, без костей, мясо с жиром, жареная на огне",158 кКал,"27,57 г","4,41 г",0 г
"Свинина, стейк из окорока, без костей, мясо с жиром, сырая",123 кКал,"21,64 г","3,39 г",0 г
"Свинина, тазобедренная часть",305 кКал,15 г,"27,2 г",0 г
"Свинина, тушка, мясо вместе с жиром, сырая",376 кКал,"13,91 г","35,07 г",0 г
"Свинина, шейная часть (мякоть)",343 кКал,"13,6 г","31,9 г",0 г
"Свиное сало со спинки, сырое",812 кКал,"2,92 г","88,69 г",0 г
Свиной жир,632 кКал,"9,25 г","65,7 г",0 г
"Свиной жир, отделённый с ветчины",515 кКал,"7,5 г",53 г,"1,87 г"
"Свиной жир, отделённый с ветчины, разогретый",507 кКал,"8,77 г","51,57 г",2 г
"Свиной жир, приготовленный",626 кКал,"7,06 г","66,1 г",0 г
"Свиной жир, топлёный из бекона, приготовленный",898 кКал,"0,07 г","99,5 г",0 г
Свиные ноги (копытца) засоленные,140 кКал,"11,63 г","10,02 г","0,01 г"
Селезенка свиная,100 кКал,"17,86 г","2,59 г",0 г
"Селезенка свиная, тушеная",149 кКал,"28,2 г","3,2 г",0 г
Сердце свиное,118 кКал,"17,27 г","4,36 г","1,33 г"
Сердце свиное,101 кКал,"16,2 г",4 г,"2,6 г"
"Сердце свиное, тушеная",148 кКал,"23,6 г","5,05 г","0,4 г"
Уши свиные,234 кКал,"22,45 г","15,1 г","0,6 г"
Уши свиные,211 кКал,21 г,"14,1 г",0 г
"Уши свиные, вареные на медленном огне",166 кКал,"15,95 г","10,8 г","0,2 г"
"Фарш свиной сосисочный, консервы",244 кКал,"10,6 г","20,4 г","4,3 г"
"Фарш свиной, 21% жира",263 кКал,"16,88 г","21,19 г",0 г
"Фарш свиной, 21% жира, приготовленный",297 кКал,"25,69 г","20,77 г",0 г
"Фарш свиной, 72% мяса / 28% жира, жареный на сковороде",377 кКал,"22,59 г","31,42 г","1,08 г"
"Фарш свиной, 72% мяса / 28% жира, приготовленный",393 кКал,"22,83 г","32,93 г","1,39 г"
"Фарш свиной, 84% мяса / 16% жира",218 кКал,"17,99 г",16 г,"0,44 г"
"Фарш свиной, 84% мяса / 16% жира, жареный на сковороде",301 кКал,"27,14 г","21,39 г",0 г
"Фарш свиной, 84% мяса / 16% жира, приготовленный",289 кКал,"26,69 г","20,04 г","0,58 г"
"Фарш свиной, 96% мяса / 4% жира",121 кКал,"21,1 г",4 г,"0,21 г"
"Фарш свиной, 96% мяса / 4% жира, жареный на сковороде",185 кКал,"31,69 г","6,2 г","0,57 г"
"Фарш свиной, 96% мяса / 4% жира, приготовленный",187 кКал,"30,55 г","7,15 г",0 г
Хвост свиной,378 кКал,"17,75 г","33,5 г",0 г
Хвост свиной мясокостный,422 кКал,"16,8 г","39,4 г",0 г
"Хвост свиной, вареный на медленном огне",396 кКал,17 г,"35,8 г",0 г
"Шницель отбивной из свинины, по 1-416",403 кКал,19 г,"32,2 г","8,8 г"
"Шницель рубленый из свинины, по 1-442",473 кКал,"13,5 г","42,5 г",9 г
"Щековина свиная (щёки, баки)",655 кКал,"6,38 г","69,61 г",0 г
"Эскалоп из свинины, по 1-412",363 кКал,"18,1 г","32,3 г",0 г
Язык свиной,225 кКал,"16,3 г","17,2 г",0 г
Язык свиной,208 кКал,"15,9 г",16 г,"2,1 г"
Язык свиной отварной,"302,2 кКал","26,206 г","21,926 г",0 г
"Язык свиной, тушеный",271 кКал,"24,1 г","18,6 г",0 г
[
    {
        "Title": "HORMEL ALWAYS TENDER, свинина, верхняя часть филе(без костей) с лимонно-чесночным ароматом",
        "Calories": "118 кКал",
        "Proteins": "17,83 г",
        "Fats": "4,16 г",
        "Urglevodi": "1,79 г"
    },
    {
        "Title": "HORMEL ALWAYS TENDER, свинина, свежая, верхняя часть филе с костью",
        "Calories": "167 кКал",
        "Proteins": "18,74 г",
        "Fats": "9,62 г",
        "Urglevodi": "0,84 г"
    },
    {
        "Title": "HORMEL ALWAYS TENDER, свинина, свежая, филе без костей",
        "Calories": "145 кКал",
        "Proteins": "19,02 г",
        "Fats": "7,18 г",
        "Urglevodi": "0,76 г"
    },
    {
        "Title": "HORMEL ALWAYS TENDER, свинина, средняя часть филе с араматом черного перца",
        "Calories": "110 кКал",
        "Proteins": "17,21 г",
        "Fats": "3,8 г",
        "Urglevodi": "1,82 г"
    },
    {
        "Title": "HORMEL ALWAYS TENDER, свинина, филе с ароматом терияки.",
        "Calories": "119 кКал",
        "Proteins": "18,2 г",
        "Fats": "3,07 г",
        "Urglevodi": "4,63 г"
    },
    {
        "Title": "HORMEL, бекон \"по- канадски\"",
        "Calories": "122 кКал",
        "Proteins": "16,88 г",
        "Fats": "4,94 г",
        "Urglevodi": "1,87 г"
    },
    {
        "Title": "HORMEL, свинина мокрого посола, ветчина",
        "Calories": "106 кКал",
        "Proteins": "18,43 г",
        "Fats": "3,59 г",
        "Urglevodi": "0,21 г"
    },
    {
        "Title": "Бекон",
        "Calories": "393 кКал",
        "Proteins": "13,66 г",
        "Fats": "37,13 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бекон слабосолёный, приготовленный",
        "Calories": "541 кКал",
        "Proteins": "37,04 г",
        "Fats": "41,78 г",
        "Urglevodi": "1,43 г"
    },
    {
        "Title": "Бекон, жареный на сковороде",
        "Calories": "468 кКал",
        "Proteins": "33,92 г",
        "Fats": "35,09 г",
        "Urglevodi": "1,7 г"
    },
    {
        "Title": "Бекон, канадский",
        "Calories": "110 кКал",
        "Proteins": "20,31 г",
        "Fats": "2,62 г",
        "Urglevodi": "1,34 г"
    },
    {
        "Title": "Бекон, печеный",
        "Calories": "548 кКал",
        "Proteins": "35,73 г",
        "Fats": "43,27 г",
        "Urglevodi": "1,35 г"
    },
    {
        "Title": "Бекон, разогретый в микроволновой печи",
        "Calories": "476 кКал",
        "Proteins": "39,01 г",
        "Fats": "34,12 г",
        "Urglevodi": "0,48 г"
    },
    {
        "Title": "Ветчина в собственном соку, верхняя часть окорока на кости",
        "Calories": "200 кКал",
        "Proteins": "19,7 г",
        "Fats": "13,26 г",
        "Urglevodi": "0,43 г"
    },
    {
        "Title": "Ветчина в собственном соку, верхняя часть окорока на кости, запечённая",
        "Calories": "177 кКал",
        "Proteins": "22,47 г",
        "Fats": "9,39 г",
        "Urglevodi": "0,6 г"
    },
    {
        "Title": "Ветчина в собственном соку, верхняя часть окорока на кости, постное мясо",
        "Calories": "122 кКал",
        "Proteins": "22,71 г",
        "Fats": "3,47 г",
        "Urglevodi": "0,43 г"
    },
    {
        "Title": "Ветчина в собственном соку, верхняя часть окорока на кости, постное мясо, запечённая",
        "Calories": "137 кКал",
        "Proteins": "24,14 г",
        "Fats": "4,25 г",
        "Urglevodi": "0,48 г"
    },
    {
        "Title": "Ветчина в собственном соку, нарезаная по спирали, постное мясо",
        "Calories": "109 кКал",
        "Proteins": "19,25 г",
        "Fats": "3,26 г",
        "Urglevodi": "1,22 г"
    },
    {
        "Title": "Ветчина в собственном соку, нарезанная по спирали",
        "Calories": "129 кКал",
        "Proteins": "18,66 г",
        "Fats": "5,75 г",
        "Urglevodi": "1,18 г"
    },
    {
        "Title": "Ветчина в собственном соку, нарезанная по спирали, запечённая",
        "Calories": "139 кКал",
        "Proteins": "22,18 г",
        "Fats": "5,1 г",
        "Urglevodi": "1,06 г"
    },
    {
        "Title": "Ветчина в собственном соку, нарезанная по спирали, постное мясо, запечённая",
        "Calories": "126 кКал",
        "Proteins": "22,56 г",
        "Fats": "3,78 г",
        "Urglevodi": "1,08 г"
    },
    {
        "Title": "Ветчина в собственном соку, нарезка на кости",
        "Calories": "159 кКал",
        "Proteins": "22,82 г",
        "Fats": "7,4 г",
        "Urglevodi": "0,17 г"
    },
    {
        "Title": "Ветчина в собственном соку, нарезка на кости, жареная на сковороде",
        "Calories": "118 кКал",
        "Proteins": "20,89 г",
        "Fats": "3,4 г",
        "Urglevodi": "1,04 г"
    },
    {
        "Title": "Ветчина в собственном соку, нарезка на кости, постное мясо",
        "Calories": "123 кКал",
        "Proteins": "24,34 г",
        "Fats": "2,87 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Ветчина в собственном соку, нарезка на кости, постное мясо, жареная на сковороде",
        "Calories": "150 кКал",
        "Proteins": "27,75 г",
        "Fats": "4,38 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Ветчина в собственном соку, нарезка на кости,, обжаренная",
        "Calories": "180 кКал",
        "Proteins": "26,18 г",
        "Fats": "8,28 г",
        "Urglevodi": "0,17 г"
    },
    {
        "Title": "Ветчина в собственном соку, нарезка, постное мясо,  жареная на сковороде",
        "Calories": "116 кКал",
        "Proteins": "20,95 г",
        "Fats": "3,16 г",
        "Urglevodi": "1,05 г"
    },
    {
        "Title": "Ветчина в собственном соку, окорок в целом",
        "Calories": "112 кКал",
        "Proteins": "19,38 г",
        "Fats": "3,43 г",
        "Urglevodi": "1,02 г"
    },
    {
        "Title": "Ветчина в собственном соку, окорок в целом, запечённая",
        "Calories": "114 кКал",
        "Proteins": "20,54 г",
        "Fats": "3,13 г",
        "Urglevodi": "0,84 г"
    },
    {
        "Title": "Ветчина в собственном соку, окорок в целом, постное мясо",
        "Calories": "111 кКал",
        "Proteins": "19,44 г",
        "Fats": "3,21 г",
        "Urglevodi": "1,03 г"
    },
    {
        "Title": "Ветчина в собственном соку, окорок в целом, постное мясо, запечённая",
        "Calories": "113 кКал",
        "Proteins": "20,57 г",
        "Fats": "3,01 г",
        "Urglevodi": "0,84 г"
    },
    {
        "Title": "Ветчина в собственном соку, рулька",
        "Calories": "191 кКал",
        "Proteins": "22,35 г",
        "Fats": "11,11 г",
        "Urglevodi": "0,32 г"
    },
    {
        "Title": "Ветчина в собственном соку, рулька, запечённая",
        "Calories": "191 кКал",
        "Proteins": "22,88 г",
        "Fats": "10,93 г",
        "Urglevodi": "0,33 г"
    },
    {
        "Title": "Ветчина в собственном соку, рулька, постное мясо",
        "Calories": "130 кКал",
        "Proteins": "25,11 г",
        "Fats": "3,33 г",
        "Urglevodi": "0,3 г"
    },
    {
        "Title": "Ветчина в собственном соку, рулька, постное мясо, запечённая",
        "Calories": "145 кКал",
        "Proteins": "24,95 г",
        "Fats": "4,97 г",
        "Urglevodi": "0,34 г"
    },
    {
        "Title": "Ветчина консервированная",
        "Calories": "144 кКал",
        "Proteins": "17,97 г",
        "Fats": "7,46 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Ветчина консервированная, запечённая",
        "Calories": "167 кКал",
        "Proteins": "20,94 г",
        "Fats": "8,43 г",
        "Urglevodi": "0,49 г"
    },
    {
        "Title": "Ветчина маложирная",
        "Calories": "162 кКал",
        "Proteins": "18,26 г",
        "Fats": "8,39 г",
        "Urglevodi": "2,28 г"
    },
    {
        "Title": "Ветчина постная, нарезка на кости, жареная на сковороде",
        "Calories": "148 кКал",
        "Proteins": "27,18 г",
        "Fats": "4,09 г",
        "Urglevodi": "0,74 г"
    },
    {
        "Title": "Ветчина постная, около  4% жира, консервированная",
        "Calories": "120 кКал",
        "Proteins": "18,49 г",
        "Fats": "4,56 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Ветчина постная, около  4% жира, консервированная, обжаренная",
        "Calories": "136 кКал",
        "Proteins": "21,16 г",
        "Fats": "4,88 г",
        "Urglevodi": "0,52 г"
    },
    {
        "Title": "Ветчина постная, около 5% жира, запечённая",
        "Calories": "145 кКал",
        "Proteins": "20,93 г",
        "Fats": "5,53 г",
        "Urglevodi": "1,5 г"
    },
    {
        "Title": "Ветчина постная, стейк",
        "Calories": "122 кКал",
        "Proteins": "19,56 г",
        "Fats": "4,25 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (более 10%), верхняя часть окорока на кости",
        "Calories": "179 кКал",
        "Proteins": "16,09 г",
        "Fats": "12,13 г",
        "Urglevodi": "1,35 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (более 10%), верхняя часть окорока на кости, обжареная",
        "Calories": "186 кКал",
        "Proteins": "19,46 г",
        "Fats": "11,48 г",
        "Urglevodi": "1,15 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (более 10%), верхняя часть окорока на кости, постное мясо",
        "Calories": "107 кКал",
        "Proteins": "17,93 г",
        "Fats": "3,38 г",
        "Urglevodi": "1,24 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (более 10%), верхняя часть окорока на кости, постное мясо, обжаренная",
        "Calories": "131 кКал",
        "Proteins": "21,28 г",
        "Fats": "4,7 г",
        "Urglevodi": "1,15 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (более 10%), нарезка без кости, жареная на сковороде",
        "Calories": "124 кКал",
        "Proteins": "15,08 г",
        "Fats": "5,13 г",
        "Urglevodi": "4,69 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (более 10%), нарезка на кости",
        "Calories": "149 кКал",
        "Proteins": "13,69 г",
        "Fats": "9,29 г",
        "Urglevodi": "2,72 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (более 10%), нарезка на кости, жареная на сковороде",
        "Calories": "155 кКал",
        "Proteins": "19,85 г",
        "Fats": "7,78 г",
        "Urglevodi": "1,41 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (более 10%), нарезка на кости, постное мясо",
        "Calories": "103 кКал",
        "Proteins": "14,47 г",
        "Fats": "3,78 г",
        "Urglevodi": "2,82 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (более 10%), нарезка на кости, постное мясо, жареная на сковороде",
        "Calories": "122 кКал",
        "Proteins": "20,9 г",
        "Fats": "3,63 г",
        "Urglevodi": "1,35 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (более 10%), нарезка, постное мясо без кости, жареная на сковороде",
        "Calories": "123 кКал",
        "Proteins": "15,09 г",
        "Fats": "5,06 г",
        "Urglevodi": "4,69 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (более 10%), окорок в целом, без кости",
        "Calories": "117 кКал",
        "Proteins": "14,05 г",
        "Fats": "4,99 г",
        "Urglevodi": "4,21 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (более 10%), окорок в целом, без кости обжареная",
        "Calories": "123 кКал",
        "Proteins": "13,88 г",
        "Fats": "5,46 г",
        "Urglevodi": "4,61 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (более 10%), окорок в целом, без кости, постное мясо",
        "Calories": "116 кКал",
        "Proteins": "14,07 г",
        "Fats": "4,86 г",
        "Urglevodi": "4,22 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (более 10%), окорок в целом, без кости, постное мясо, обжаренная",
        "Calories": "123 кКал",
        "Proteins": "13,88 г",
        "Fats": "5,46 г",
        "Urglevodi": "4,61 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (более 10%), постное мясо",
        "Calories": "113 кКал",
        "Proteins": "17,53 г",
        "Fats": "4,18 г",
        "Urglevodi": "1,2 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (более 10%), рулька",
        "Calories": "243 кКал",
        "Proteins": "14,28 г",
        "Fats": "20 г",
        "Urglevodi": "1,42 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (более 10%), рулька, обжареная",
        "Calories": "234 кКал",
        "Proteins": "18,17 г",
        "Fats": "17,29 г",
        "Urglevodi": "1,42 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (более 10%), рулька, постное мясо, обжаренная",
        "Calories": "132 кКал",
        "Proteins": "21,69 г",
        "Fats": "4,45 г",
        "Urglevodi": "1,26 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (не более 10%), верхняя часть окорока на кости",
        "Calories": "172 кКал",
        "Proteins": "13,99 г",
        "Fats": "12,5 г",
        "Urglevodi": "0,8 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (не более 10%), верхняя часть окорока на кости, обжаренная",
        "Calories": "161 кКал",
        "Proteins": "20,1 г",
        "Fats": "8,56 г",
        "Urglevodi": "0,99 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (не более 10%), верхняя часть окорока на кости, постное мясо",
        "Calories": "95 кКал",
        "Proteins": "15,43 г",
        "Fats": "3,48 г",
        "Urglevodi": "0,67 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (не более 10%), верхняя часть окорока на кости, постное мясо, обжаренная",
        "Calories": "121 кКал",
        "Proteins": "21,41 г",
        "Fats": "3,56 г",
        "Urglevodi": "0,87 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (не более 10%), нарезка без кости, жареная на сковороде",
        "Calories": "125 кКал",
        "Proteins": "18,62 г",
        "Fats": "5,05 г",
        "Urglevodi": "1,72 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (не более 10%), нарезка без кости, обжареная",
        "Calories": "126 кКал",
        "Proteins": "17,77 г",
        "Fats": "5,48 г",
        "Urglevodi": "1,54 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (не более 10%), нарезка без кости, постное мясо, жареная на сковороде",
        "Calories": "119 кКал",
        "Proteins": "18,82 г",
        "Fats": "4,09 г",
        "Urglevodi": "1,75 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (не более 10%), нарезка на кости",
        "Calories": "164 кКал",
        "Proteins": "15,73 г",
        "Fats": "10,77 г",
        "Urglevodi": "1,1 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (не более 10%), нарезка на кости, жареная на сковороде",
        "Calories": "166 кКал",
        "Proteins": "20,8 г",
        "Fats": "8,73 г",
        "Urglevodi": "1,54 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (не более 10%), нарезка на кости, постное мясо",
        "Calories": "95 кКал",
        "Proteins": "17,38 г",
        "Fats": "2,29 г",
        "Urglevodi": "1,23 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (не более 10%), нарезка на кости, постное мясо,  жареная на сковороде",
        "Calories": "131 кКал",
        "Proteins": "22,04 г",
        "Fats": "4,3 г",
        "Urglevodi": "1,48 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (не более 10%), окорок в целом без кости",
        "Calories": "121 кКал",
        "Proteins": "17,06 г",
        "Fats": "5,38 г",
        "Urglevodi": "1,42 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (не более 10%), окорок в целом без кости, обжаренная",
        "Calories": "117 кКал",
        "Proteins": "17,99 г",
        "Fats": "4,39 г",
        "Urglevodi": "1,57 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (не более 10%), окорок в целом без кости, постное мясо",
        "Calories": "110 кКал",
        "Proteins": "17,34 г",
        "Fats": "3,97 г",
        "Urglevodi": "1,45 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (не более 10%), рулька",
        "Calories": "167 кКал",
        "Proteins": "16,65 г",
        "Fats": "11,02 г",
        "Urglevodi": "0,66 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (не более 10%), рулька на кости, постное мясо",
        "Calories": "91 кКал",
        "Proteins": "18,65 г",
        "Fats": "1,87 г",
        "Urglevodi": "0,71 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (не более 10%), рулька, запечённая",
        "Calories": "200 кКал",
        "Proteins": "18,62 г",
        "Fats": "13,37 г",
        "Urglevodi": "1,35 г"
    },
    {
        "Title": "Ветчина приготовленная с добавлением воды (не более 10%), рулька, постное мясо, обжаренная",
        "Calories": "128 кКал",
        "Proteins": "20,92 г",
        "Fats": "4,43 г",
        "Urglevodi": "1,2 г"
    },
    {
        "Title": "Ветчина рубленая",
        "Calories": "315 кКал",
        "Proteins": "12,78 г",
        "Fats": "28,19 г",
        "Urglevodi": "1,69 г"
    },
    {
        "Title": "Ветчина слабосолёная, обезжиренная (около 5% жира), обжаренная",
        "Calories": "145 кКал",
        "Proteins": "20,9 г",
        "Fats": "5,5 г",
        "Urglevodi": "1,5 г"
    },
    {
        "Title": "Ветчина слабосолёная, постное мясо, обжаренная",
        "Calories": "165 кКал",
        "Proteins": "22 г",
        "Fats": "7,7 г",
        "Urglevodi": "0,5 г"
    },
    {
        "Title": "Ветчина слабосолёная, приготовленная",
        "Calories": "172 кКал",
        "Proteins": "22,3 г",
        "Fats": "8,3 г",
        "Urglevodi": "0,3 г"
    },
    {
        "Title": "Ветчина, верхняя часть окорока на кости",
        "Calories": "176 кКал",
        "Proteins": "22,27 г",
        "Fats": "9,38 г",
        "Urglevodi": "0,52 г"
    },
    {
        "Title": "Ветчина, верхняя часть окорока на кости, обжаренная",
        "Calories": "177 кКал",
        "Proteins": "23,95 г",
        "Fats": "8,88 г",
        "Urglevodi": "0,64 г"
    },
    {
        "Title": "Ветчина, верхняя часть окорока на кости, постное мясо",
        "Calories": "125 кКал",
        "Proteins": "24,46 г",
        "Fats": "2,92 г",
        "Urglevodi": "0,32 г"
    },
    {
        "Title": "Ветчина, верхняя часть окорока на кости, постное мясо, обжаренная",
        "Calories": "132 кКал",
        "Proteins": "26,02 г",
        "Fats": "3,07 г",
        "Urglevodi": "0,68 г"
    },
    {
        "Title": "Ветчина, жареная",
        "Calories": "165 кКал",
        "Proteins": "21,97 г",
        "Fats": "7,66 г",
        "Urglevodi": "0,5 г"
    },
    {
        "Title": "Ветчина, нарезка на кости",
        "Calories": "173 кКал",
        "Proteins": "22,45 г",
        "Fats": "9,17 г",
        "Urglevodi": "0,21 г"
    },
    {
        "Title": "Ветчина, нарезка на кости, жареная на сковороде",
        "Calories": "181 кКал",
        "Proteins": "25,48 г",
        "Fats": "8,48 г",
        "Urglevodi": "0,7 г"
    },
    {
        "Title": "Ветчина, нарезка на кости, постное мясо",
        "Calories": "130 кКал",
        "Proteins": "24,36 г",
        "Fats": "3,59 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Ветчина, около 11% жира, запечённая",
        "Calories": "178 кКал",
        "Proteins": "22,62 г",
        "Fats": "9,02 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Ветчина, около 13% жира, консервированная, запечённая",
        "Calories": "226 кКал",
        "Proteins": "20,53 г",
        "Fats": "15,2 г",
        "Urglevodi": "0,42 г"
    },
    {
        "Title": "Ветчина, окорок в целом",
        "Calories": "246 кКал",
        "Proteins": "18,49 г",
        "Fats": "18,52 г",
        "Urglevodi": "0,06 г"
    },
    {
        "Title": "Ветчина, окорок в целом, постное мясо",
        "Calories": "147 кКал",
        "Proteins": "22,32 г",
        "Fats": "5,71 г",
        "Urglevodi": "0,05 г"
    },
    {
        "Title": "Ветчина, окорок в целом, постное мясо, запечённая",
        "Calories": "157 кКал",
        "Proteins": "25,05 г",
        "Fats": "5,5 г",
        "Urglevodi": "0 г"
    },
    {
