Продукт,Калорийность,Белки,Жиры,Углеводы
Сливки взбитые обезжиренные 5% жирности Reddi Wip,149 кКал,3 г,5 г,"24,6 г"
"Сливки сгущенные с сахаром, 19% жирности",392 кКал,8 г,19 г,47 г
"Сливки сухие 42,0% жирности",577 кКал,19 г,42 г,"30,2 г"
"Сметана 10,6% жирности",136 кКал,"3,5 г","10,6 г","7,1 г"
Сметана 10% жирности,119 кКал,"2,7 г",10 г,"3,9 г"
Сметана 10% жирности «Домашняя»,130 кКал,"3,8 г",10 г,"5,6 г"
Сметана 12% жирности,135 кКал,"2,94 г",12 г,"4,26 г"
Сметана 12% жирности KRAFT BREAKSTONE'S,152 кКал,"4,5 г",12 г,"6,4 г"
"Сметана 14,1% жирности",181 кКал,7 г,"14,1 г",7 г
Сметана 15% жирности,162 кКал,"2,6 г",15 г,"3,6 г"
"Сметана 19,35% жирности",198 кКал,"2,44 г","19,35 г","4,63 г"
Сметана 20% жирности,206 кКал,"2,5 г",20 г,"3,4 г"
Сметана 25% жирности,250 кКал,"2,4 г",25 г,"3,2 г"
Сметана 30% жирности,293 кКал,"2,3 г",30 г,"3,1 г"
Сметана 36% жирности,346 кКал,"2,4 г",36 г,"2,6 г"
Сметана 40% жирности,381 кКал,"2,4 г",40 г,"2,6 г"
Сметана обезжиренная,74 кКал,"3,1 г",0 г,"15,6 г"
"Сулугуни, м.д.ж. 46% в сух. в-ве",286 кКал,"20,5 г",22 г,"0,4 г"
Сыворотка кислая,24 кКал,"0,76 г","0,09 г","5,12 г"
"Сыворотка кислая, сухая",339 кКал,"11,73 г","0,54 г","73,45 г"
Сыворотка подсырная,21 кКал,1 г,"0,1 г",4 г
Сыворотка сладкая,27 кКал,"0,85 г","0,36 г","5,14 г"
"Сыворотка сладкая, сухая",353 кКал,"12,93 г","1,07 г","74,46 г"
Сыворотка творожная,20 кКал,"0,8 г","0,2 г","3,5 г"
"Сыр адыгейский, м.д.ж. 45% в сух. в-ве",264 кКал,"19,8 г","19,8 г","1,5 г"
"Сыр американский, обезжиренный",126 кКал,"21,05 г",0 г,"10,53 г"
"Сыр бийский, м.д.ж. 50% в сух. в-ве",371 кКал,"24,2 г","29,9 г",0 г
"Сыр бри, м.д.ж. 54% в сух. в-ве",334 кКал,"20,75 г","27,68 г","0,45 г"
"Сыр брик дю Форез, французский мягкий белый сыр, м.д.ж. 50% в сух. в-ве",371 кКал,"23,24 г","29,68 г","2,79 г"
"Сыр выруский, м.д.ж. 30% в сух. в-ве",258 кКал,29 г,15 г,0 г
"Сыр гауда, твёрдый голландский сыр, м.д.ж. 47% в сух. в-ве",356 кКал,"24,94 г","27,44 г","2,22 г"
"Сыр гейтуст, норвежский полутвёрдый коричневый сыр, м.д.ж. 34% в сух. в-ве",466 кКал,"9,65 г","29,51 г","42,65 г"
"Сыр голландский, брусковый, м.д.ж. 45% в сух. в-ве",350 кКал,"26,3 г","26,6 г",0 г
"Сыр голландский, круглый, м.д.ж. 50% в сух. в-ве",375 кКал,"23,7 г","30,4 г",0 г
"Сыр голубой с плесенью, м.д.ж. 50% в сух. в-ве",353 кКал,"21,4 г","28,74 г","2,34 г"
"Сыр грюйер, швейцарский твёрдый жёлтый сыр, м.д.ж. 48% в сух. в-ве",413 кКал,"29,81 г","32,34 г","0,36 г"
"Сыр жемайчу, м.д.ж. 34% в сух. в-ве",262 кКал,26 г,"16,7 г",0 г
"Сыр земгальский, м.д.ж. 50% в сух. в-ве",309 кКал,19 г,25 г,0 г
"Сыр и творог домашний 4% жирности, несолёный, м.д.ж. 16% в сух. в-ве",113 кКал,17 г,4 г,"1,5 г"
"Сыр и творог домашний нежирный, несолёный, м.д.ж. 3% в сух. в-ве",86 кКал,18 г,"0,6 г","1,5 г"
"Сыр из козьего молока мягкий, м.д.ж. 54% в сух. в-ве",264 кКал,"18,52 г","21,08 г",0 г
"Сыр из козьего молока полутвердый, м.д.ж. 55% в сух. в-ве",364 кКал,"21,58 г","29,84 г","0,12 г"
"Сыр из козьего молока твердый, м.д.ж. 50% в сух. в-ве",452 кКал,"30,52 г","35,59 г","2,17 г"
"Сыр камамбер, м.д.ж. 50% в сух. в-ве",300 кКал,"19,8 г","24,26 г","0,46 г"
"Сыр камамбер, м.д.ж. 60% в сух. в-ве",324 кКал,"15,3 г","28,8 г","0,1 г"
"Сыр каунасский, м.д.ж. 30% в сух. в-ве",253 кКал,"28,3 г","14,7 г",0 г
"Сыр Кесо Бланко, мягкий белый сыр, м.д.ж. 47% в сух. в-ве",310 кКал,"20,38 г","24,31 г","2,53 г"
"Сыр Кесо Котиха, мексиканский твёрдый сыр, м.д.ж. 48% в сух. в-ве",366 кКал,20 г,30 г,"3,97 г"
"Сыр Кесо Секо, мягкий белый сыр, отжатый, м.д.ж. 42% в сух. в-ве",325 кКал,"24,51 г","24,35 г","2,04 г"
"Сыр Кесо Фреско, мягкий белый сыр, свежий, м.д.ж. 49% в сух. в-ве",299 кКал,"18,09 г","23,82 г","2,98 г"
"Сыр колби, м.д.ж. 52% в сух. в-ве",394 кКал,"23,76 г","32,11 г","2,57 г"
"Сыр костромской, м.д.ж. 45% в сух. в-ве",343 кКал,"25,6 г","26,1 г",0 г
"Сыр латвийский, м.д.ж. 45% в сух. в-ве",316 кКал,"23,3 г","24,1 г",0 г
"Сыр лимбургер, мягкий бельгийский сыр, м.д.ж. 53% в сух. в-ве",327 кКал,"20,05 г","27,25 г","0,49 г"
"Сыр литовский, м.д.ж. 30% в сух. в-ве",250 кКал,"27,9 г","14,7 г",0 г
"Сыр мексиканский, кесо анежо, м.д.ж. 48% в сух. в-ве",373 кКал,"21,44 г","29,98 г","4,63 г"
"Сыр мексиканский, кесо асадеро, м.д.ж. 45% в сух. в-ве",356 кКал,"22,6 г",25 г,"4,13 г"
"Сыр мексиканский, кесо чихуа-хуа, м.д.ж. 49% в сух. в-ве",374 кКал,"21,56 г","29,68 г","5,56 г"
"Сыр мексиканский, м.д.ж. 37% в сух. в-ве",282 кКал,"24,69 г","19,4 г","3,41 г"
"Сыр мексиканский, м.д.ж. 54% в сух. в-ве",384 кКал,"23,54 г","32,14 г","0,13 г"
"Сыр монтерей, м.д.ж. 40% в сух. в-ве",313 кКал,"28,2 г","21,6 г","0,7 г"
"Сыр монтерей, м.д.ж. 51% в сух. в-ве",373 кКал,"24,48 г","30,28 г","0,68 г"
"Сыр моцарелла, м.д.ж. 34% в сух. в-ве",254 кКал,"24,26 г","15,92 г","2,77 г"
"Сыр моцарелла, м.д.ж. 44% в сух. в-ве",299 кКал,"22,17 г","22,14 г","2,4 г"
"Сыр моцарелла, низкой влажности, м.д.ж. 37% в сух. в-ве",295 кКал,"23,75 г","19,78 г","5,58 г"
"Сыр моцарелла, низкой влажности, м.д.ж. 48% в сух. в-ве",318 кКал,"21,6 г","24,64 г","2,47 г"
"Сыр моцарелла, низкой влажности, тёртый, м.д.ж. 36% в сух. в-ве",304 кКал,"23,63 г","19,72 г","8,06 г"
"Сыр моцарелла, обезжиренный",141 кКал,"31,7 г",0 г,"1,7 г"
"Сыр моцарелла, с низким содержанием соли, м.д.ж. 34% в сух. в-ве",280 кКал,"27,5 г","17,1 г","3,1 г"
"Сыр мюнстер, м.д.ж. 36% в сух. в-ве",271 кКал,"24,7 г","17,6 г","3,5 г"
"Сыр мюнстер, м.д.ж. 52% в сух. в-ве",368 кКал,"23,41 г","30,04 г","1,12 г"
"Сыр нешатель, м.д.ж. 62% в сух. в-ве",253 кКал,"9,15 г","22,78 г","3,59 г"
"Сыр нямунас, м.д.ж. 50% в сух. в-ве",334 кКал,21 г,27 г,0 г
"Сыр пармезан, 20% жира, 20% белка, крошеный, м.д.ж. 40% в сух. в-ве",265 кКал,20 г,20 г,"1,37 г"
"Сыр пармезан, 28,4% белка, крошеный, м.д.ж. 36% в сух. в-ве",420 кКал,"28,42 г","27,84 г","13,91 г"
"Сыр пармезан, 36% белка, твердый, м.д.ж. 36% в сух. в-ве",392 кКал,"35,75 г",25 г,"3,22 г"
"Сыр пармезан, 38% белка, тертый, м.д.ж. 36% в сух. в-ве",415 кКал,"37,86 г","27,34 г","3,41 г"
"Сыр пармезан, 41,6% белка, с низким содержанием соли, м.д.ж. 39% в сух. в-ве",451 кКал,"41,6 г","29,99 г","3,7 г"
"Сыр пармезан, крошка для посыпки, обезжиренный, м.д.ж. 5% в сух. в-ве",370 кКал,40 г,5 г,40 г
"Сыр пименто, острый плавленный сыр с перцем, м.д.ж. 51% в сух. в-ве",375 кКал,"22,13 г","31,2 г","1,63 г"
"Сыр плавленный (мягкий спред) 22% жирности KRAFT VELVEETA, м.д.ж. 41% в сух. в-ве",303 кКал,"16,3 г",22 г,"9,8 г"
"Сыр плавленный (мягкий спред) американский, 21,2% жирности, м.д.ж. 41% в сух. в-ве",290 кКал,"16,41 г","21,23 г","8,73 г"
"Сыр плавленный американский 31% жирности, с витамином D, м.д.ж. 51% в сух. в-ве",366 кКал,"18,13 г","30,71 г","4,78 г"
"Сыр плавленный американский 32% жирности, м.д.ж. 53% в сух. в-ве",371 кКал,"18,13 г","31,79 г","3,7 г"
"Сыр плавленный американский 7% жирности, м.д.ж. 17% в сух. в-ве",180 кКал,"24,6 г",7 г,"3,5 г"
"Сыр плавленный американский или чеддер, полужирный, 9% жирности, м.д.ж. 23% в сух. в-ве",176 кКал,"13,41 г","8,88 г","10,71 г"
"Сыр плавленный сливочный (спред), 28,6% жирности, м.д.ж. 69% в сух. в-ве",295 кКал,"7,1 г","28,6 г","3,5 г"
"Сыр плавленный чеддер или американский, с пониженным содержанием соли, м.д.ж. 55% в сух. в-ве",376 кКал,"22,2 г","31,19 г","1,6 г"
"Сыр плавленный швейцарский 25% жирности, пастеризированный, м.д.ж. 43% в сух. в-ве",334 кКал,"24,73 г","25,01 г","2,1 г"
"Сыр плавленый ""белоснежка"", м.д.ж. 50% в сух. в-ве",258 кКал,"15,3 г",21 г,2 г
"Сыр плавленый ""золушка"", м.д.ж. 20% в сух. в-ве",254 кКал,"15,2 г","10,8 г","23,8 г"
"Сыр плавленый ""медовый"", м.д.ж. 30% в сух. в-ве",291 кКал,"6,1 г","16,5 г","29,4 г"
"Сыр плавленый ""мятный"", м.д.ж. 30% в сух. в-ве",335 кКал,"7,9 г","19,1 г","32,7 г"
"Сыр плавленый ""сказка"", м.д.ж. 30% в сух. в-ве",316 кКал,"12,2 г",18 г,"26,1 г"
"Сыр плавленый ""сластена"", м.д.ж. 20% в сух. в-ве",269 кКал,13 г,"11,4 г","28,4 г"
"Сыр плавленый ""чебурашка"", м.д.ж. 50% в сух. в-ве",309 кКал,"10,7 г",25 г,"10,7 г"
"Сыр плавленый, колбасный копченый, м.д.ж. 40% в сух. в-ве",275 кКал,"21,2 г","19,4 г","3,7 г"
"Сыр плавленый, костромской, м.д.ж. 40% в сух. в-ве",269 кКал,"21,4 г","19,2 г","2,3 г"
"Сыр плавленый, латвийский, м.д.ж. 40% в сух. в-ве",271 кКал,"20,5 г",20 г,"2,5 г"
"Сыр плавленый, российский, м.д.ж. 45% в сух. в-ве",300 кКал,"20,5 г",23 г,"2,5 г"
"Сыр плавленый, советский, м.д.ж. 44% в сух. в-ве",302 кКал,23 г,"22,5 г",0 г
"Сыр пор-салю, французский неварёно-прессованный сыр, м.д.ж. 52% в сух. в-ве",352 кКал,"23,78 г","28,2 г","0,57 г"
"Сыр пошехонский, м.д.ж. 45% в сух. в-ве",344 кКал,26 г,"26,1 г",0 г
"Сыр прибалтийский, м.д.ж. 20% в сух. в-ве",207 кКал,"29,8 г",9 г,0 г
"Сыр проволоне, м.д.ж. 36% в сух. в-ве",274 кКал,"24,7 г","17,6 г","3,5 г"
"Сыр проволоне, м.д.ж. 45% в сух. в-ве",351 кКал,"25,58 г","26,62 г","2,14 г"
"Сыр рикотта 10,2% жирности, из цельного молока, м.д.ж. 39% в сух. в-ве",150 кКал,"7,54 г","10,18 г","7,27 г"
"Сыр рикотта 7,9% жирности, из частично обезжиренного молока, м.д.ж. 31% в сух. в-ве",138 кКал,"11,39 г","7,91 г","5,14 г"
"Сыр рокфор 27,5% жирности, м.д.ж. 50% в сух. в-ве",335 кКал,"20,5 г","27,5 г",2 г
"Сыр рокфор 30,6% жирности, м.д.ж. 51% в сух. в-ве",369 кКал,"21,54 г","30,64 г",2 г
"Сыр романо, твердый итальянский сыр из овечьего молока, м.д.ж. 39% в сух. в-ве",387 кКал,"31,8 г","26,94 г","3,63 г"
"Сыр российский, м.д.ж. 50% в сух. в-ве",364 кКал,"23,2 г","29,5 г",0 г
"Сыр салдусский, м.д.ж. 20% в сух. в-ве",208 кКал,30 г,9 г,0 г
"Сыр сливочный 16,8% жирности, м.д.ж. 50% в сух. в-ве",208 кКал,"7,85 г","16,67 г","6,73 г"
"Сыр сливочный 34,4% жирности, м.д.ж. 73% в сух. в-ве",350 кКал,"6,15 г","34,44 г","5,52 г"
"Сыр сливочный, обезжиренный, м.д.ж. 4% в сух. в-ве",105 кКал,"15,69 г",1 г,"7,66 г"
"Сыр советский, м.д.ж. 50% в сух. в-ве",385 кКал,"24,4 г","31,1 г",0 г
"Сыр сусанинский, м.д.ж. 46% в сух. в-ве",315 кКал,"23,8 г","23,9 г",0 г
"Сыр тартуский, м.д.ж. 29% в сух. в-ве",268 кКал,31 г,"15,2 г",0 г
"Сыр тильзитер, м.д.ж. 45% в сух. в-ве",340 кКал,"24,41 г","25,98 г","1,88 г"
"Сыр тминнный, латышский сыр с тмином, м.д.ж. 48% в сух. в-ве",376 кКал,"25,18 г","29,2 г","3,06 г"
"Сыр угличский, м.д.ж. 45% в сух. в-ве",347 кКал,"25,8 г","26,3 г",0 г
"Сыр фета, м.д.ж. 48% в сух. в-ве",265 кКал,"14,21 г","21,49 г","3,88 г"
"Сыр фонтина, итальянский полутвёрдый сыр, м.д.ж. 50% в сух. в-ве",389 кКал,"25,6 г","31,14 г","1,55 г"
"Сыр чеддер 20,4% жирности, м.д.ж. 37% в сух. в-ве",316 кКал,"27,35 г","20,41 г","2,67 г"
"Сыр чеддер 31% жирности, м.д.ж. 50% в сух. в-ве",380 кКал,"23,5 г","30,8 г","3,37 г"
"Сыр чеддер 33,3% жирности, м.д.ж. 53% в сух. в-ве",403 кКал,"22,87 г","33,31 г","3,37 г"
"Сыр чеддер или колби 8% жирности , м.д.ж. 19% в сух. в-ве",173 кКал,"24,35 г",7 г,"1,91 г"
"Сыр чеддер или колби, с низким содержанием соли, м.д.ж. 53% в сух. в-ве",398 кКал,"24,35 г","32,62 г","1,91 г"
Сыр чеддер обезжиренный,157 кКал,"32,14 г",0 г,"7,14 г"
"Сыр чеддер острый, порезанный на ломтики, м.д.ж. 53% в сух. в-ве",410 кКал,"24,25 г","33,82 г","2,13 г"
"Сыр чешир, твердый английский сыр, м.д.ж. 49% в сух. в-ве",387 кКал,"23,37 г","30,6 г","4,78 г"
"Сыр швейцарский 31% жирности, м.д.ж. 50% в сух. в-ве",393 кКал,"26,96 г","30,99 г","1,44 г"
"Сыр швейцарский 5% жирности, м.д.ж. 13% в сух. в-ве",179 кКал,"28,4 г","5,1 г","3,4 г"
Сыр швейцарский обезжиренный,127 кКал,"28,4 г",0 г,"3,4 г"
"Сыр швейцарский, м.д.ж. 50% в сух. в-ве",391 кКал,"24,6 г","31,6 г","1,44 г"
"Сыр швейцарский, с низким содержанием соли, м.д.ж. 44% в сух. в-ве",374 кКал,"28,4 г","27,4 г","3,4 г"
"Сыр шетский, м.д.ж. 30% в сух. в-ве",246 кКал,"27,3 г","14,4 г",0 г
"Сыр эдам, м.д.ж. 48% в сух. в-ве",357 кКал,"24,99 г","28,57 г","1,43 г"
"Сыр эмментальский, м.д.ж. 44% в сух. в-ве",373 кКал,"28,2 г",28 г,0 г
"Сыр эстонский, м.д.ж. 45% в сух. в-ве",350 кКал,26 г,"26,4 г",0 г
"Сыр ярославский, м.д.ж. 45% в сух. в-ве",350 кКал,"26,2 г","26,6 г",0 г
"Сыр, чеддар, с низким содержанием жира",282 кКал,"27,2 г","18,3 г",2 г
"Сырники, из творога (творог нежирный), по 1-330",183 кКал,"18,6 г","3,6 г","18,2 г"
"Сырники, с морковью, по 1-332",232 кКал,"12,9 г","11,5 г","18,8 г"
Сырное фондю,229 кКал,"14,23 г","13,47 г","3,77 г"
"Сырные изделия, заменитель",257 кКал,"4,08 г","19,5 г","16,18 г"
"Сырные изделия, консервированные путем пастеризациИ",331 кКал,"19,66 г","24,46 г","8,32 г"
"Сырные изделия, пастеризиованные, чеддер или американский, обезжиренные",240 кКал,"17,6 г","14,1 г","10,6 г"
"Сырные изделия, пастеризованные, американскик, не содержщий двунатриевого фосфата",330 кКал,"16,86 г","25,63 г","8,56 г"
"Сырный продукт, сыр плавленный швейцарский",323 кКал,"21,92 г","24,14 г","4,5 г"
Сырный соус,197 кКал,"10,33 г","14,92 г","5,38 г"
"Сырок творожный глазированный 10,9% жирности, с ванилином",270 кКал,"9,4 г","10,9 г","33,1 г"
"Сырок творожный глазированный 27,7% жирности, с ванилином",413 кКал,"7,9 г","27,7 г","32,6 г"
"Сырок творожный детский 23% жирности, неглазированный",319 кКал,"9,1 г",23 г,"18,5 г"
"Сырок творожный сладкий 16,5% жирности, ванильный, неглазированный",238 кКал,12 г,"16,5 г","9,5 г"
"Сырок творожный сладкий 23% жирности, неглазированный",341 кКал,"7,1 г",23 г,"27,5 г"
"Сырок творожный сладкий 26% жирности, неглазированный",376 кКал,"9,1 г",26 г,"27,5 г"
"Сырок творожный сладкий 8% жирности, неглазированный",181 кКал,15 г,8 г,"11,5 г"
Творог 11% жирности,178 кКал,16 г,11 г,3 г
Творог 18% жирности,236 кКал,15 г,18 г,"2,8 г"
Творог 2% жирности,114 кКал,20 г,2 г,3 г
Творог 4% жирности,136 кКал,21 г,4 г,3 г
"Творог 4% жирности, плодово-ягодный",164 кКал,"17,3 г",4 г,"13,7 г"
Творог 5% жирности,145 кКал,21 г,5 г,3 г
"Творог 6% жирности, зерненый со сливками",113 кКал,13 г,6 г,1 г
Творог 9% жирности,169 кКал,18 г,9 г,3 г
Творог влажный 1% жирности,72 кКал,"12,39 г","1,02 г","2,72 г"
"Творог влажный 1% жирности, без добавления соли",72 кКал,"12,4 г",1 г,"2,7 г"
"Творог влажный 1% жирности, без лактозы",74 кКал,"12,4 г",1 г,"2,6 г"
"Творог влажный 1% жирности, с овощами",67 кКал,"10,9 г",1 г,3 г
Творог влажный 2% жирности,81 кКал,"10,45 г","2,27 г","4,76 г"
"Творог влажный 3,85% жирности, с фруктами",97 кКал,"10,69 г","3,85 г","4,41 г"
"Творог влажный 4,2% жирности, с овощами",95 кКал,"10,9 г","4,2 г","2,9 г"
"Творог влажный 4,3% жирности",98 кКал,"11,12 г","4,3 г","3,38 г"
Творог влажный обезжиренный,72 кКал,"10,34 г","0,29 г","6,66 г"
"Творог обезжиренный, 0,5% жирности, плодово-ягодный сладкий",138 кКал,"18,2 г","0,5 г",14 г
"Творог обезжиренный, 0,6% жирности",110 кКал,22 г,"0,6 г","3,3 г"
Творожная масса сладкая 8% жирности,181 кКал,15 г,8 г,"11,5 г"
"Творожная масса сладкая с ванилином 20,0% жирности",287 кКал,"11,5 г",20 г,"14,5 г"
"Творожная масса сладкая с ванилином, 16,5% жирности",238 кКал,12 г,"16,5 г","9,5 г"
"Творожная масса сладкая с изюмом, 23,0% жирности",345 кКал,"7,1 г",23 г,"27,1 г"
"Творожная масса, с изюмом, по 1-332",343 кКал,"6,8 г","21,6 г","29,9 г"
"Творожный крем с ванилином 5,0% жирности",167 кКал,11 г,5 г,"19,2 г"
"Шоколадный напиток растворимый без сахара, сухой",358 кКал,"35,8 г","5,1 г",39 г
"Шоколадный напиток растворимый, сухой",353 кКал,"19,9 г","1,4 г","65,8 г"
[
    {
        "Title": "KRAFT BREAKSTONE'S FREE Обезжиренная сметана",
        "Calories": "91 кКал",
        "Proteins": "4,7 г",
        "Fats": "1,3 г",
        "Urglevodi": "15,1 г"
    },
    {
        "Title": "KRAFT BREYERS LIGHT N' LIVELY Клубничний йогурт 1% с низким содержанием жира",
        "Calories": "108 кКал",
        "Proteins": "3,2 г",
        "Fats": "0,8 г",
        "Urglevodi": "21,9 г"
    },
    {
        "Title": "KRAFT BREYERS LIGHT Обезжиренный клубничный йогурт (с заменителями сахара аспартам и фруктозой)",
        "Calories": "55 кКал",
        "Proteins": "3,4 г",
        "Fats": "0,2 г",
        "Urglevodi": "9,9 г"
    },
    {
        "Title": "KRAFT BREYERS Smooth  Creamy Клубничний йогурт 1% с низким содержанием жира",
        "Calories": "102 кКал",
        "Proteins": "3,8 г",
        "Fats": "0,9 г",
        "Urglevodi": "19,9 г"
    },
    {
        "Title": "KRAFT BREYERS Клубничний йогурт 1% с низким содержанием жира",
        "Calories": "96 кКал",
        "Proteins": "3,8 г",
        "Fats": "0,8 г",
        "Urglevodi": "18,2 г"
    },
    {
        "Title": "KRAFT CHEEZ WHIZ LIGHT, Пастеризованый плавленый сыр",
        "Calories": "215 кКал",
        "Proteins": "16,3 г",
        "Fats": "9,5 г",
        "Urglevodi": "16,2 г"
    },
    {
        "Title": "KRAFT CHEEZ WHIZ, Пастеризованый плавленый сырный соус",
        "Calories": "276 кКал",
        "Proteins": "12 г",
        "Fats": "21 г",
        "Urglevodi": "9,2 г"
    },
    {
        "Title": "KRAFT FREE, Обезжиренный пастеризованый плавленый сыр",
        "Calories": "148 кКал",
        "Proteins": "22,7 г",
        "Fats": "1 г",
        "Urglevodi": "11,7 г"
    },
    {
        "Title": "KRAFT VELVEETA LIGHT Пастеризованый плавленый сыр с низким модержанием жира",
        "Calories": "222 кКал",
        "Proteins": "19,6 г",
        "Fats": "10,6 г",
        "Urglevodi": "11,8 г"
    },
    {
        "Title": "Ацидофилин 1%",
        "Calories": "40 кКал",
        "Proteins": "3 г",
        "Fats": "1 г",
        "Urglevodi": "4 г"
    },
    {
        "Title": "Ацидофилин 3,2% жирности",
        "Calories": "59 кКал",
        "Proteins": "2,9 г",
        "Fats": "3,2 г",
        "Urglevodi": "3,8 г"
    },
    {
        "Title": "Ацидофилин 3,2% жирности сладкий",
        "Calories": "77 кКал",
        "Proteins": "2,8 г",
        "Fats": "3,2 г",
        "Urglevodi": "8,6 г"
    },
    {
        "Title": "Ацидофилин обезжиренный",
        "Calories": "31 кКал",
        "Proteins": "3 г",
        "Fats": "0,05 г",
        "Urglevodi": "3,9 г"
    },
    {
        "Title": "Белковая добавка, на основе молока, Muscle Milk Light, порошок",
        "Calories": "396 кКал",
        "Proteins": "50 г",
        "Fats": "12 г",
        "Urglevodi": "20 г"
    },
    {
        "Title": "Белковая добавка, на основе молока, Muscle Milk, порошок",
        "Calories": "411 кКал",
        "Proteins": "45,71 г",
        "Fats": "17,14 г",
        "Urglevodi": "11,4 г"
    },
    {
        "Title": "Брынза из коровьего молока, м.д.ж. 40% в сух. в-ве",
        "Calories": "262 кКал",
        "Proteins": "22,1 г",
        "Fats": "19,2 г",
        "Urglevodi": "0,4 г"
    },
    {
        "Title": "Брынза овечья, м.д.ж. 40% в сух. в-ве",
        "Calories": "260 кКал",
        "Proteins": "21,1 г",
        "Fats": "18,8 г",
        "Urglevodi": "0,3 г"
    },
    {
        "Title": "Варенец  2,5% жирности",
        "Calories": "53 кКал",
        "Proteins": "2,9 г",
        "Fats": "2,5 г",
        "Urglevodi": "4,1 г"
    },
    {
        "Title": "Дульсе де лече, варёное сгущенное молоко (латиноамериканский десерт)",
        "Calories": "315 кКал",
        "Proteins": "6,84 г",
        "Fats": "7,35 г",
        "Urglevodi": "55,35 г"
    },
    {
        "Title": "Заменитель взбитых сливок, приготовленный из порошка, 6% жирности",
        "Calories": "100 кКал",
        "Proteins": "0,9 г",
        "Fats": "6 г",
        "Urglevodi": "10,6 г"
    },
    {
        "Title": "Заменитель молока с маслами лауриновой кислоты",
        "Calories": "61 кКал",
        "Proteins": "1,75 г",
        "Fats": "3,41 г",
        "Urglevodi": "6,16 г"
    },
    {
        "Title": "Заменитель молока, без сои",
        "Calories": "46 кКал",
        "Proteins": "1,6 г",
        "Fats": "2 г",
        "Urglevodi": "5,3 г"
    },
    {
        "Title": "Заменитель молока, порошок",
        "Calories": "529 кКал",
        "Proteins": "2,48 г",
        "Fats": "32,92 г",
        "Urglevodi": "59,29 г"
    },
    {
        "Title": "Заменитель сливок 10% жирности с гидрогенизированным растительным маслом и протеинами сои",
        "Calories": "136 кКал",
        "Proteins": "1 г",
        "Fats": "9,97 г",
        "Urglevodi": "11,38 г"
    },
    {
        "Title": "Заменитель сливок 10% жирности с маслами лауриновой кислоты и казеинатом натрия",
        "Calories": "136 кКал",
        "Proteins": "1 г",
        "Fats": "9,97 г",
        "Urglevodi": "11,38 г"
    },
    {
        "Title": "Заменитель сливок 13,5% жирности ароматизированный",
        "Calories": "251 кКал",
        "Proteins": "0,69 г",
        "Fats": "13,5 г",
        "Urglevodi": "33,97 г"
    },
    {
        "Title": "Заменитель сливок 3,5% жирности",
        "Calories": "71 кКал",
        "Proteins": "0,8 г",
        "Fats": "3,5 г",
        "Urglevodi": "9,1 г"
    },
    {
        "Title": "Заменитель сливок сухой 15,7% жироности",
        "Calories": "431 кКал",
        "Proteins": "1,9 г",
        "Fats": "15,7 г",
        "Urglevodi": "73,4 г"
    },
    {
        "Title": "Заменитель сливок сухой 21,5% жироности ароматизированный",
        "Calories": "482 кКал",
        "Proteins": "0,68 г",
        "Fats": "21,47 г",
        "Urglevodi": "74,22 г"
    },
    {
        "Title": "Заменитель сливочного масла, обезжиренный, порошок",
        "Calories": "373 кКал",
        "Proteins": "2 г",
        "Fats": "1 г",
        "Urglevodi": "89 г"
    },
    {
        "Title": "Заменитель сметаны 19,5% жирности",
        "Calories": "208 кКал",
        "Proteins": "2,4 г",
        "Fats": "19,52 г",
        "Urglevodi": "6,63 г"
    },
    {
        "Title": "Заменитель сыра (иммитация), американский или чеддер, с низким содержанием холестерина",
        "Calories": "390 кКал",
        "Proteins": "25 г",
        "Fats": "32 г",
        "Urglevodi": "1 г"
    },
    {
        "Title": "Заменитель сыра (иммитация), американский чеддер",
        "Calories": "239 кКал",
        "Proteins": "16,7 г",
        "Fats": "14 г",
        "Urglevodi": "11,6 г"
    },
    {
        "Title": "Заменитель сыра, моцарелла",
        "Calories": "248 кКал",
        "Proteins": "11,47 г",
        "Fats": "12,22 г",
        "Urglevodi": "23,67 г"
    },
    {
        "Title": "Заправка для десерта, в аэрозольной упаковке",
        "Calories": "264 кКал",
        "Proteins": "0,98 г",
        "Fats": "22,3 г",
        "Urglevodi": "16,07 г"
    },
    {
        "Title": "Заправка для десерта, полужидкая, замороженная",
        "Calories": "318 кКал",
        "Proteins": "1,25 г",
        "Fats": "25,31 г",
        "Urglevodi": "23,05 г"
    },
    {
        "Title": "Заправка для десерта, порошок",
        "Calories": "577 кКал",
        "Proteins": "4,9 г",
        "Fats": "39,92 г",
        "Urglevodi": "52,54 г"
    },
    {
        "Title": "Заправка для десерта, порошок, 1,5 унции приготовлены на пол стакана молока",
        "Calories": "194 кКал",
        "Proteins": "3,61 г",
        "Fats": "12,72 г",
        "Urglevodi": "17,13 г"
    },
    {
        "Title": "Йогурт 1,15% жирности, 4% белка, фруктовый",
        "Calories": "99 кКал",
        "Proteins": "3,98 г",
        "Fats": "1,15 г",
        "Urglevodi": "18,64 г"
    },
    {
        "Title": "Йогурт 1,15% жирности, 4% белка, фруктовый, с витамином D",
        "Calories": "99 кКал",
        "Proteins": "3,98 г",
        "Fats": "1,15 г",
        "Urglevodi": "18,64 г"
    },
    {
        "Title": "Йогурт 1,25% жирности, 5% белка, ванильный",
        "Calories": "85 кКал",
        "Proteins": "4,93 г",
        "Fats": "1,25 г",
        "Urglevodi": "13,8 г"
    },
